-DOCSTART- -X- -X- -X-
   
Four O O O
summers O O O
ago, O O O
a O O O
young O O O
chef O O O
named O O O
José O O O
Luis O O O
Chávez O O O
began O O O
leveraging O O O
the O O O
poke O B-FOOD B-FOOD
craze O O O
and O O O
the O O O
salad-bowl O B-FOOD O
trend O O O
into O O O
a O O O
string O O O
of O O O
fast-casual O B-TYPE O
ceviche O O B-TYPE
bars. O O I-TYPE
He O O O
began O O O
with O O O
a O O O
counter O O O
in O O O
the O O O
Gansevoort O O B-EST
Market O O I-EST
food O O B-TYPE
hall O O I-TYPE
called O O O
Mission O O B-EST
Ceviche O O I-EST
; O O O
there O O O
is O O O
now O O O
another O O O
in O O O
Canal O O B-LOC
Street O O I-LOC
Market O O I-LOC
and O O O
a O O O
third O O O
is O O O
supposed O O O
to O O O
open O O O
in O O O
Norwalk, O O B-LOC
Conn., O O I-LOC
later O O O
this O O O
year. O O O
At O O O
all O O O
locations, O O O
the O O O
stock-in-trade O O O
is O O O
citrus-marinated O O B-DISH
raw O O I-DISH
fish O O I-DISH
with O O O
sweet O O B-FOOD
potatoes O O I-FOOD
and O O O
kernels O O O
of O O O
chubby O O O
Andean O O B-FOOD
corn, O O I-FOOD
in O O O
both O O O
its O O O
soft O O O
and O O O
crunchy O O O
forms. O O O
This O O O
is O O O
of O O O
course O O O
the O O O
standard O O O
Peruvian O O B-CUISINE
formula, O O O
but O O O
Mr. O O O
Chávez O O O
had O O O
the O O O
inspiration O O O
of O O O
serving O O O
his O O O
ceviche O O B-FOOD
in O O O
a O O O
clear O O O
plastic O O O
bowl O O O
over O O O
a O O O
base O O O
of O O O
salad, O O B-FOOD
rice O O B-FOOD
or, O O O
for O O O
a O O O
dollar O O O
more, O O O
quinoa. O O B-FOOD
The O O O
supplemental O O O
ingredients O O O
make O O O
a O O O
plausible O O O
desk O O O
lunch O O O
out O O O
of O O O
a O O O
dish O O O
that O O O
some O O O
New O O O
Yorkers O O O
still O O O
aren't O O O
quite O O O
sure O O O
what O O O
to O O O
do O O O
with. O O O
The O O O
surprising O O O
thing O O O
about O O O
Mission O O B-EST
Ceviche's O O I-EST
salad O O B-FOOD
bowls O O I-FOOD
is O O O
that O O O
they O O O
taste O O O
like O O O
real O O O
Peruvian O O B-CUISINE
food. O O O
The O O O
raw O O B-FOOD
fish O O I-FOOD
is O O O
firm O O O
and O O O
cold O O O
