-DOCSTART- -X- -X- -X-
   
The O O O
main O O O
attraction O O O
at O O O
Madame O B-EST B-EST
Vo O I-EST I-EST
BBQ O I-EST I-EST
, O O O
now O O O
two O O O
months O O O
into O O O
its O O O
run O O O
on O O O
Second O B-LOC B-LOC
Avenue O I-LOC I-LOC
in O O O
the O O O
East O B-LOC B-LOC
Village, O I-LOC I-LOC
is O O O
a O O O
seven-course O O O
dinner O O O
on O O O
the O O O
theme O O O
of O O O
beef. O B-FOOD B-FOOD
This O O O
is O O O
a O O O
familiar O O O
concept O O O
in O O O
Vietnam, O B-LOC B-LOC
where O O O
it O O O
is O O O
known O O O
as O O O
bo O B-FOOD B-DISH
bay O I-FOOD I-DISH
mon, O I-FOOD I-DISH
as O O O
well O O O
as O O O
in O O O
San O B-LOC B-LOC
Jose, O I-LOC I-LOC
Calif., O I-LOC B-LOC
Houston O B-LOC B-LOC
and O O O
other O O O
areas O O O
with O O O
robust O O O
Vietnamese O O B-CUISINE
populations. O O O
In O O O
New O B-LOC O
York, O I-LOC O
where O O O
the O O O
Vietnamese O B-CUISINE B-CUISINE
restaurant O O O
scene O O O
is O O O
more O O O
anemic, O O O
bo O B-FOOD B-DISH
bay O I-FOOD I-DISH
mon O I-FOOD I-DISH
is O O O
still O O O
a O O O
rarity. O O O
The O O O
rough O O O
outlines O O O
of O O O
the O O O
setup O O O
at O O O
Madame O B-EST B-EST
Vo, O I-EST I-EST
though, O O O
will O O O
be O O O
familiar O O O
to O O O
any O O O
New O O O
Yorker O O O
who O O O
has O O O
gone O O O
out O O O
for O O O
Korean O B-CUISINE B-CUISINE
barbecue. O B-EST B-FOOD
New O B-EST B-LOC
York O I-EST I-LOC
City O I-EST I-LOC
bureaucracy O O O
is O O O
unwelcoming O O O
to O O O
the O O O
tabletop O O O
charcoal O O O
grills O O O
seen O O O
in O O O
Hanoi, O B-LOC B-LOC
so O O O
an O O O
electric O O O
grill O O O
under O O O
a O O O
metal O O O
screen O O O
is O O O
embedded O O O
in O O O
each O O O
table. O O O
Once O O O
the O O O
grill O O O
is O O O
switched O O O
on O O O
and O O O
the O O O
metal O O O
rods O O O
down O O O
at O O O
kneecap O O O
level O O O
begin O O O
to O O O
warm O O O
up, O O O
an O O O
array O O O
of O O O
sauces, O B-FOOD O
condiments O B-FOOD O
and O O O
vegetables O B-FOOD O
will O O O
arrive. O O O
When O O O
the O O O
rods O O O
are O O O
red, O O O
a O O O
server O O O
with O O O
a O O O
pair O O O
of O O O
tongs O O O
will O O O
lay O O O
some O O O
meat O B-FOOD O
down O O O
on O O O
the O O O
screen, O O O
return O O O
periodically O O O
to O O O
fiddle O O O
with O O O
it O O O
and O O O
eventually O O O
decide O O O
when O O O
it O O O
is O O O
ready O O O
to O O O
be O O O
eaten. O O O
The O O O
similarities O O O
with, O O O
say, O O O
Han O B-EST B-EST
Joo O I-EST I-EST
Chik O I-EST I-EST
Naeng O I-EST I-EST
Myun O I-EST I-EST
& O I-EST I-EST
BBQ O I-EST I-EST
in O O O
Queens O B-LOC B-LOC
end, O O O
of O O O
course, O O O
with O O O
the O O O
actual O O O
food. O O O
Yes, O O O
both O O O
offer O O O
lettuce O B-FOOD B-FOOD
for O O O
wrapping, O O O
but O O O
at O O O
Madame O B-EST B-EST
Vo O I-EST I-EST
BBQ O I-EST I-EST
it O O O
is O O O
part O O O
of O O O
a O O O
Vietnamese O B-CUISINE B-CUISINE
table O B-EST B-FOOD
salad, O I-EST I-FOOD
along O O O
with O O O
fresh O O O
herbs; O B-FOOD B-FOOD
raw O O O
cucumbers, O O O
pineapple O O O
and O O O
apple; O O O
and O O O
pickled O O O
carrots O O O
and O O O
daikon. O O O
The O O O
restaurant O O O
also O O O
sets O O O
out O O O
a O O O
nifty O O O
caddy O O O
that O O O
holds O O O
circles O O O
of O O O
rice O O O
paper O O O
and O O O
warm O O O
water, O O O
in O O O
a O O O
miniature O O O
