-DOCSTART- -X- -X- -X-
   
The O O O
high O O O
cost O O O
of O O O
doing O O O
business O O O
in O O O
New B-LOC B-LOC O
York I-LOC I-LOC O
takes O O O
a O O O
toll O O O
on O O O
many O O O
restaurants O O O
in O O O
the O O O
long O O O
run, O O O
but O O O
it O O O
can O O O
also O O O
lead O O O
to O O O
compromises O O O
whose O O O
shortcomings O O O
become O O O
part O O O
of O O O
the O O O
fun O O O
-- O O O
for O O O
diners, O B-TYPE O
at O O O
least. O O O
If O O O
Darryl O O O
and O O O
Melissa O O O
Burnette O O O
had O O O
been O O O
able O O O
to O O O
afford O O O
to O O O
rent O O O
a O O O
space O O O
bigger O O O
than O O O
275 O O O
square O O O
feet O O O
for O O O
their O O O
restaurant, O O O
Belle B-EST B-EST O
Harlem I-EST I-EST O
, O O O
Mr. O O O
Burnette O O O
might O O O
do O O O
the O O O
cooking O O O
behind O O O
a O O O
wall O O O
instead O O O
of O O O
behind O O O
a O O O
counter. O O O
Ms. O O O
Burnette, O O O
his O O O
wife O O O
and O O O
business O O O
partner, O O O
might O O O
spend O O O
all O O O
night O O O
going O O O
in O O O
and O O O
out O O O
a O O O
swinging O O O
kitchen O O O
door O O O
instead O O O
of O O O
paying O O O
attention O O O
to O O O
the O O O
customers O O O
sitting O O O
at O O O
the O O O
12 O O O
seats O O O
in O O O
the O O O
restaurant's O O O
single O O O
room. O O O
At O O O
this O O O
point, O O O
after O O O
three O O O
years O O O
in O O O
business, O O O
Belle B-EST B-EST O
Harlem I-EST I-EST O
might O O O
be O O O
run O O O
by O O O
employees, O O O
and O O O
the O O O
Burnettes O O O
might O O O
come O O O
in O O O
a O O O
few O O O
times O O O
a O O O
week O O O
to O O O
keep O O O
an O O O
eye O O O
on O O O
things. O O O
Instead O O O
they O O O
have O O O
a O O O
paid O O O
staff O O O
of O O O
one. O O O
His O O O
name O O O
is O O O
Alex O O O
Geudelekian. O O O
He O O O
was O O O
eating O O O
dinner O O O
there O O O
one O O O
night, O O O
noticed O O O
that O O O
the O O O
weeds O O O
were O O O
growing O O O
up O O O
around O O O
Mr. O O O
Burnette's O O O
ankles, O O O
asked O O O
if O O O
he O O O
needed O O O
help, O O O
and O O O
has O O O
been O O O
the O O O
sous-chef O O O
ever O O O
since. O O O
The O O O
smell O O O
of O O O
foie B-DISH B-FOOD O
gras I-DISH I-FOOD O
gravy I-DISH I-FOOD O
with I-DISH O O
duck I-DISH B-FOOD O
breast I-DISH I-FOOD O
being O O O
seared O O O
on O O O
one O O O
of O O O
the O O O
three O O O
induction O O O
burners O O O
might O O O
not O O O
rush O O O
up O O O
to O O O
meet O O O
you O O O
when O O O
you O O O
step O O O
through O O O
the O O O
door, O O O
on O O O
the O O O
opposite O O O
side O O O
of O O O
Adam B-LOC B-LOC O
Clayton I-LOC I-LOC O
Powell I-LOC I-LOC O
Jr. I-LOC I-LOC O
Boulevard I-LOC I-LOC O
from O O O
Striver's B-LOC B-LOC O
Row. I-LOC I-LOC O
You O O O
might O O O
not O O O
hear O O O
the O O O
hiss O O O
of O O O
chicken B-FOOD B-FOOD O
being O O O
fried O O O
inside O O O
buttermilk B-FOOD B-FOOD O
batter I-FOOD I-FOOD O
before O O O
it O O O
is O O O
arranged O O O
between O O O
standing O O O
partitions O O O
of O O O
pizzelle B-FOOD B-FOOD O
and O O O
tied O O O
together O O O
by O O O
an O O O
amber O O O
river O O O
of O O O
truffled B-FOOD B-FOOD O
maple I-FOOD I-FOOD O
syrup I-FOOD I-FOOD O
warmed O O O
with O O O
jalapeños B-FOOD B-FOOD O
and O O O
bananas. B-FOOD B-FOOD O
If O O O
you O O O
didn't O O O
hear O O O
the O O O
low O O O
roar O O O
of O O O
a O O O
Searzall O O O
torch O O O
as O O O
it O O O
warms O O O
a O O O
plate O O O
and O O O
then O O O
melts O O O
and O O O
browns O O O
a O O O
patch O O O
of O O O
Cheddar, B-FOOD B-FOOD O
