-DOCSTART- -X- -X- -X-
   
New O B-LOC B-LOC
York O I-LOC I-LOC
is O O O
getting O O O
crowded O O O
with O O O
hot O B-FOOD B-TYPE
pots. O I-FOOD I-TYPE
The O O O
city O O O
is O O O
not O O O
yet O O O
in O O O
the O O O
same O O O
league O O O
as, O O O
say, O O O
Chongqing, O B-LOC B-LOC
where O O O
the O O O
dish O O O
is O O O
said O O O
to O O O
have O O O
originated O O O
and O O O
where O O O
an O O O
association O O O
dedicated O O O
to O O O
keeping O O O
track O O O
of O O O
such O O O
things O O O
says O O O
there O O O
are O O O
about O O O
50,000 O O O
places O O O
to O O O
eat O O O
it. O O O
New O B-LOC B-LOC
York, O I-LOC I-LOC
by O O O
my O O O
count, O O O
has O O O
a O O O
mere O O O
two O O O
or O O O
three O O O
dozen, O O O
most O O O
of O O O
them O O O
in O O O
the O O O
sections O O O
of O O O
Brooklyn, O B-LOC B-LOC
Queens O B-LOC B-LOC
and O O O
Lower O B-LOC B-LOC
Manhattan O I-LOC I-LOC
that O O O
have O O O
considerable O O O
Chinese O O O
populations. O O O
But O O O
new O O O
hot O B-FOOD B-TYPE
pot O I-FOOD I-TYPE
restaurants O O I-TYPE
seem O O O
to O O O
arrive O O O
every O O O
few O O O
weeks, O O O
with O O O
some O O O
independent O O O
operators O O O
among O O O
a O O O
growing O O O
number O O O
of O O O
chains O O O
from O O O
China. O B-LOC B-LOC
Downtown O B-LOC B-LOC
Flushing, O I-LOC I-LOC
Queens, O B-LOC B-LOC
has O O O
Little O B-EST B-EST
Sheep O I-EST I-EST
Hot O I-EST I-EST
Pot O I-EST I-EST
, O O O
founded O O O
in O O O
Inner O B-LOC B-LOC
Mongolia O I-LOC I-LOC
and O O O
one O O O
of O O O
the O O O
first O O O
hot O B-FOOD O
pot O I-FOOD O
purveyors O O O
in O O O
New O B-LOC B-LOC
York O I-LOC I-LOC
to O O O
move O O O
beyond O O O
the O O O
all-you-can-eat O B-TYPE O
model, O O O
which O O O
led O O O
to O O O
widespread O O O
improvement O O O
in O O O
ingredient O O O
quality; O O O
Mister O B-EST B-EST
Hotpot, O I-EST I-EST
known O O O
among O O O
the O O O
city's O O O
pig O O O
worshipers O O O
for O O O
its O O O
creamy, O O O
ivory-toned O O O
pork-bone O B-FOOD B-FOOD
broth; O I-FOOD I-FOOD
and O O O
Liuyishou O B-EST B-EST
Hot O I-EST I-EST
Pot O I-EST I-EST
, O O O
a O O O
Chongqing-based O B-LOC B-LOC
concern O O O
where O O O
the O O O
spiced O B-FOOD O
beef O I-FOOD B-FOOD
tallow O I-FOOD I-FOOD
that O O O
is O O O
an O O O
essential O O O
component O O O
of O O O
Sichuan O B-CUISINE B-CUISINE
hot O B-FOOD B-FOOD
pot O I-FOOD I-FOOD
is O O O
molded O O O
into O O O
the O O O
shape O O O
of O O O
a O O O
smiling, O O O
bow-tied O O O
cow. O O O
Farther O O O
south O O O
in O O O
Flushing O B-LOC B-LOC
is O O O
Niu O B-EST B-EST
Pot O I-EST I-EST
, O O O
the O O O
city's O O O
best O O O
hot O B-FOOD B-TYPE
pot O I-FOOD I-TYPE
establishment O O I-TYPE
by O O O
several O O O
measures, O O O
including O O O
the O O O
number O O O
and O O O
complexity O O O
of O O O
its O O O
broths. O B-FOOD O
Niu O B-EST B-EST
Pot O I-EST I-EST
cooks O O O
a O O O
very O O O
good O O O
winter-melon O B-FOOD B-DISH
soup O I-FOOD I-DISH
and O O O
serves O O O
it O O O
inside O O O
the O O O
melon's O B-FOOD O
hollow O O O
shell, O O O
although O O O
it O O O
is O O O
most O O O
widely O O O
known O O O
for O O O
serving O O O
marbled O O O
slices O O O
of O O O
raw O B-FOOD B-FOOD
beef O I-FOOD I-FOOD
wrapped O O O
tightly O O O
around O O O
a O O O
Barbie O O O
doll O O O
, O O O
like O O O
a O O O
dress O O O
for O O O
Lady O O O
Gaga O O O
. O O O
In O O O
Manhattan, O B-LOC B-LOC
hot O B-FOOD B-TYPE
pot O I-FOOD I-TYPE
outposts O O I-TYPE
have O O O
been O O O
planted O O O
along O O O
the O O O
Bowery O B-LOC B-LOC
in O O O
a O O O
line O O O
advancing O O O
toward O O O
Chinatown, O B-LOC B-LOC
starting O O O
with O O O
Zhen O B-EST B-EST
Wei O I-EST I-EST
Fang O I-EST I-EST
. O O O
If O O O
there O O O
had O O O
been O O O
a O O O
hot O B-FOOD B-TYPE
pot O I-FOOD I-TYPE
restaurant O O I-TYPE
in O O O
"Blade O O O
Runner," O O O
it O O O
would O O O
have O O O
looked O O O
like O O O
Zhen O B-EST B-EST
