-DOCSTART- -X- -X- -X-
   
The O O O
fancy O O O
mall O O O
in O O O
the O O O
Time B-LOC B-LOC O
Warner I-LOC I-LOC O
Center I-LOC I-LOC O
known O O O
as O O O
the O O O
Shops B-LOC B-LOC O
at I-LOC I-LOC O
Columbus I-LOC I-LOC O
Circle I-LOC I-LOC O
has O O O
a O O O
lot O O O
to O O O
answer O O O
for. O O O
Its O O O
opening, O O O
in O O O
2003, O O O
may O O O
have O O O
marked O O O
Manhattan's B-LOC B-LOC O
capitulation O O O
to O O O
a O O O
retail O O O
landscape O O O
ruled O O O
by O O O
chains O O O
rather O O O
than O O O
independent, O O O
homegrown O O O
businesses. O O O
For O O O
diners, O O O
the O O O
mall O O O
is O O O
best O O O
known O O O
for O O O
its O O O
eating-and-drinking O O O
zone O O O
named, O O O
with O O O
matchless O O O
pretentiousness, O O O
the O O O
Restaurant O B-EST O
Collection. O I-EST O
This O O O
brought O O O
us O O O
Per B-EST B-EST O
Se I-EST I-EST O
and O I-EST O
Masa B-EST I-EST O
, O O O
which O O O
overnight O O O
made O O O
the O O O
city's O O O
other O O O
high-end O O O
restaurants O O O
seem O O O
as O O O
affordable O O O
as O O O
Veselka B-EST B-EST O
. O O O
It O O O
was O O O
the O O O
start O O O
of O O O
a O O O
new O O O
class O O O
of O O O
restaurants O O O
where O O O
dinner O O O
would O O O
be O O O
priced O O O
like O O O
a O O O
luxury O O O
good, O O O
with O O O
entry-level O O O
meals O O O
that O O O
today O O O
cost O O O
$300 O O O
or O O O
more. O O O
Much O O O
more, O O O
in O O O
Masa's B-EST B-EST O
case. O O O
The O O O
purpose O O O
of O O O
this O O O
exclusivity O O O
was O O O
to O O O
signal O O O
to O O O
people O O O
with O O O
money O O O
to O O O
spend O O O
that O O O
they O O O
would O O O
be O O O
comfortable O O O
spending O O O
it O O O
in O O O
the O O O
Shops B-LOC B-LOC O
at I-LOC I-LOC O
Columbus I-LOC I-LOC O
Circle. I-LOC I-LOC O
For O O O
the O O O
same O O O
reason, O O O
businesses O O O
that O O O
were O O O
too O O O
far O O O
down-market O O O
were O O O
not O O O
welcome O O O
as O O O
tenants. O O O
This O O O
is O O O
why O O O
there's O O O
a O O O
Whole B-EST O O
Foods I-EST O O
Market I-EST O O
but O O O
not O O O
a O O O
Family O O O
Dollar. O O O
So O O O
those O O O
of O O O
us O O O
who O O O
follow O O O
David O O O
Chang's O O O
mind O O O
along O O O
its O O O
switchbacks O O O
and O O O
cul-de-sacs O O O
have O O O
to O O O
wonder O O O
if O O O
he O O O
was O O O
being O O O
subversive O O O
when O O O
he O O O
decided O O O
to O O O
install O O O
Bang B-EST B-EST O
Bar I-EST I-EST O
, O O O
which O O O
is O O O
essentially O O O
a O O O
shawarma B-DIET B-TYPE O
stand, I-DIET I-TYPE O
on O O O
the O O O
mall's O O O
third O O O
floor. O O O
Mr. O O O
Chang O O O
is O O O
a O O O
close O O O
observer O O O
of O O O
the O O O
ways O O O
society O O O
assigns O O O
high O O O
status O O O
to O O O
the O O O
food O O O
of O O O
some O O O
cultures O O O
and O O O
devalues O O O
the O O O
cooking O O O
of O O O
others. O O O
One O O O
of O O O
his O O O
greatest O O O
hits O O O
is O O O
a O O O
riff O O O
about O O O
New O O O
Yorkers O O O
who O O O
complain O O O
about O O O
$17 O O O
bowls O O O
of O O O
ramen B-FOOD O O
while O O O
paying O O O
$30 O O O
for O O O
spaghetti. B-FOOD O O
If O O O
he O O O
has O O O
a O O O
routine O O O
about O O O
vertical O B-TYPE O
rotisseries O I-TYPE O
I've O O O
never O O O
heard O O O
it, O O O
but O O O
surely O O O
he O O O
is O O O
alive O O O
to O O O
the O O O
associations O O O
they O O O
conjure, O O O
from O O O
Greek B-CUISINE B-CUISINE O
diners B-TYPE B-TYPE O
to O O O
taco B-TYPE B-TYPE O
trucks I-TYPE I-TYPE O
to O O O
the O O O
Halal B-EST B-EST O
Guys I-EST I-EST O
