-DOCSTART- -X- -X- -X-
   
If O O O
you O O O
ate O O O
at O O O
Spice B-EST O B-EST
Market I-EST O I-EST
before O O O
it O O O
closed O O O
two O O O
years O O O
ago, O O O
you O O O
may O O O
experience O O O
low-key O O O
but O O O
persistent O O O
flashbacks O O O
at O O O
Wayan B-EST O B-EST
, O O O
which O O O
set O O O
up O O O
shop O O O
in O O O
February O O O
on O O O
the O O O
east O O O
end O O O
of O O O
Spring B-LOC O B-LOC
Street I-LOC O I-LOC
in O O O
NoLIta. B-LOC O B-LOC
Again O O O
the O O O
flavors O O O
come O O O
from O O O
Asia B-LOC O B-LOC
and O O O
the O O O
methods, O O O
generally, O O O
from O O O
France. B-LOC O B-LOC
Again O O O
the O O O
far-off O O O
tropics O O O
are O O O
evoked O O O
through O O O
the O O O
play O O O
of O O O
indirect, O O O
dappled O O O
light, O O O
as O O O
if O O O
filtered O O O
through O O O
jungle O O O
foliage O O O
or O O O
a O O O
carved O O O
wooden O O O
screen. O O O
Again O O O
the O O O
presiding O O O
culinary O O O
sensibility O O O
belongs O O O
to O O O
a O O O
Vongerichten. O O O
Jean-Georges O O O
Vongerichten O O O
put O O O
together O O O
Spice B-EST O B-EST
Market I-EST O I-EST
in O O O
2004, O O O
a O O O
confection O O O
of O O O
teak, O O O
silk, O O O
vodka, B-FOOD O B-FOOD
peanut B-FOOD O B-FOOD
sauce I-FOOD O I-FOOD
and O O O
high O O O
heels O O O
that O O O
brought O O O
the O O O
Asian B-TYPE O O
Party I-TYPE O O
Temple I-TYPE O O
restaurant O O O
genre O O O
to O O O
its O O O
apotheosis. O O O
All O O O
the O O O
earlier O O O
examples O O O
suddenly O O O
seemed O O O
fumbling O O O
and O O O
unsophisticated, O O O
and O O O
with O O O
the O O O
possible O O O
exception O O O
of O O O
the O O O
Spice B-EST O B-EST
Market I-EST O I-EST
spinoffs O O O
in O O O
Qatar B-LOC O B-LOC
and O O O
Mexico, B-LOC O B-LOC
the O O O
ones O O O
that O O O
would O O O
follow O O O
seemed O O O
increasingly O O O
mindless O O O
and O O O
out O O O
of O O O
touch. O O O
Interior O O O
design O O O
that O O O
rummages O O O
through O O O
the O O O
musty O O O
old O O O
trunks O O O
of O O O
Orientalism O O O
doesn't O O O
look O O O
as O O O
alluring O O O
as O O O
it O O O
did O O O
15 O O O
years O O O
ago, O O O
and O O O
cooking O O O
that O O O
filters O O O
Asian B-CUISINE O B-CUISINE
flavors O O O
through O O O
a O O O
Western O O B-CUISINE
sensibility O O O
isn't O O O
automatically O O O
met O O O
with O O O
gales O O O
of O O O
excitement. O O O
Wayan, B-EST O O
where O O O
Mr. O O O
Vongerichten's O O O
son, O O O
Cédric, O O O
is O O O
the O O O
chef, O O O
avoids O O O
both O O O
traps, O O O
I O O O
think. O O O
The O O O
restaurant O O O
is O O O
a O O O
tribute O O O
to O O O
Indonesia, B-LOC O B-LOC
the O O O
home O O O
of O O O
his O O O
wife O O O
and O O O
business O O O
partner, O O O
Ochi O O O
Vongerichten, O O O
and O O O
the O O O
site O O O
of O O O
two O O O
restaurants O O O
that O O O
he O O O
opened O O O
recently. O O O
(He O O O
is O O O
also O O O
the O O O
chef O O O
of O O O
Perry B-EST O B-EST
St. I-EST O I-EST
in O O O
Manhattan, B-LOC O B-LOC
which O O O
his O O O
father O O O
owns.) O O O
The O O O
scale O O O
is O O O
more O O O
personal O O O
and O O O
the O O O
cultural O O O
references O O O
are O O O
more O O O
specific O O O
at O O O
Wayan B-EST O B-EST
than O O O
at O O O
Spice B-EST O B-EST
Market I-EST O I-EST
and O O O
its O O O
kind. O O O
The O O O
menu O O O
is O O O
far O O O
from O O O
encyclopedic, O O O
but O O O
it O O O
is O O O
clear O O O
that O O O
Indonesia's B-LOC O B-LOC
cuisine O O O
has O O O
been O O O
given O O O
more O O O
than O O O
the O O O
quick O O O
glance O O O
that O O O
informs O O O
a O O O
lot O O O
of O O O
Asian B-CUISINE O B-CUISINE
fusion. I-CUISINE O O
Ms. O O O
Vongerichten O O O
works O O O
in O O O
the O O O
dining O O O
room, O O O
stopping O O O
by O O O
tables O O O
to O O O
offer O O O
explanations O O O
of O O O
the O O O
menu O O O
and O O O
how O O O
the O O O
cooking O O O
differs O O O
from O O O
that O O O
at O O O
some O O O
other O O O
Indonesian B-CUISINE O B-CUISINE
restaurants O O O
in O O O
New B-LOC O B-LOC
York, I-LOC O I-LOC
which O O O
she O O O
cheerfully O O O
calls O O O
"more O O O
authentic." O O O
More O O O
than O O O
any O O O
other O O O
factor, O O O
she O O O
helps O O O
keep O O O
Wayan B-EST O B-EST
from O O O
turning O O O
into O O O
a O O O
junior O O O
version O O O
of O O O
one O O O
of O O O
her O O O
father-in-law's O O O
restaurants O O O
-- O O O
Young O O O
Vongerichtenstein. O O O
Servers O O O
will O O O
tell O O O
you O O O
to O O O
start O O O
with O O O
a O O O
stick O O O
or O O O
two O O O
of O O O
satay. O O B-FOOD
You O O O
can, O O O
although O O O
the O O O
skewers O O O
are O O O
cooked O O O
on O O O
a O O O
flattop O O O
instead O O O
of O O O
a O O O
grill, O O O
and O O O
inconsistency O O O
is O O O
an O O O
issue. O O O
The O O O
pork B-DISH O B-DISH
skewers I-DISH O I-DISH
that O O O
are O O O
so O O O
appealingly O O O
juicy O O O
and O O O
savory O O O
with O O O
sweet B-FOOD O O
soy I-FOOD O O
one O O O
week O O O
can O O O
be O O O
scorched O O O
and O O O
bitter O O O
the O O O
next O O O
time O O O
you O O O
see O O O
them, O O O
and O O O
just O O O
ordinary O O O
the O O O
following O O O
week. O O O
(The O O O
pickled B-FOOD O B-DISH
watermelon I-FOOD O I-DISH
radishes I-FOOD O I-DISH
on O O O
the O O O
side, O O O
though, O O O
are O O O
always O O O
terrific; O O O
they're O O O
brined O O O
with O O O
lime B-FOOD O B-FOOD
leaf.) I-FOOD O I-FOOD
The O O O
peanut B-FOOD O B-FOOD
sauce I-FOOD O I-FOOD
on O O I-FOOD
chicken B-DISH O B-DISH
satay I-DISH O I-DISH
may O O O
hum O O O
with O O O
red B-FOOD O B-FOOD
curry I-FOOD O I-FOOD
and O O O
chiles, B-FOOD O B-FOOD
or O O O
may O O O
present O O O
as O O O
a O O O
sweet, O O O
inert O O O
blob. O O O
A O O O
more O O O
promising O O O
opening O O O
move, O O O
and O O O
one O O O
that O O O
will O O O
help O O O
place O O O
Cédric O O O
and O O O
Ochi O O O
Vongerichten's O O O
mental O O O
map O O O
of O O O
Indonesia B-LOC O B-LOC
in O O O
perspective, O O O
would O O O
be O O O
the O O O
Jimbaran-style B-DISH O B-DISH
clams. I-DISH O I-DISH
This O O O
is O O O
not O O O
a O O O
dish O O O
that O O O
is O O O
likely O O O
to O O O
have O O O
been O O O
stirred O O O
by O O O
generations O O O
of O O O
sainted O O O
grandmothers O O O
since O O O
the O O O
dawn O O O
of O O O
time. O O O
It O O O
is, O O O
in O O O
fact, O O O
a O O O
specialty O O O
of O O O
the O O O
seafood B-FOOD O O
vendors O O O
who O O O
sprang O O O
up O O O
on O O O
a O O O
stretch O O O
of O O O
Balinese O O O
beach O O O
where O O O
resorts O O O
first O O O
began O O O
to O O O
appear O O O
sometime O O O
around O O O
the O O O
birth O O O
of O O O
Taylor O O O
Swift. O O O
Littlenecks, B-FOOD O B-FOOD
flavored O O O
with O O O
soy B-FOOD O B-FOOD
sauce I-FOOD O I-FOOD
and O O O
garlic B-FOOD O B-FOOD
paste, I-FOOD O I-FOOD
are O O O
grilled O O O
under O O O
flakes O O O
of O O O
coconut, B-FOOD O B-FOOD
which O O O
form O O O
the O O O
golden O O O
crust O O O
that O O O
would O O O
be O O O
provided O O O
by O O O
bread B-FOOD O B-FOOD
crumbs I-FOOD O I-FOOD
if O O O
these O O O
were O O O
clams B-DISH O B-DISH
oreganata. I-DISH O I-DISH
A O O O
slice O O O
of O O O
pickled B-FOOD O B-FOOD
red I-FOOD O I-FOOD
chile I-FOOD O I-FOOD
sits O O O
on O O O
each O O O
one, O O O
waiting. O O O
If O O O
you O O O
were O O O
on O O O
vacation, O O O
you O O O
would O O O
order O O O
tray O O O
after O O O
tray O O O
of O O O
these. O O O
Here O O O
on O O O
Spring B-LOC O B-LOC
Street, I-LOC O I-LOC
other O O O
things O O O
will O O O
keep O O O
you O O O
distracted. O O O
In O O O
the O O O
hearts-of-palm B-DISH O B-DISH
salad, I-DISH O I-DISH
sweet O O O
and O O O
sour O O O
are O O O
carefully O O O
pitted O O O
against O O O
each O O O
other O O O
by O O O
means O O O
of O O O
a O O O
mango B-FOOD O B-FOOD
vinaigrette, I-FOOD O I-FOOD
a O O O
lime-and-fish-sauce B-FOOD O B-FOOD
dressing I-FOOD O I-FOOD
and O O O
a O O O
neon O O O
coat O O O
of O O O
passion-fruit B-FOOD O B-FOOD
pulp. I-FOOD O I-FOOD
The O O O
crab B-DISH O B-DISH
cake I-DISH O I-DISH
is, O O O
despite O O O
its O O O
sweet B-FOOD O B-FOOD
