-DOCSTART- -X- -X- -X-
   
In O O O
the O O O
fall O O O
of O O O
1980, O O O
Patrick O O O
Clark, O O O
the O O O
first O O O
chef O O O
at O O O
Keith O O O
McNally's O O O
first O O O
restaurant, O O O
the O O O
Odeon B-EST B-EST O
, O O O
helped O O O
introduce O O O
nouvelle O B-CUISINE O
cuisine O O O
to O O O
New B-LOC B-LOC O
York I-LOC I-LOC O
when O O O
it O O O
was O O O
all O O O
the O O O
rage O O O
in O O O
Europe. B-LOC B-LOC O
Nearly O O O
every O O O
place O O O
Mr. O O O
McNally O O O
has O O O
built O O O
since O O O
then O O O
has O O O
been O O O
a O O O
firm O O O
rejection O O O
of O O O
all O O O
that O O O
is O O O
fashionable O O O
in O O O
food, O O O
and O O O
each O O O
one O O O
has O O O
been, O O O
at O O O
least O O O
in O O O
its O O O
first O O O
few O O O
months, O O O
the O O O
most O O O
fashionable O O O
restaurant O O O
in O O O
town. O O O
The O O O
one O O O
he O O O
opened O O O
in O O O
early O O O
June O O O
in O O O
the O O O
meatpacking B-LOC B-LOC O
district, I-LOC I-LOC O
Pastis B-EST B-EST O
, O O O
was O O O
assembled O O O
partly O O O
from O O O
the O O O
salvaged O O O
bones O O O
of O O O
a O O O
nearby O O O
restaurant O O O
he O O O
closed O O O
five O O O
years O O O
ago, O O O
Pastis. B-EST B-EST O
(He O O O
salvaged O O O
the O O O
name, O O O
too.) O O O
The O O O
onion B-DISH B-FOOD O
soup, I-DISH I-FOOD O
the O O O
meaty B-DISH O O
snails I-DISH B-FOOD O
sloshing O O O
around O O O
in O O O
the O O O
divots O O O
of O O O
a O O O
black O O O
iron O O O
snail O O O
pan O O O
with O O O
what O O O
must O O O
be O O O
half O O O
a O O O
pint O O O
of O O O
garlic B-FOOD B-FOOD O
butter, I-FOOD I-FOOD O
and O O O
a O O O
few O O O
other O O O
old O O O
war O O O
horses O O O
from O O O
the O O O
original O O O
menu O O O
have O O O
been O O O
summoned O O O
for O O O
one O O O
more O O O
joust O O O
on O O O
the O O O
battlefield. O O O
In O O O
short, O O O
the O O O
new O O O
Pastis B-EST B-EST O
takes O O O
almost O O O
everything O O O
straight O O O
from O O O
the O O O
old O O O
Pastis B-EST B-EST O
, O O O
which O O O
in O O O
turn O O O
took O O O
almost O O O
everything O O O
from O O O
the O O O
stodgiest, O O O
least O O O
trend-conscious O O O
sort O O O
of O O O
French B-CUISINE B-CUISINE O
cafes B-TYPE B-TYPE O
and O O O
brasseries. B-TYPE B-TYPE O
Needless O O O
to O O O
say, O O O
reservations O O O
are O O O
harder O O O
to O O O
come O O O
by O O O
than O O O
at O O O
any O O O
other O O O
New B-EST B-LOC O
York I-EST I-LOC O
restaurant O O O
that's O O O
opened O O O
this O O O
year. O O O
The O O O
paradox O O O
of O O O
this O O O
is O O O
that O O O
Pastis B-EST B-EST O
is O O O
really O O O
meant O O O
for O O O
those O O O
nights O O O
when O O O
you O O O
decide O O O
to O O O
cancel O O O
your O O O
reservations O O O
at O O O
the O O O
little O O O
nine-seat O O O
tasting O O O
counter O O O
where O O O
the O O O
menu O O O
is O O O
inspired O O O
by O O O
Kieslowski's O O O
"Decalogue." B-EST O O
It O O O
is O O O
for O O O
those O O O
times O O O
when O O O
you O O O
get O O O
an O O O
urge O O O
to O O O
eat O O O
a O O O
Gruyère B-DISH B-DISH O
omelet I-DISH I-DISH O
after O O O
10 O O O
p.m., O O O
cooked O O O
medium-rare, O O O
flecked O O O
with O O O
herbs, B-FOOD B-FOOD O
skillfully O O O
rolled O O O
and O O O
staunchly O O O
backed O O O
up O O O
by O O O
a O O O
cold O O O
white O O O
from O O O
the O O O
Savoie. O O O
Urges O O O
like O O O
that O O O
do O O O
not O O O
typically O O O
announce O O O
themselves O O O
three O O O
weeks O O O
in O O O
advance, O O O
and O O O
they O O O
don't O O O
tend O O O
to O O O
survive O O O
exposure O O O
to O O O
rooms O O O
filled O O O
with O O O
people O O O
who O O O
have O O O
read O O O
about O O O
Pastis O O O
on O O O
the O O O
blogs O O O
but O O O
haven't O O O
yet O O O
figured O O O
out O O O
what O O O
it O O O
is O O O
for. O O O
For O O O
much O O O
of O O O
his O O O
life, O O O
Mr. O O O
McNally O O O
has O O O
been O O O
chipping, O O O
cracking, O O O
distressing O O O
and O O O
weathering O O O
interiors O O O
that O O O
are O O O
the O O O
architectural O O O
equivalent O O O
of O O O
rumpled O O O
sweaters O O O
two O O O
sizes O O O
too O O O
large. O O O
Perhaps O O O
the O O O
largest O O O
and O O O
certainly O O O
the O O O
most O O O
rumpled O O O
of O O O
all O O O
is O O O
Pastis. O O O
It O O O
doesn't O O O
have O O O
the O O O
corner O O O
entrance O O O
it O O O
had O O O
at O O O
its O O O
former O O O
address, O O O
or O O O
the O O O
long O O O
communal O O O
table O O O
that O O O
sliced O O O
through O O O
the O O O
front O O O
room O O O
like O O O
a O O O
surfboard. O O O
And O O O
the O O O
shelves O O O
of O O O
cigarette O O O
packs O O O
are O O O
definitely O O O
gone. O O O
( O O O
You O O O
could O O O
still O O O
smoke O O O
in O O O
restaurants O O O
in O O O
1999, O O O
when O O O
Pastis O O O
opened.) O O O
But O O O
the O O O
magazine O O O
racks O O O
are O O O
back, O O O
along O O O
with O O O
the O O O
overhead O O O
fans O O O
turning O O O
steadily O O O
below O O O
a O O O
stamped O O O
tin O O O
ceiling. O O O
Once O O O
again O O O
the O O O
walls O O O
are O O O
covered O O O
with O O O
chipped O O O
subway O O O
tiles, O O O
white, O O O
framed O O O
by O O O
black O O O
grout. O O O
The O O O
chairs O O O
still O O O
don't O O O
match. O O O
The O O O
ambient O O O
light O O O
is O O O
the O O O
color O O O
of O O O
a O O O
Scotch O O O
and O O O
soda O O O
and O O O
makes O O O
everybody O O O
look O O O
the O O O
way O O O
they O O O
do O O O
after O O O
you've O O O
drunk O O O
one. O O O
On O O O
an O O O
antique O O O
mirror, O O O
or O O O
one O O O
that O O O
looks O O O
like O O O
an O O O
antique, O O O
someone O O O
has O O O
scrawled O O O
a O O O
menu O O O
of O O O
desserts, O O O
almost O O O
none O O O
of O O O
which O O O
Pastis O O O
actually O O O
serves. O O O
You O O O
can, O O O
however, O O O
get O O O
an O O O
energetically O O O
whisked O O O
dark-chocolate O O O
mousse O O O
under O O O
shaved O O O
curls O O O
