-DOCSTART- -X- -X- -X-

At O O O
some O O O
fateful O O O
moment O O O
in O O O
the O O O
13th O O O
century O O O
when O O O
Kublai O O O
Khan O O O
was O O O
preparing O O O
to O O O
lead O O O
the O O O
Mongol O O O
hordes O O O
into O O O
battle, O O O
hunger O O O
struck. O O O
With O O O
no O O O
time O O O
to O O O
make O O O
a O O O
roast B-FOOD B-FOOD O
or O O O
stew, B-FOOD B-FOOD O
the O O O
legend O O O
goes, O O O
the O O O
Great O O O
Khan's O O O
chef O O O
carved O O O
very O O O
thin O O O
slices O O O
of O O O
raw O B-FOOD O
mutton B-FOOD I-FOOD O
and O O O
plunged O O O
them O O O
into O O O
hot O O O
broth B-FOOD B-FOOD O
for O O O
a O O O
few O O O
seconds. O O O
Besides O O O
serving O O O
as O O O
an O O O
inspiration O O O
to O O O
those O O O
of O O O
us O O O
who O O O
believe O O O
there O O O
is O O O
always O O O
time O O O
to O O O
eat, O O O
the O O O
chef's O O O
impromptu O O O
recipe O O O
is O O O
said O O O
to O O O
have O O O
given O O O
China B-LOC B-LOC O
its O O O
ancient O O O
and O O O
delicious O O O
hot B-FOOD B-FOOD O
pot I-FOOD I-FOOD O
tradition. O O O
Hot O B-FOOD O
pots O I-FOOD O
did O O O
not O O O
jump O O O
to O O O
Japan B-LOC B-LOC O
until O O O
shortly O O O
after O O O
World O O O
War O O O
II, O O O
when O O O
kelp B-FOOD B-FOOD O
joined O O O
the O O O
broth B-FOOD B-FOOD O
and O O O
the O O O
name O O O
was O O O
changed, O O O
onomatopoetically, O O O
to O O O
shabu B-DISH B-FOOD O
shabu. I-DISH I-FOOD O
But O O O
like O O O
hot B-FOOD B-FOOD O
pots I-FOOD I-FOOD O
in O O O
China, B-LOC B-LOC O
shabu B-FOOD B-FOOD O
shabu I-FOOD I-FOOD O
is O O O
a O O O
do-it-yourself O O O
bash O O O
where O O O
everybody O O O
around O O O
the O O O
table O O O
gets O O O
to O O O
dunk O O O
and O O O
swish O O O
the O O O
ingredients O O O
they O O O
like O O O
best. O O O
Chefs O O O
are O O O
not O O O
required. O O O
Then O O O
on O O O
Delancey B-LOC B-LOC O
Street I-LOC I-LOC O
last O O O
fall, O O O
a O O O
new O O O
shabu B-TYPE B-FOOD O
shabu I-TYPE I-FOOD O
restaurant O O O
appeared O O O
where O O O
a O O O
chef O O O
standing O O O
behind O O O
a O O O
counter O O O
does O O O
all O O O
the O O O
cooking O O O
for O O O
no O O O
more O O O
than O O O
eight O O O
people O O O
at O O O
a O O O
time. O O O
Her O O O
name O O O
is O O O
Mako O O O
Okano. O O O
Out O O O
of O O O
a O O O
style O O O
of O O O
dining O O O
that O O O
has O O O
always O O O
been O O O
a O O O
big, O O O
informal O O O
free-for-all, O O O
she O O O
has O O O
built O O O
a O O O
quiet, O O O
refined, O O O
intimate O O O
spot O O O
called O O O
Shabushabu B-EST B-EST O
Macoron I-EST I-EST O
. O O O
Usually O O O
backed O O O
up O O O
by O O O
two O O O
other O O O
women, O O O
but O O O
occasionally O O O
working O O O
solo, O O O
Ms. O O O
Okano O O O
moves O O O
deliberately. O O O
She O O O
will O O O
gesture O O O
to O O O
the O O O
place O O O
mat, O O O
where O O O
the O O O
night's O O O
eight O O O
or O O O
10 O O O
courses O O O
are O O O
written O O O
out O O O
in O O O
Japanese, O O O
right O O O
to O O O
left, O O O
and O O O
then O O O
to O O O
another O O O
slip O O O
of O O O
paper O O O
with O O O
the O O O
same O O O
courses O O O
printed O O O
in O O O
English, O O O
again O O O
right O O O
to O O O
left. O O O
The O O O
price O O O
is O O O
$128. O O O
There O O O
are O O O
no O O O
choices O O O
to O O O
be O O O
made. O O O
Ms. O O O
Okano O O O
has O O O
modeled O O O
her O O O
restaurant O O O
on O O O
omakase B-TYPE B-TYPE O
sushi I-TYPE I-TYPE O
bars, I-TYPE I-TYPE O
where O O O
the O O O
chef O O O
calls O O O
the O O O
tune. O O O
When O O O
I O O O
first O O O
arrived, O O O
I O O O
admit O O O
that O O O
I O O O
couldn't O O O
see O O O
the O O O
point O O O
of O O O
having O O O
a O O O
chef O O O
do O O O
the O O O
cooking O O O
when O O O
I O O O
was O O O
perfectly O O O
able O O O
to O O O
do O O O
my O O O
own O O O
dunking O O O
and O O O
swishing. O O O
Ms. O O O
Okano O O O
quickly O O O
poured O O O
two O O O
or O O O
three O O O
mouthfuls O O O
of O O O
yeasty, O O O
warm O O O
unfiltered O O O
sake B-FOOD B-FOOD O
into O O O
a O O O
little O O O
saucer. O O O
This O O O
arrived O O O
with O O O
a O O O
snack O O O
-- O O O
cured B-DISH B-FOOD O
salmon I-DISH I-FOOD O
and I-DISH O O
salmon I-DISH B-FOOD O
roe I-DISH I-FOOD O
seasoned I-DISH O O
with I-DISH O O
fermented I-DISH B-FOOD O
rice I-DISH I-FOOD O
-- O O O
that O O O
artfully O O O
underscored O O O
the O O O
sake's B-FOOD B-FOOD O
flavor. O O O
Then O O O
she O O O
turned O O O
and O O O
quietly O O O
addressed O O O
a O O O
sauté O O O
pan O O O
over O O O
the O O O
stove. O O O
When O O O
she O O O
turned O O O
around O O O
again O O O
she O O O
had O O O
cooked O O O
an O O O
omelet B-DISH B-FOOD O
and O O O
flicked O O O
it O O O
into O O O
a O O O
roll O O O
in O O O
the O O O
Japanese B-CUISINE B-CUISINE O
style. O O O
Served O O O
in O O O
a O O O
bowl O O O
of O O O
hot, O O O
clear O O O
dashi, B-FOOD B-FOOD O
the O O O
egg B-FOOD B-FOOD O
was O O O
as O O O
tender O O O
and O O O
delicate O O O
as O O O
its O O O
garnish, O O O
a O O O
tiny O O O
piece O O O
of O O O
mitsuba O O O
stem O O O
tied O O O
into O O O
a O O O
knot. O O O
Next O O O
she O O O
poached O O O
two O O O
pieces O O O
of O O O
abalone O O O
for O O O
a O O O
few O O O
seconds O O O
each O O O
in O O O
abalone O O O
broth. O O O
One O O O
she O O O
dabbed O O O
with O O O
a O O O
small, O O O
intense O O O
blip O O O
of O O O
the O O O
Japanese O O O
spice O O O
paste O O O
yuzu O O O
kosho. O O O
Over O O O
the O O O
other O O O
she O O O
spooned O O O
a O O O
sauce O O O
made O O O
from O O O
the O O O
abalone's O O O
liver. O O O
I O O O
ate O O O
them O O O
both, O O O
and O O O
was O O O
flooded O O O
first O O O
with O O O
pleasure O O O
then O O O
with O O O
embarrassment O O O
that O O O
I'd O O O
thought O O O
simmered O O O
food O O O
wasn't O O O
worth O O O
a O O O
chef's O O O
time. O O O
By O O O
the O O O
time O O O
I'd O O O
eaten O O O
a O O O
small O O O
tongue O O O
of O O O
sea O O O
urchin O O O
combined O O O
with O O O
silky O O O
rags O O O
of O O O
yuba O O O
still O O O
dripping O O O
with O O O
soy O O O
milk, O O O
I O O O
was O O O
on O O O
board O O O
for O O O
anything O O O
Ms. O O O
Okano O O O
wanted O O O
to O O O
cook. O O O
For O O O
some O O O
time O O O
the O O O
bubbles O O O
in O O O
an O O O
iron O O O
pot O O O
of O O O
dashi O O O
set O O O
over O O O
a O O O
countertop O O O
burner O O O
had O O O
been O O O
getting O O O
bigger O O O
and O O O
faster. O O O
Thin O O O
strips O O O
of O O O
Wagyu O O O
beef, O O O
streaked O O O
with O O O
so O O O
much O O O
fat O O O
they O O O
looked O O O
like O O O
stained O O O
glass, O O O
were O O O
stretched O O O
out O O O
on O O O
black O O O
slate O O O
with O O O
pinkish O O O
bands O O O
of O O O
pork O O O
belly. O O O
Raw O O O
vegetables O O O
-- O O O
cabbage, O O O
lettuce, O O O
enoki O O O
and O O O
shiitake O O O
mushrooms, O O O
half O O O
a O O O
brussels O O O
sprout O O O
and O O O
a O O O
cherry O O O
tomato O O O
on O O O
a O O O
wooden O O O
spear O O O
-- O O O
waited O O O
on O O O
a O O O
nearby O O O
plate. O O O
Before O O O
I O O O
knew O O O
it O O O
she O O O
had O O O
cooked O O O
the O O O
first O O O
piece O O O
of O O O
beef O O O
-- O O O
was O O O
it O O O
the O O O
A5 O O O
from O O O
Miyazaki O O O
or O O O
the O O O
A4 O O O
from O O O
Kagoshima? O O O
The O O O
flesh O O O
had O O O
twisted O O O
itself O O O
around, O O O
and O O O
now O O O
dusk-gray O O O
outer O O O
curls O O O
hid O O O
inner O O O
curves O O O
of O O O
faded O O O
pink. O O O
The O O O
flavors O O O
moved O O O
in O O O
rapid O O O
waves: O O O
first O O O
a O O O
few O O O
clinging, O O O
savory O O O
drops O O O
of O O O
dashi, O O O
then O O O
some O O O
already-melted O O O
beef O O O
fat, O O O
followed O O O
by O O O
the O O O
flavor O O O
of O O O
the O O O
lean O O O
meat O O O
itself, O O O
sweet O O O
and O O O
refined. O O O
Finally O O O
came O O O
a O O O
second O O O
helping O O O
of O O O
fat, O O O
freshly O O O
melted O O O
now. O O O
When O O O
Ms. O O O
Okano O O O
fished O O O
out O O O
a O O O
piece O O O
of O O O
beef, O O O
she O O O
would O O O
suggest O O O
seasoning O O O
it O O O
with O O O
one O O O
or O O O
more O O O
of O O O
an O O O
almost O O O
comically O O O
large O O O
assortment O O O
of O O O
condiments O O O
and O O O
purées O O O
that O O O
she O O O
makes O O O
herself. O O O
She O O O
seemed O O O
to O O O
favor O O O
her O O O
ponzu, O O O
and O O O
so O O O
do O O O
I; O O O
it's O O O
more O O O
radiant O O O
with O O O
yuzu O O O
than O O O
any O O O
I've O O O
had O O O
before. O O O
I O O O
also O O O
liked O O O
the O O O
sweet O O O
soy O O O
once O O O
I O O O
learned O O O
to O O O
doctor O O O
it O O O
with O O O
a O O O
few O O O
drops O O O
of O O O
what O O O
Ms. O O O
Okano O O O
calls O O O
"gravy O O O
sauce," O O O
a O O O
dark O O O
liquid O O O
that O O O
makes O O O
meat O O O
taste O O O
meatier. O O O
Many O O O
dismal O O O
meals O O O
would O O O
be O O O
saved O O O
if O O O
I O O O
carried O O O
an O O O
eyedropper O O O
of O O O
gravy O O O
sauce O O O
around O O O
with O O O
me. O O O
Swabbing O O O
the O O O
pork O O O
belly O O O
in O O O
the O O O
sticky, O O O
thick O O O
sesame O O O
paste O O O
with O O O
toasted O O O
sesame O O O
seeds O O O
produces O O O
an O O O
effect O O O
similar O O O
to, O O O
but O O O
more O O O
subtle O O O
than, O O O
the O O O
combination O O O
of O O O
peanut O O O
butter O O O
and O O O
bacon. O O O
It's O O O
even O O O
better O O O
with O O O
a O O O
smear O O O
of O O O
salted O O O
plum, O O O
or O O O
a O O O
few O O O
drops O O O
of O O O
the O O O
yuzu-olive O O O
oil O O O
sauce O O O
that O O O
seems O O O
to O O O
have O O O
jetted O O O
in O O O
from O O O
Italy. O O O
The O O O
vegetables O O O
were O O O
spotless O O O
and O O O
fresh. O O O
A O O O
meal O O O
without O O O
them O O O
would O O O
be O O O
off O O O
kilter, O O O
perhaps O O O
to O O O
a O O O
degree O O O
that O O O
would O O O
cause O O O
grumbling O O O
from O O O
the O O O
digestive O O O
system, O O O
but O O O
on O O O
their O O O
own O O O
they O O O
are O O O
not O O O
a O O O
reason O O O
to O O O
go O O O
to O O O
Shabushabu O O O
Macoron. O O O
The O O O
chicken O O O
meatballs O O O
are, O O O
though. O O O
So O O O
are O O O
the O O O
green O O O
tea O O O
soba O O O
noodles O O O
that O O O
Ms. O O O
Okano O O O
somehow O O O
manages O O O
to O O O
cook O O O
in O O O
between O O O
everything O O O
else O O O
without O O O
seeming O O O
to O O O
leave O O O
the O O O
few O O O
square O O O
feet O O O
behind O O O
the O O O
counter. O O O
Soba O O O
is O O O
not O O O
standard O O O
with O O O
shabu O O O
shabu, O O O
but O O O
it O O O
is O O O
something O O O
she O O O
has O O O
experience O O O
