-DOCSTART- -X- -X- -X-
   
A O O O
card O O O
is O O O
set O O O
down O O O
in O O O
front O O O
of O O O
you O O O
before O O O
each O O O
new O O O
course O O O
arrives O O O
at O O O
Atomix B-EST O B-EST
, O O O
the O O O
tasting-menu O O O
restaurant O O O
in O O O
Murray B-LOC O B-LOC
Hill I-LOC O I-LOC
run O O O
by O O O
Junghyun O O O
Park O O O
and O O O
his O O O
wife, O O O
Jeungeun. O O O
Each O O O
is O O O
printed O O O
with O O O
a O O O
boldface O O O
transliteration O O O
of O O O
a O O O
Korean O O B-CUISINE
word O O O
under O O O
an O O O
abstract O O O
design O O O
of O O O
geometric O O O
shapes O O O
and O O O
lines. O O O
They O O O
look O O O
like O O O
flashcards O O O
from O O O
a O O O
school O O O
run O O O
by O O O
progressive O O O
graphic O O O
designers. O O O
"Your O O O
first O O O
course O O O
is O O O
guk, B-FOOD O B-DISH
which O O O
means O O O
soup," B-FOOD O B-FOOD
a O O O
server O O O
will O O O
say. O O O
"This O O O
card O O O
is O O O
for O O O
hwe, O O B-DISH
Korean O O O
for O O O
raw." O O O
"Jorim O O B-DISH
is O O O
next. O O O
Jorim O O O
means O O O
it's O O O
been O O O
braised." O O O
This O O O
sounds O O O
as O O O
if O O O
it O O O
would O O O
get O O O
old, O O O
but O O O
it O O O
doesn't. O O O
Very O O O
early O O O
on, O O O
you O O O
learn O O O
that O O O
on O O O
the O O O
other O O O
side O O O
of O O O
these O O O
vocabulary O O O
exercises O O O
lie O O O
dishes O O O
of O O O
wonderful O O O
intricacy, O O O
sophistication O O O
and O O O
beauty. O O O
One O O O
after O O O
another, O O O
each O O O
of O O O
the O O O
10 O O O
courses O O O
in O O O
the O O O
$175 O O O
meal O O O
opens O O O
up O O O
new O O O
ideas O O O
about O O O
Korean B-CUISINE O O
cuisine O O O
and O O O
culture. O O O
In O O O
the O O O
Atomix B-EST O O
pedagogical O O O
method, O O O
instruction O O O
is O O O
followed O O O
closely O O O
by O O O
reward. O O O
(While O O O
we O O O
are O O O
working O O O
on O O O
vocabulary: O O O
The O O O
restaurant's O O O
name O O O
is O O O
pronounced, O O O
somewhat O O O
counterintuitively, O O O
a-toe-mix.) O O O
[Read O O O
about O O O
some O O O
of O O O
the O O O
best O O O
new O O O
restaurants O O O
in O O O
New B-LOC O O
York I-LOC O O
City I-LOC O O
(for O O O
now).] O O O
Many O O O
of O O O
the O O O
rewards O O O
are O O O
the O O O
kind O O O
you O O O
eat, O O O
of O O O
course. O O O
Guk-which-means-soup B-DISH O O
is O O O
a O O O
shimmering O O O
broth O O O
that O O O
Mr. O O O
Park, O O O
the O O O
chef, O O O
makes O O O
from O O O
fermented B-FOOD O O
tomatoes I-FOOD O O
and O O O
kelp; B-FOOD O O
chilled O O O
and O O O
poured O O O
over O O O
scallop B-FOOD O O
slices O O O
layered O O O
between O O O
slivers O O O
of O O O
green B-FOOD O O
tomato I-FOOD O O
that O O O
have O O O
been O O O
marinated O O O
in O O O
Korean B-FOOD O O
fig I-FOOD O O
vinegar, I-FOOD O O
the O O O
broth O O O
has O O O
an O O O
electrifying O O O
sweet-sour O O O
balance. O O O
The O O O
dish O O O
may O O O
not O O O
scream O O O
"Korean B-CUISINE O O
cuisine," O O O
but O O O
the O O O
next O O O
one O O O
does. O O O
This O O O
is O O O
hwe O O O
-- O O O
Korean O O O
for O O O
raw, O O O
you'll O O O
recall, O O O
and O O O
also O O O
the O O O
term O O O
for O O O
Korean-style B-CUISINE O O
sashimi. B-FOOD O O
The O O O
fish B-FOOD O O
is O O O
striped B-FOOD O O
jack, I-FOOD O O
brushed O O O
with O O O
plum B-FOOD O O
vinegar I-FOOD O O
sauce. I-FOOD O O
Slices O O O
of O O O
it O O O
are O O O
folded O O O
around O O O
a O O O
mild O O O
fermented B-FOOD O O
chile, I-FOOD O O
a O O O
few O O O
drops O O O
of O O O
sesame B-FOOD O O
oil I-FOOD O O
and O O O
bits O O O
of O O O
kimchi B-FOOD O O
made O O O
from O O O
cabbage B-FOOD O O
and O O O
ramps. B-FOOD O O
Sitting O O O
over O O O
each O O O
slice O O O
of O O O
jack B-FOOD O O
is O O O
a O O O
crisp O O O
square O O O
of O O O
gim, B-FOOD O O
which O O O
the O O O
Japanese O O O
call O O O
nori. B-FOOD O O
Pinch O O O
some O O O
fish B-FOOD O O
inside O O O
the O O O
gim B-FOOD O O
and O O O
eat O O O
it, O O O
and O O O
the O O O
flavors O O O
that O O O
unspool O O O
are O O O
some O O O
of O O O
those O O O
that O O O
are O O O
brought O O O
to O O O
the O O O
table O O O
with O O O
Korean B-CUISINE O O
sashimi, B-FOOD O O
but O O O
they're O O O
put O O O
together O O O
with O O O
a O O O
harmony O O O
that's O O O
hard O O O
to O O O
achieve O O O
when O O O
you O O O
swab O O O
them O O O
yourself O O O
under O O O
the O O O
influence O O O
of O O O
a O O O
few O O O
glasses O O O
of O O O
soju. B-FOOD O O
Inspired O O O
by O O O
a O O O
poem O O O
from O O O
the O O O
Choson O O O
era, O O O
Mr. O O O
Park O O O
summoned O O O
an O O O
entirely O O O
different O O O
set O O O
of O O O
flavors O O O
for O O O
the O O O
hwe O O O
on O O O
Atomix's B-EST O O
opening O O O
menu, O O O
which O O O
ran O O O
from O O O
late O O O
May O O O
to O O O
early O O O
September. O O O
Then, O O O
the O O O
fish B-FOOD O O
was O O O
sea B-FOOD O O
bream, I-FOOD O O
firm O O O
and O O O
chewy, O O O
marinated O O O
overnight O O O
with O O O
ginger B-FOOD O O
in O O O
a O O O
magnificently O O O
good O O O
tangerine B-FOOD O O
vinegar I-FOOD O O
from O O O
the O O O
island O O O
of O O O
Jeju. B-LOC O O
Eaten O O O
with O O O
sea B-FOOD O O
urchin, I-FOOD O O
plain O O O
spinach, B-FOOD O O
sparkling O O O
shards O O O
of O O O
jelly B-FOOD O O
made O O O
from O O O
pale O O O
young B-FOOD O O
soy I-FOOD O O
sauce, I-FOOD O O
and O O O
Chinese-mustard B-FOOD O O
leaves I-FOOD O O
fermented O O O
in O O O
some O O O
wonderful O O O
way, O O O
it O O O
was O O O
so O O O
deeply O O O
harmonic O O O
I O O O
wouldn't O O O
have O O O
minded O O O
if O O O
Mr. O O O
Park O O O
had O O O
served O O O
it O O O
over O O O
and O O O
over O O O
for O O O
the O O O
rest O O O
of O O O
the O O O
meal. O O O
Centuries O O O
before O O O
it O O O
became O O O
the O O O
fashion O O O
among O O O
American O O O
chefs, O O O
fermentation O O O
was O O O
a O O O
pillar O O O
of O O O
Korean B-CUISINE O O
cuisine. O O O
Atomix O O O
exploits O O O
it O O O
in O O O
all O O O
kinds O O O
of O O O
ways. O O O
Fermentation O O O
bends O O O
a O O O
mix O O O
of O O O
juices B-FOOD O O
from O O O
Korean B-FOOD O O
pears, I-FOOD O O
green B-FOOD O O
apples I-FOOD O O
and O O O
pineapple B-FOOD O O
toward O O O
a O O O
cidery O O O
direction O O O
that O O O
makes O O O
it O O O
a O O O
thrilling O O O
marinade, O O O
braising O O O
liquid O O O
and O O O
sauce O O O
for O O O
exquisitely O O O
rich O O O
Wagyu B-DISH O O
strip I-DISH O O
loin. I-DISH O O
It's O O O
the O O O
foundation O O O
for O O O
an O O O
array O O O
of O O O
vinegars B-FOOD O O
you O O O
won't O O O
find O O O
on O O O
the O O O
average O O O
table O O O
in O O O
Koreatown: B-LOC O O
cherry O O O
blossom, O O O
persimmon, O O O
mugwort, O O O
birch. O O O
And, O O O
of O O O
course, O O O
fermentation O O O
is O O O
behind O O O
the O O O
restaurant's O O O
arsenal O O O
of O O O
pickled B-FOOD O O
vegetables, I-FOOD O O
the O O O
most O O O
interesting O O O
of O O O
which O O O
may O O O
be O O O
the O O O
tart O O O
brussels B-FOOD O O
sprouts I-FOOD O O
that O O O
Mr. O O O
Park O O O
serves O O O
in O O O
banchan O O O
format O O O
alongside O O O
roast O O O
duck O O O
with O O O
a O O O
mole O O O
sauce O O O
that O O O
could O O O
pass O O O
muster O O O
in O O O
Mexico O O O
if O O O
Mr. O O O
Park O O O
did O O O
not O O O
up O O O
the O O O
funk O O O
level O O O
with O O O
gochujang. O O O
Some O O O
of O O O
these O O O
ingredients O O O
were O O O
fermented O O O
or O O O
otherwise O O O
preserved O O O
in O O O
South O O O
Korea. O O O
Many O O O
more O O O
were O O O
put O O O
up O O O
for O O O
storage O O O
at O O O
Atoboy O O O
, O O O
the O O O
Parks' O O O
other O O O
restaurant, O O O
over O O O
the O O O
past O O O
year O O O
or O O O
more O O O
as O O O
the O O O
Parks O O O
prepared O O O
to O O O
open O O O
Atomix. O O O
Atoboy's O O O
food O O O
is O O O
woven O O O
around O O O
traditional O O O
banchan O O O
dishes, O O O
and O O O
while O O O
Mr. O O O
Park O O O
gives O O O
himself O O O
room O O O
to O O O
play, O O O
the O O O
cooking O O O
there O O O
stays O O O
true O O O
to O O O
the O O O
fairly O O O
simple O O O
origins O O O
of O O O
banchan. O O O
His O O O
tasting O O O
menus O O O
at O O O
Atomix O O O
make O O O
a O O O
quantum O O O
leap O O O
in O O O
complexity. O O O
It's O O O
like O O O
seeing O O O
the O O O
guy O O O
who O O O
strums O O O
the O O O
12-string O O O
guitar O O O
on O O O
the O O O
L O O O
platform O O O
pick O O O
up O O O
a O O O
conductor's O O O
baton O O O
and O O O
lead O O O
an O O O
orchestra O O O
through O O O
a O O O
Mahler O O O
symphony. O O O
On O O O
the O O O
back O O O
of O O O
Atomix's O O O
flashcards O O O
he O O O
lists O O O
the O O O
components O O O
of O O O
each O O O
dish, O O O
and O O O
each O O O
of O O O
their O O O
ingredients O O O
-- O O O
around O O O
20 O O O
on O O O
average, O O O
very O O O
few O O O
of O O O
them O O O
ordinary O O O
and O O O
none O O O
of O O O
them O O O
out O O O
of O O O
place. O O O
Nothing O O O
at O O O
Atomix O O O
tastes O O O
confused O O O
or O O O
overburdened. O O O
The O O O
dishes O O O
are O O O
even O O O
more O O O
elaborate O O O
than O O O
those O O O
at O O O
Jungsik O O O
, O O O
the O O O
rarefied O O O
Korean-inspired O O O
restaurant O O O
downtown O O O
where O O O
Mr. O O O
Park O O O
was O O O
the O O O
chef O O O
de O O O
cuisine O O O
before O O O
he O O O
and O O O
his O O O
wife O O O
struck O O O
out O O O
on O O O
their O O O
own. O O O
And O O O
while O O O
Jungsik O O O
seems O O O
determined O O O
to O O O
stuff O O O
Korean O O O
flavors O O O
into O O O
an O O O
outdated O O O
French O O O
formality, O O O
Atomix O O O
is O O O
warm, O O O
contemporary O O O
and O O O
Korean O O O
at O O O
just O O O
about O O O
every O O O
turn. O O O
The O O O
Parks, O O O
who O O O
were O O O
raised O O O
in O O O
South O O O
Korea, O O O
hired O O O
a O O O
Seoul O O O
architecture O O O
firm, O O O
Studio O O O
Writers, O O O
to O O O
remake O O O
two O O O
floors O O O
of O O O
a O O O
secretive-looking O O O
townhouse O O O
on O O O
East O O O
30th O O O
Street. O O O
Upstairs O O O
is O O O
a O O O
small O O O
bar O O O
where O O O
you O O O
can O O O
slither O O O
into O O O
a O O O
pale-leather O O O
booth O O O
to O O O
idle O O O
over O O O
smartly O O O
conceived O O O
snacks O O O
like O O O
soy-marinated O O O
scallop O O O
jerky; O O O
beef O O O
tartare, O O O
mixed O O O
with O O O
red O O O
and O O O
black O O O
pepper, O O O
and O O O
under O O O
a O O O
snowfall O O O
of O O O
pecorino; O O O
or O O O
fried O O O
wings O O O
stuffed O O O
with O O O
fried O O O
rice O O O
and O O O
dusted O O O
with O O O
ground O O O
Sichuan O O O
peppercorns. O O O
Stairs O O O
descend O O O
to O O O
a O O O
bright, O O O
skylit O O O
lounge O O O
of O O O
upholstered O O O
benches O O O
where O O O
the O O O
tasting O O O
menu O O O
kicks O O O
off O O O
with O O O
a O O O
couple O O O
of O O O
hors O O O
d'oeuvres O O O
and O O O
drinks. O O O
The O O O
idea O O O
must O O O
be O O O
for O O O
you O O O
to O O O
leave O O O
the O O O
shuffle O O O
of O O O
Manhattan O O O
behind O O O
in O O O
stages, O O O
but O O O
I O O O
always O O O
spent O O O
my O O O
few O O O
minutes O O O
in O O O
this O O O
way O O O
station O O O
eyeing O O O
the O O O
comfortable, O O O
dark, O O O
wood-clad O O O
den O O O
a O O O
few O O O
steps O O O
away O O O
where O O O
the O O O
rest O O O
of O O O
the O O O
meal O O O
is O O O
served O O O
at O O O
a O O O
14-seat O O O
counter. O O O
The O O O
natural O O O
materials O O O
and O O O
simple O O O
lines O O O
in O O O
the O O O
tasting O O O
room O O O
seem O O O
to O O O
bow O O O
toward O O O
Korea's O O O
long O O O
Zen O O O
tradition, O O O
and O O O
a O O O
kind O O O
of O O O
purposeful O O O
calm O O O
reigns O O O
there. O O O
Servers O O O
and O O O
cooks O O O
all O O O
wear O O O
flowing, O O O
boat-neck O O O
shirts O O O
in O O O
a O O O
shimmering O O O
pewter O O O
color O O O
that O O O
gives O O O
them O O O
a O O O
slight O O O
science-fiction O O O
look; O O O
they O O O
are O O O
the O O O
work O O O
of O O O
a O O O
Korean-born O O O
New O O O
York O O O
designer, O O O
Sungho O O O
Ahn. O O O
Ms. O O O
Park, O O O
who O O O
goes O O O
by O O O
Ellia, O O O
glides O O O
behind O O O
the O O O
counter, O O O
smiling O O O
and O O O
holding O O O
out O O O
a O O O
cloth O O O
case O O O
to O O O
offer O O O
a O O O
pair O O O
of O O O
the O O O
Korean-made O O O
chopsticks O O O
she O O O
collects. O O O
They're O O O
beautiful O O O
objects, O O O
and O O O
so O O O
are O O O
the O O O
handmade O O O
plates O O O
and O O O
bowls O O O
that O O O
begin O O O
to O O O
file O O O
out O O O
of O O O
the O O O
kitchen, O O O
each O O O
made O O O
by O O O
a O O O
potter O O O
or O O O
glass O O O
worker O O O
or O O O
wood O O O
carver O O O
in O O O
South O O O
Korea. O O O
These O O O
artisans O O O
are O O O
identified O O O
on O O O
the O O O
menu O O O
cards, O O O
whose O O O
abstract O O O
