-DOCSTART- -X- -X- -X-
   
Alex O O O
Raij O O O
and O O O
Eder O O O
Montero O O O
met O O O
while O O O
working O O O
in O O O
the O O O
kitchen O O O
of O O O
a O O O
sprawling, O O O
impersonal, O O O
gloomy O O O
modern-Spanish B-CUISINE B-CUISINE O
restaurant O O O
that O O O
lasted O O O
about O O O
two O O O
years. O O O
They O O O
went O O O
on O O O
to O O O
get O O O
married O O O
and, O O O
as O O O
joint O O O
chefs O O O
and O O O
owners, O O O
opened O O O
a O O O
string O O O
of O O O
compact, O O O
intimate, O O O
slinky O O O
modern-Spanish B-CUISINE B-CUISINE O
restaurants O O O
that O O O
are O O O
still O O O
in O O O
business. O O O
Their O O O
one O O O
misfire O O O
was O O O
a O O O
small, O O O
intimate O O O
non-Spanish O B-CUISINE O
coffee B-TYPE B-TYPE O
shop I-TYPE I-TYPE O
in O O O
Cobble B-LOC B-DISH O
Hill, I-LOC I-DISH O
Brooklyn. I-LOC I-DISH O
After O O O
dusting O O O
themselves O O O
off, O O O
they O O O
replaced O O O
the O O O
cafe O O O
tables O O O
with O O O
taller O O O
and O O O
longer O O O
ones, O O O
traded O O O
the O O O
pastry O O O
cases O O O
for O O O
a O O O
bar, O O O
installed O O O
a O O O
stripe O O O
of O O O
backlighted O O O
glass O O O
blocks O O O
that O O O
cast O O O
a O O O
subaqueous O O O
glow O O O
on O O O
the O O O
room, O O O
and O O O
in O O O
September O O O
reopened O O O
as O O O
Saint B-EST B-EST O
Julivert I-EST I-EST O
Fisherie I-EST I-EST O
. O O O
And O O O
what O O O
is O O O
a O O O
fisherie, B-TYPE B-TYPE O
you O O O
ask, O O O
having O O O
quickly O O O
consulted O O O
your O O O
French, O O O
Spanish O O O
and O O O
English O O O
dictionaries O O O
and O O O
found O O O
no O O O
such O O O
word? O O O
Saint B-EST B-EST O
Julivert I-EST I-EST O
is O O O
my O O O
first, O O O
but O O O
if O O O
it O O O
is O O O
anything O O O
to O O O
go O O O
by, O O O
then O O O
a O O O
fisherie B-TYPE B-TYPE O
is O O O
a O O O
seafood B-TYPE B-FOOD O
establishment I-TYPE O O
that O O O
aspires O O O
to O O O
be O O O
more O O O
than O O O
a O O O
raw B-TYPE B-TYPE O
bar I-TYPE I-TYPE O
but O O O
does O O O
not O O O
want O O O
to O O O
be O O O
mistaken O O O
for O O O
a O O O
full-bore O O O
restaurant. O O O
Wines B-FOOD B-FOOD O
