-DOCSTART- -X- -X- -X-
   
Good O O O
restaurants O O O
don't O O O
rain O O O
down O O O
from O O O
nowhere, O O O
but O O O
Crown B-EST B-EST O
Shy I-EST I-EST O
came O O O
close. O O O
No O O O
doubt O O O
it O O O
went O O O
through O O O
the O O O
same O O O
birth O O O
pangs O O O
as O O O
all O O O
the O O O
others. O O O
As O O O
far O O O
as O O O
I O O O
can O O O
tell, O O O
though, O O O
it O O O
simply O O O
materialized O O O
one O O O
morning O O O
this O O O
March O O O
at O O O
70 B-LOC B-LOC O
Pine I-LOC I-LOC O
Street, I-LOC I-LOC O
and O O O
was O O O
open O O O
for O O O
business O O O
that O O O
afternoon O O O
by O O O
the O O O
time O O O
the O O O
financial B-LOC O O
district's I-LOC O O
elevators O O O
began O O O
disgorging O O O
traders, O O O
bankers O O O
and O O O
analysts O O O
in O O O
search O O O
of O O O
5-o'clock O O O
refreshment. O O O
One O O O
reason O O O
it O O O
seems O O O
to O O O
have O O O
crept O O O
up O O O
on O O O
the O O O
city O O O
is O O O
that O O O
it's O O O
a O O O
large, O O O
well-capitalized, O O O
big-time O O O
restaurant O O O
of O O O
the O O O
kind O O O
that O O O
only O O O
established O O O
groups O O O
seem O O O
able O O O
to O O O
get O O O
off O O O
the O O O
ground O O O
these O O O
days. O O O
Yet O O O
Crown B-EST B-EST O
Shy I-EST I-EST O
doesn't O O O
come O O O
from O O O
Danny O O O
Meyer, O O O
Andrew O O O
Carmellini O O O
or O O O
any O O O
of O O O
the O O O
other O O O
usual O O O
suspects. O O O
Its O O O
two O O O
main O O O
players O O O
were O O O
recruited O O O
after O O O
talks O O O
among O O O
April O O O
Bloomfield, O O O
Ken O O O
Friedman O O O
and O O O
the O O O
building's O O O
developer O O O
fell O O O
apart O O O
in O O O
2016, O O O
before O O O
accusations O O O
of O O O
sexual O O O
harassment O O O
engulfed O O O
Mr. O O O
Friedman. O O O
Crown B-EST B-EST O
Shy's I-EST I-EST O
chef, O O O
James O O O
Kent, O O O
used O O O
to O O O
run O O O
the O O O
kitchen O O O
at O O O
the O O O
NoMad B-EST B-EST O
, O O O
and O O O
his O O O
partner, O O O
Jeff O O O
Katz, O O O
is O O O
the O O O
managing O O O
partner O O O
at O O O
Del B-EST B-EST O
Posto I-EST I-EST O
. O O O
Neither O O O
exactly O O O
fell O O O
off O O O
the O O O
turnip O O O
truck O O O
last O O O
week. O O O
As O O O
a O O O
team, O O O
though, O O O
they're O O O
unproven, O O O
and O O O
as O O O
they O O O
went O O O
through O O O
construction O O O
and O O O
hiring, O O O
the O O O
drumbeat O O O
of O O O
publicity O O O
was O O O
more O O O
muted O O O
than O O O
it O O O
might O O O
have O O O
been O O O
if O O O
marquee O O O
names O O O
had O O O
led O O O
the O O O
project. O O O
Then O O O
there O O O
is O O O
Crown B-EST B-EST O
Shy's I-EST I-EST O
location, O O O
a O O O
sprawling, O O O
soaring, O O O
street-level O O O
space O O O
that, O O O
as O O O
far O O O
as O O O
anyone O O O
recalls, O O O
has O O O
never O O O
held O O O
a O O O
restaurant O O O
before. O O O
Many O O O
New O O O
Yorkers O O O
have O O O
seen O O O
the O O O
1932 O O O
building's O O O
distinctive, O O O
hulking, O O O
pyramidal O O O
silhouette O O O
on O O O
the O O O
skyline, O O O
but O O O
until O O O
recently, O O O
when O O O
the O O O
offices O O O
on O O O
its O O O
67 O O O
stories O O O
were O O O
repurposed O O O
as O O O
expensive O O O
apartments O O O
and O O O
hotel O O O
rooms, O O O
not O O O
many O O O
had O O O
encountered O O O
the O O O
frenzied O O O
exuberance O O O
of O O O
the O O O
lobby, O O O
which O O O
makes O O O
use O O O
of O O O
polished O O O
marble O O O
in O O O
at O O O
least O O O
five O O O
contrasting O O O
colors. O O O
It O O O
looks O O O
like O O O
something O O O
Bernini O O O
would O O O
have O O O
designed O O O
if O O O
he'd O O O
lived O O O
to O O O
see O O O
the O O O
Jazz O O O
Age. O O O
Depending O O O
on O O O
which O O O
entrance O O O
you O O O
use O O O
-- O O O
the O O O
revolving O O O
doors O O O
are O O O
crowned O O O
with O O O
aluminum O O O
reliefs O O O
of O O O
Art O O O
Deco O O O
flowers O O O
being O O O
pollinated O O O
by O O O
elongated O O O
stylized O O O
butterflies O O O
-- O O O
you O O O
may O O O
want O O O
to O O O
allow O O O
an O O O
extra O O O
five O O O
or O O O
10 O O O
minutes O O O
to O O O
take O O O
it O O O
all O O O
in O O O
before O O O
you O O O
eat. O O O
Above O O O
all, O O O
it's O O O
the O O O
extent O O O
to O O O
which O O O
Crown B-EST B-EST O
Shy I-EST I-EST O
already O O O
has O O O
its O O O
act O O O
together O O O
that O O O
makes O O O
you O O O
ask: O O O
Where O O O
did O O O
this O O O
place O O O
come O O O
from? O O O
The O O O
whole O O O
operation O O O
radiates O O O
confidence O O O
from O O O
start O O O
to O O O
finish. O O O
The O O O
finish O O O
brings O O O
real O O O
desserts O O O
from O O O
a O O O
real O O O
pastry O O O
chef, O O O
Renata O O O
Ameni. O O O
She O O O
comes O O O
to O O O
Crown O B-EST O
Shy O I-EST O
fresh O O O
from O O O
Manresa, B-EST B-EST O
in O O O
Los B-LOC B-LOC O
Gatos, I-LOC I-LOC O
Calif I-LOC I-LOC O
., I-LOC I-LOC O
and O O O
before O O O
that, O O O
she O O O
put O O O
in O O O
half O O O
a O O O
decade O O O
at O O O
Eleven B-EST B-EST O
Madison I-EST I-EST O
Park I-EST I-EST O
. O O O
Her O O O
desserts O O O
at O O O
Crown B-EST B-EST O
Shy I-EST I-EST O
look O O O
uncomplicated, O O O
and O O O
you O O O
don't O O O
realize O O O
how O O O
intelligently O O O
they've O O O
been O O O
put O O O
together O O O
until O O O
you O O O
start O O O
to O O O
eat O O O
one. O O O
There's O O O
a O O O
milky-white O O O
yogurt B-DISH B-DISH O
cheesecake I-DISH I-DISH O
under O O O
tender O O O
spring O B-FOOD O
strawberries, B-FOOD I-FOOD O
with O O O
smooth O O O
strawberry B-FOOD B-FOOD O
sorbet I-FOOD I-FOOD O
in O O O
the O O O
center O O O
and O O O
a O O O
pistachio B-FOOD B-FOOD O
crumble I-FOOD I-FOOD O
sprinkled O O O
over O O O
that. O O O
Her O O O
