-DOCSTART- -X- -X- -X-
   
Sooner O O O
or O O O
later, O O O
those O O O
of O O O
us O O O
who O O O
follow O O O
the O O O
career O O O
of O O O
Jean-Georges O O O
Vongerichten O O O
reach O O O
a O O O
point O O O
where O O O
our O O O
memories O O O
can't O O O
keep O O O
up. O O O
The O O O
tuna B-DISH B-FOOD O
tartares I-DISH I-FOOD O
start O O O
to O O O
run O O O
together; O O O
we O O O
can't O O O
recall O O O
whether O O O
it's O O O
served O O O
in O O O
lettuce B-FOOD B-FOOD O
cups I-FOOD O O
with O O O
threads O O O
of O O O
shiso B-FOOD B-FOOD O
at O O O
Perry B-EST B-EST O
St. I-EST I-EST O
or O O O
at O O O
JoJo B-EST B-EST O
. O O O
At O O O
some O O O
point O O O
it's O O O
hard O O O
to O O O
recall O O O
what O O O
makes O O O
the O O O
chicken B-FOOD B-FOOD O
breast I-FOOD I-FOOD O
inside O O O
a O O O
resoundingly O O O
crunchy O O O
Parmesan B-FOOD B-FOOD O
crust I-FOOD I-FOOD O
at O O O
Nougatine B-EST B-EST O
different O O O
from O O O
the O O O
Parmesan-crusted B-DISH B-DISH O
chicken I-DISH I-DISH O
at O O O
the O O O
Mark. B-EST B-EST O
With O O O
his O O O
partner, O O O
Phil O O O
Suarez, O O O
Mr. O O O
Vongerichten O O O
has O O O
founded O O O
scores O O O
of O O O
new O O O
restaurants O O O
around O O O
the O O O
world. O O O
Nearly O O O
40 O O O
of O O O
them O O O
are O O O
still O O O
up O O O
and O O O
running, O O O
15 O O O
in O O O
New B-LOC B-LOC O
York. I-LOC I-LOC O
Devising O O O
menus O O O
for O O O
each O O O
new O O O
place, O O O
he O O O
repeats O O O
himself O O O
occasionally, O O O
but O O O
more O O O
often O O O
he O O O
rearranges O O O
old O O O
patterns. O O O
Lime B-FOOD B-FOOD O
juice I-FOOD I-FOOD O
is O O O
traded O O O
for O O O
yuzu, B-FOOD B-FOOD O
cherry B-FOOD B-FOOD O
vinegar I-FOOD I-FOOD O
comes O O O
in O O O
for O O O
balsamic. B-FOOD B-FOOD O
Almost O O O
always, O O O
the O O O
result O O O
is O O O
a O O O
dish O O O
that O O O
is O O O
similar O O O
enough O O O
to O O O
his O O O
past O O O
work O O O
to O O O
be O O O
recognizably O O O
Vongerichtenesque O O O
but O O O
different O O O
enough O O O
to O O O
seem O O O
fresh. O O O
Maybe O O O
he O O O
can O O O
keep O O O
track O O O
of O O O
it O O O
in O O O
his O O O
head, O O O
but O O O
for O O O
the O O O
rest O O O
of O O O
us O O O
it O O O
would O O O
be O O O
really O O O
useful O O O
to O O O
have O O O
a O O O
family O O O
tree O O O
of O O O
every O O O
dish O O O
he O O O
ever O O O
invented, O O O
with O O O
its O O O
parentage O O O
and O O O
offspring. O O O
Something O O O
like O O O
23andMe O O O
, O O O
it O O O
could O O O
tell O O O
you O O O
which O O O
strands O O O
of O O O
kitchen O O O
DNA O O O
are O O O
shared O O O
by O O O
which O O O
Vongerichten O O O
restaurants O O O
-- O O O
23andV. O O O
This O O O
service O O O
would O O O
come O O O
in O O O
handy O O O
in O O O
times O O O
like O O O
the O O O
present, O O O
when O O O
critics O O O
and O O O
superfans O O O
are O O O
trying O O O
to O O O
metabolize O O O
the O O O
two O O O
restaurants O O O
Mr. O O O
Vongerichten O O O
opened O O O
in O O O
New B-LOC B-LOC O
York I-LOC I-LOC O
City I-LOC I-LOC O
during O O O
a O O O
single O O O
week O O O
in O O O
May. O O O
One O O O
is O O O
the O O O
Paris B-EST B-EST O
Café I-EST I-EST O
, O O O
a O O O
casual, O B-TYPE O
all-day O I-TYPE O
proposition O I-TYPE O
inside O O O
Eero O O O
Saarinen's O O O
T.W.A. B-LOC B-LOC O
terminal I-LOC I-LOC O
at I-LOC O O
Kennedy I-LOC B-LOC O
International I-LOC I-LOC O
Airport, I-LOC I-LOC O
now O O O
gloriously O O O
resurrected O O O
as O O O
the O O O
TWA B-LOC B-LOC O
Hotel. I-LOC I-LOC O
The O O O
second O O O
is O O O
a O O O
polished O O O
seafood B-TYPE B-TYPE O
house I-TYPE I-TYPE O
that O I-TYPE O
sits O O O
out O O O
in O O O
the O O O
East B-LOC B-LOC O
River I-LOC I-LOC O
on O O O
the O O O
end O O O
of O O O
Pier B-LOC B-LOC O
17, I-LOC I-LOC O
next O O O
to O O O
the O O O
wreck O O O
of O O O
the O O O
old O O O
Fulton B-EST B-LOC O
Fish I-EST I-LOC O
Market; I-EST I-LOC O
it's O O O
called O O O
the O O O
Fulton B-EST B-EST O
. O O O
Because O O O
I've O O O
been O O O
to O O O
both O O O
so O O O
recently, O O O
I O O O
can O O O
report O O O
confidently O O O
that O O O
the O O O
Fulton B-EST B-EST O
slices O O O
deep-red O O O
strawberries B-FOOD B-FOOD O
over O O O
strawberry B-FOOD B-FOOD O
ice I-FOOD I-FOOD O
cream I-FOOD I-FOOD O
and O O O
a O O O
sorbet B-FOOD B-FOOD O
made O O O
from O O O
strawberries B-FOOD B-FOOD O
and O O O
red B-FOOD B-FOOD O
wine I-FOOD I-FOOD O
to O O O
make O O O
its O O O
strawberry B-DISH B-DISH O
sundae, I-DISH I-DISH O
while O O O
the O O O
one O O O
at O O O
the O O O
Paris B-EST B-EST O
Café I-EST I-EST O
substitutes O O O
dried B-FOOD B-FOOD O
strawberries. I-FOOD I-FOOD O
That O O O
version O O O
isn't O O O
bad, O O O
but O O O
there O O O
is O O O
an O O O
undeniable O O O
difference O O O
between O O O
fresh B-FOOD B-FOOD O
summer I-FOOD I-FOOD O
berries I-FOOD I-FOOD O
and O O O
dehydrated O O O
ones, O O O
and O O O
that O O O
difference O O O
suggests O O O
the O O O
quality O O O
gap O O O
between O O O
the O O O
two O O O
restaurants. O O O
The O O O
best O O O
reasons O O O
to O O O
go O O O
to O O O
the O O O
Paris B-EST B-EST O
Café I-EST I-EST O
are O O O
Saarinen's O O O
glass O O O
walls, O O O
gliding O O O
curves O O O
and O O O
suspended O O O
catwalk, O O O
although O O O
the O O O
dining O O O
areas O O O
are O O O
swell, O O O
too, O O O
smartly O O O
evoking O O O
Raymond O O O
Loewy's O O O
original O O O
design O O O
for O O O
the O O O
space, O O O
which O O O
looked O O O
like O O O
a O O O
coffee B-DIET B-TYPE O
shop I-DIET I-TYPE O
on O O O
the O O O
moon. O O O
The O O O
place O O O
has O O O
some O O O
likable O O O
pizzas B-FOOD B-FOOD O
and O O O
salads, B-FOOD B-FOOD O
and O O O
it O O O
vaults O O O
clear O O O
over O O O
the O O O
other O O O
restaurants O O O
at O O O
the O O O
airport. O O O
But O O O
the O O O
recipes O O O
seem O O O
designed O O O
not O O O
to O O O
push O O O
the O O O
kitchen O O O
too O O O
hard, O O O
the O O O
menu O O O
is O O O
even O O O
more O O O
Vongerichtenesque O O O
than O O O
usual, O O O
and O O O
any O O O
dishes O O O
involving O O O
fruits B-FOOD B-FOOD O
or O O O
vegetables B-FOOD B-FOOD O
will O O O
make O O O
you O O O
wonder O O O
whether O O O
the O O O
produce O O O
truck O O O
drove O O O
to O O O
La B-LOC B-LOC O
Guardia I-LOC I-LOC O
instead. O O O
The O O O
Fulton, B-EST B-EST O
though, O O O
is O O O
a O O O
grown-up O O O
production. O O O
Under O O O
the O O O
day-to-day O O O
command O O O
of O O O
Noah O O O
Poses, O O O
the O O O
executive O O O
chef, O O O
it O O O
is O O O
easily O O O
the O O O
best O O O
seafood O B-TYPE O
restaurant O I-TYPE O
to O O O
open O O O
in O O O
Manhattan B-LOC B-LOC O
since O O O
the O O O
Pool B-EST B-EST O
, O O O
and O O O
easier O O O
to O O O
afford. O O O
Yes, O O O
a O O O
handful O O O
of O O O
items O O O
on O O O
the O O O
menu O O O
have O O O
that O O O
glassy-eyed O O O
stare, O O O
but O O O
almost O O O
