-DOCSTART- -X- -X- -X-
   
When O O O
a O O O
batch O O O
of O O O
banh B-DISH B-DISH O
beo I-DISH I-DISH O
comes O O O
to O O O
the O O O
table O O O
at O O O
Van B-EST B-EST O
Da I-EST I-EST O
, O O O
any O O O
confusion O O O
about O O O
how O O O
to O O O
eat O O O
them O O O
does O O O
not O O O
last O O O
long. O O O
Banh B-FOOD B-FOOD O
beo, I-FOOD I-FOOD O
a O O O
species O O O
of O O O
small O O O
rice B-FOOD B-FOOD O
cake, I-FOOD I-FOOD O
are O O O
a O O O
favorite O O O
afternoon O O O
snack O O O
in O O O
the O O O
central O O O
Vietnamese O O O
city O O O
of O O O
Hue. B-LOC B-LOC O
Each O O O
one O O O
is O O O
steamed O O O
in O O O
a O O O
ceramic O O O
dish O O O
just O O O
big O O O
enough O O O
to O O O
hold O O O
a O O O
few O O O
spare O O O
coins. O O O
Faced O O O
with O O O
a O O O
platter O O O
of O O O
banh B-DISH B-FOOD O
beo, I-DISH I-FOOD O
you O O O
realize O O O
fairly O O O
quickly O O O
that O O O
you O O O
have O O O
essentially O O O
two O O O
choices: O O O
You O O O
can O O O
use O O O
a O O O
spoon, O O O
or O O O
hold O O O
the O O O
dish O O O
to O O O
your O O O
mouth O O O
and O O O
tip O O O
it O O O
up O O O
while O O O
throwing O O O
your O O O
head O O O
back, O O O
as O O O
if O O O
doing O O O
a O O O
Jell-O B-DISH B-FOOD O
shot. I-DISH I-FOOD O
If O O O
you O O O
go O O O
the O O O
Jell-O B-DISH B-FOOD O
shot I-DISH I-FOOD O
route, O O O
it O O O
may O O O
help O O O
to O O O
bring O O O
a O O O
pair O O O
of O O O
chopsticks O O O
or O O O
a O O O
fingertip O O O
into O O O
play O O O
at O O O
the O O O
last O O O
minute O O O
to O O O
encourage O O O
the O O O
banh B-DISH B-FOOD O
beo I-DISH I-FOOD O
to O O O
leave O O O
the O O O
nest. O O O
You O O O
have O O O
now O O O
transferred O O O
to O O O
your O O O
mouth O O O
a O O O
warm O O O
divot O O O
of O O O
steamed B-FOOD B-FOOD O
rice I-FOOD I-FOOD O
and I-FOOD O O
tapioca I-FOOD B-FOOD O
flours I-FOOD I-FOOD O
that O O O
has O O O
a O O O
consistency O O O
like O O O
panna B-DISH B-FOOD O
cotta's I-DISH I-FOOD O
and O O O
a O O O
negligible O O O
flavor O O O
on O O O
its O O O
own. O O O
All O O O
the O O O
action O O O
is O O O
in O O O
the O O O
toppings. O O O
At O O O
Van B-EST B-EST O
Da, I-EST I-EST O
these O O O
include O O O
a O O O
spoonful O O O
of O O O
chopped O O O
scallions B-FOOD B-FOOD O
and O O O
the O O O
green B-FOOD B-FOOD O
oil I-FOOD I-FOOD O
in O O O
which O O O
they O O O
were O O O
sizzled, O O O
red O O O
rings O O O
of O O O
fresh O O O
Thai B-FOOD B-FOOD O
chile, I-FOOD I-FOOD O
some O O O
fish B-FOOD B-FOOD O
sauce, I-FOOD I-FOOD O
rehydrated B-FOOD B-FOOD O
dried I-FOOD I-FOOD O
shrimp I-FOOD I-FOOD O
and O O O
a O O O
flap O O O
of O O O
fried B-FOOD B-FOOD O
tofu I-FOOD I-FOOD O
skin, I-FOOD I-FOOD O
standing O O O
in O O O
for O O O
the O O O
pork B-FOOD B-FOOD O
rinds I-FOOD I-FOOD O
a O O O
banh B-FOOD B-FOOD O
beo I-FOOD I-FOOD O
vendor O O O
in O O O
Hue B-LOC B-LOC O
would O O O
use. O O O
The O O O
divot O O O
of O O O
rice B-FOOD B-FOOD O
cake I-FOOD I-FOOD O
is O O O
still O O O
warm, O O O
which O O O
helps O O O
the O O O
aromas O O O
drive O O O
their O O O
way O O O
into O O O
your O O O
head. O O O
It's O O O
over O O O
in O O O
a O O O
minute. O O O
If O O O
you're O O O
lucky, O O O
there O O O
will O O O
be O O O
another O O O
banh B-DISH B-FOOD O
beo I-DISH I-FOOD O
on O O O
the O O O
table O O O
so O O O
you O O O
can O O O
start O O O
over. O O O
Van B-EST B-EST O
Da I-EST I-EST O
joined O O O
the O O O
East B-LOC B-LOC O
Village's I-LOC I-LOC O
growing O O O
hub O O O
of O O O
interesting O O O
Vietnamese B-CUISINE B-CUISINE O
restaurants O O O
three O O O
months O O O
ago. O O O
Like O O O
Hanoi B-EST B-EST O
House I-EST I-EST O
, O O O
Madame B-EST B-EST O
Vo I-EST I-EST O
and O O O
Madame B-EST B-EST O
Vo I-EST I-EST O
BBQ I-EST I-EST O
, O O O
it O O O
is O O O
semitraditional O O O
and O O O
semimodern. O O O
Those O O O
two O O O
strains O O O
are O O O
embodied O O O
at O O O
Van B-EST B-EST O
Da I-EST I-EST O
by, O O O
respectively, O O O
Yen O O O
Ngo O O O
and O O O
Hannah O O O
Wong. O O O
Ms. O O O
Ngo, O O O
who O O O
owns O O O
the O O O
place, O O O
was O O O
raised O O O
in O O O
Dalat, B-LOC B-LOC O
Vietnam, I-LOC I-LOC O
and O O O
while O O O
she O O O
has O O O
worked O O O
in O O O
restaurants O O O
and O O O
catering O O O
in O O O
New B-LOC B-LOC O
York I-LOC I-LOC O
City I-LOC I-LOC O
for O O O
years, O O O
she O O O
has O O O
never O O O
had O O O
a O O O
chance O O O
before O O O
to O O O
show O O O
off O O O
the O O O
food O O O
of O O O
her O O O
childhood, O O O
like O O O
the O O O
banh B-FOOD B-FOOD O
beo I-FOOD I-FOOD O
steamed O O O
by O O O
her O O O
mother, O O O
who O O O
had O O O
grown O O O
up O O O
in O O O
Hue. B-LOC B-LOC O
Ms. O O O
Wong O O O
is O O O
the O O O
chef. O O O
Though O O O
she O O O
has O O O
cooked O O O
at O O O
Gramercy B-EST B-EST O
Tavern I-EST I-EST O
and O O O
Battersby B-EST B-EST O
, O O O
her O O O
background O O O
in O O O
the O O O
food O O O
of O O O
Vietnam B-LOC B-LOC O
before O O O
Van B-EST B-EST O
Da I-EST I-EST O
was O O O
more O O O
or O O O
less O O O
confined O O O
to O O O
the O O O
roughly O O O
two O O O
weeks O O O
she O O O
spent O O O
traveling O O O
there O O O
while O O O
living O O O
