-DOCSTART- -X- -X- -X-
   
Hanon, B-LOC O B-EST
a O O O
new O O O
udon B-TYPE O B-FOOD
shop I-TYPE O I-FOOD
in O O O
Williamsburg, B-LOC O B-LOC
Brooklyn, I-LOC O I-LOC
was O O O
produced O O O
by O O O
the O O O
union O O O
of O O O
a O O O
Tokyo B-LOC O B-LOC
video-production O O O
company O O O
and O O O
a O O O
Japanese O O O
manufacturer O O O
of O O O
unusually O O O
thin O O O
condoms. O O O
The O O O
condoms O O O
became O O O
the O O O
subject O O O
of O O O
a O O O
series O O O
of O O O
advertisements O O O
on O O O
which O O O
the O O O
production O O O
company O O O
worked; O O O
in O O O
one O O O
of O O O
them, O O O
called O O O
"Acts O O O
of O O O
Love," O O O
dancers O O O
in O O O
London B-LOC O B-LOC
re-enact, O O O
with O O O
surprising O O O
grace O O O
and O O O
dignity, O O O
the O O O
mating O O O
rituals O O O
of O O O
blue-footed O O O
boobies, O O O
fiddler O O O
crabs O O O
and O O O
other O O O
animals. O O O
Well, O O O
kids, O O O
when O O O
two O O O
companies O O O
like O O O
each O O O
other O O O
very O O O
much, O O O
sometimes O O O
they O O O
decide O O O
to O O O
create O O O
a O O O
new O O O
company O O O
together. O O O
That O O O
is O O O
what O O O
happened O O O
with O O O
the O O O
production O O O
firm O O O
and O O O
the O O O
prophylactics O O O
people O O O
when, O O O
for O O O
reasons O O O
that O O O
are O O O
perhaps O O O
best O O O
not O O O
to O O O
question, O O O
they O O O
hit O O O
upon O O O
the O O O
idea O O O
of O O O
expanding O O O
their O O O
product O O O
line O O O
from O O O
condoms O O O
into O O O
noodles. B-FOOD O B-FOOD
The O O O
restaurant O O O
lies O O O
across O O O
Union B-LOC O B-LOC
Avenue I-LOC O I-LOC
from O O O
Kellogg's B-EST O B-EST
Diner. I-EST O I-EST
Its O O O
door O O O
is O O O
marked O O O
during O O O
business O O O
hours O O O
by O O O
the O O O
fluttering O O O
white O O O
noren O O O
curtains. O O O
It O O O
is O O O
the O O O
second O O O
Hanon B-EST O B-EST
location. O O O
The O O O
first O O O
is O O O
about O O O
6,700 O O O
miles O O O
away, O O O
in O O O
the O O O
city O O O
of O O O
Kamakura, B-LOC O B-LOC
which O O O
lies O O O
south O O O
of O O O
Tokyo B-LOC O B-LOC
and O O O
is O O O
known O O O
for O O O
soba, B-FOOD O B-FOOD
not O O O
udon. B-FOOD O B-FOOD
This O O O
gave O O O
Hanon B-EST O B-EST
the O O O
advantage O O O
of O O O
not O O O
competing O O O
against O O O
any O O O
of O O O
Japan's B-LOC O B-LOC
established O O O
udon B-FOOD O B-FOOD
styles, O O O
leaving O O O
its O O O
chef, O O O
Takahiro O O O
Yanagisawa, O O O
free O O O
to O O O
come O O O
up O O O
with O O O
his O O O
own. O O O
Mr. O O O
Yanagisawa, O O O
who O O O
had O O O
spent O O O
25 O O O
years O O O
making O O O
sushi B-FOOD O B-FOOD
before O O I-FOOD
turning O O O
to O O O
noodles, B-FOOD O B-FOOD
focused O O O
his O O O
innovative O O O
urges O O O
on O O O
the O O O
dough. B-FOOD O B-FOOD
He O O O
began O O O
by O O O
adding O O O
wheat B-FOOD O O
germ I-FOOD O O
and O O O
bran B-FOOD O O
to O O O
the O O O
white B-FOOD O O
flour I-FOOD O O
that O O O
