-DOCSTART- -X- -X- -X-

The O O O
great O O O
Midtown O B-LOC B-LOC
shrines O O O
to O O O
French O B-CUISINE B-CUISINE
cuisine O O O
were O O O
mourned O O O
one O O O
by O O O
one O O O
as O O O
they O O O
went, O O O
often O O O
at O O O
length O O O
and O O O
in O O O
print. O O O
At O O O
the O O O
same O O O
time, O O O
another O O O
style O O O
of O O O
French O B-CUISINE B-CUISINE
restaurant O O O
was O O O
dying O O O
off, O O O
but O O O
generally O O O
without O O O
benefit O O O
of O O O
a O O O
full O O O
obituary. O O O
This O O O
was O O O
the O O O
small, O O O
discreet O O O
bistro O B-TYPE B-TYPE
with O O O
forehead-height O O O
curtains O O O
in O O O
the O O O
windows, O O O
Piaf O O O
on O O O
the O O O
speakers, O O O
snails O B-FOOD B-FOOD
on O O O
the O O O
menu, O O O
chips O O O
on O O O
the O O O
china. O O O
They O O O
could O O O
be O O O
found O O O
uptown O O O
or O O O
downtown, O O O
almost O O O
always O O O
on O O O
a O O O
side O O O
street. O O O
Unlike O O O
Le O B-EST B-EST
Pavillon, O I-EST I-EST
La O B-EST B-EST
Côte O I-EST I-EST
Basque O I-EST I-EST
and O O O
their O O O
ilk, O O O
and O O O
unlike O O O
Keith O O O
McNally's O O O
immersive O O O
brasserie O O O
sets O O O
, O O O
which O O O
came O O O
later, O O O
these O O O
bistros O B-TYPE B-TYPE
were O O O
rarely O O O
fashionable. O O O
They O O O
were O O O
filled O O O
with O O O
professors O O O
and O O O
psychotherapists, O O O
Paris O O O
Review O O O
readers O O O
and O O O
Film O O O
Society O O O
of O O O
Lincoln O O O
Center O O O
members. O O O
Occasionally O O O
a O O O
passer-by O O O
out O O O
walking O O O
the O O O
dog O O O
would O O O
stand O O O
on O O O
tiptoe O O O
to O O O
peer O O O
over O O O
the O O O
curtain, O O O
but O O O
paparazzi O O O
did O O O
not O O O
stake O O O
out O O O
the O O O
doors O O O
of O O O
these O O O
establishments. O O O
Individually, O O O
few O O O
were O O O
landmarks. O O O
Collectively, O O O
their O O O
quiet O O O
continental O O O
self-assurance, O O O
their O O O
indifference O O O
to O O O
the O O O
passage O O O
of O O O
time, O O O
not O O O
to O O O
mention O O O
their O O O
crèmes O B-FOOD B-FOOD
brûlées O I-FOOD I-FOOD
and O O O
blood O B-FOOD B-FOOD
sausages O I-FOOD I-FOOD
and O O O
Fleuries, O O B-FOOD
helped O O O
form O O O
the O O O
backdrop O O O
of O O O
the O O O
city. O O O
You O O O
always O O O
thought O O O
you'd O O O
have O O O
one O O O
within O O O
walking O O O
distance. O O O
Then, O O O
one O O O
day, O O O
you O O O
didn't. O O O
Bistro O B-EST B-EST
Pierre O I-EST I-EST
Lapin O I-EST I-EST
, O O O
which O O O
the O O O
chef O O O
and O O O
restaurateur O O O
Harold O O O
Moore O O O
opened O O O
last O O O
May O O O
in O O O
the O O O
West O B-LOC B-LOC
Village, O I-LOC I-LOC
is O O O
either O O O
a O O O
very O O O
late O O O
entry O O O
into O O O
the O O O
genre, O O O
or O O O
else O O O
a O O O
homage O O O
of O O O
impressive O O O
intensity. O O O
The O O O
dining O O O
room O O O
has O O O
the O O O
forehead-height O O O
curtains O O O
-- O O O
green O O O
gingham. O O O
It O O O
has O O O
Piaf O O O
on O O O
the O O O
playlist, O O O
and O O O
also O O O
Pink O O O
Martini's O O O
"Sympathique," O O O
which O O O
has O O O
become O O O
the O O O
"Vie O O O
en O O O
Rose" O O O
of O O O
the O O O
Spotify O O O
era, O O O
for O O O
better O O O
or O O O
worse. O O O
Pierre O O O
Lapin O O O
also O O O
throws O O O
in O O O
some O O O
frills O O O
that O O O
go O O O
beyond O O O
the O O O
basic O O O
formula. O O O
White O O O
tapers O O O
burn O O O
on O O O
every O O O
table, O O O
wall O O O
sconces O O O
throw O O O
off O O O
Cognac-colored O O O
light O O O
from O O O
behind O O O
lampshades O O O
the O O O
size O O O
of O O O
teacups, O O O
a O O O
