-DOCSTART- -X- -X- -X-
   
Part O O O
of O O O
the O O O
fun O O O
of O O O
eating O O O
at O O O
a O O O
pop-up O B-TYPE B-TYPE
is O O O
the O O O
thrill O O O
of O O O
invading O O O
a O O O
space O O O
after O O O
hours, O O O
like O O O
being O O O
locked O O O
in O O O
the O O O
museum O O O
at O O O
night O O O
with O O O
the O O O
whale O O O
and O O O
the O O O
diamonds. O O O
Another O O O
part O O O
is O O O
the O O O
sense O O O
of O O O
being O O O
in O O O
on O O O
a O O O
secret, O O O
eating O O O
at O O O
some O O O
place O O O
that O O O
doesn't O O O
have O O O
a O O O
Yelp O O O
entry O O O
and O O O
may O O O
not O O O
even O O O
have O O O
a O O O
name, O O O
while O O O
your O O O
friends O O O
are O O O
waiting O O O
in O O O
line O O O
at O O O
Roberta's O B-EST B-EST
. O O O
The O O O
mismatch O O O
between O O O
the O O O
borrowed O O O
space O O O
and O O O
the O O O
borrowers O O O
can O O O
send O O O
off O O O
sparks, O O O
too. O O O
Three O O O
years O O O
ago, O O O
when O O O
the O O O
Danish O O B-CUISINE
chef O O O
Bo O O O
Bech O O O
staged O O O
a O O O
one-night O O O
pop-up O B-TYPE B-TYPE
in O O O
the O O O
kitchen O O O
at O O O
Cosme O B-EST B-EST
in O O O
Manhattan, O B-LOC B-LOC
using O O O
ingredients O O O
he'd O O O
bought O O O
from O O O
farmers O O O
and O O O
shellfishers O O O
in O O O
Virginia O B-LOC B-LOC
the O O O
day O O O
before, O O O
his O O O
Mid-Atlantic-Nordic O B-CUISINE B-CUISINE
cooking O O O
stood O O O
out O O O
against O O O
the O O O
aromas O O O
of O O O
griddled O B-FOOD O
masa O I-FOOD B-FOOD
and O O O
roasted O B-FOOD B-FOOD
chiles. O I-FOOD I-FOOD
When O O O
a O O O
pop-up O B-TYPE B-TYPE
settles O O O
down O O O
into O O O
a O O O
space O O O
of O O O
its O O O
own, O O O
it O O O
loses O O O
those O O O
things. O O O
In O O O
their O O O
place, O O O
it O O O
takes O O O
on O O O
the O O O
extra O O O
weight O O O
of O O O
proprietorship. O O O
The O O O
owners O O O
have O O O
to O O O
make O O O
decisions O O O
that O O O
were O O O
previously O O O
made O O O
for O O O
them, O O O
and O O O
those O O O
decisions O O O
will O O O
start O O O
to O O O
define O O O
them. O O O
It's O O O
their O O O
paint O O O
color O O O
on O O O
the O O O
wall, O O O
their O O O
scented O O O
candles O O O
in O O O
the O O O
bathroom, O O O
their O O O
name O O O
on O O O
the O O O
door. O O O
This O O O
is O O O
the O O O
position O O O
in O O O
which O O O
we O O O
find O O O
the O O O
former O O O
pop-up O B-TYPE B-TYPE
Oxalis O B-EST B-EST
and O O O
its O O O
chef, O O O
Nico O O O
Russell, O O O
a O O O
veteran O O O
of O O O
Daniel O B-EST B-EST
, O O O
in O O O
New O B-LOC B-LOC
York, O I-LOC I-LOC
and O O O
Mirazur O B-EST B-EST
, O O O
on O O O
the O O O
French O B-LOC B-LOC
Riviera. O I-LOC I-LOC
Beginning O O O
in O O O
2016, O O O
Mr. O O O
Russell O O O
slalomed O O O
through O O O
a O O O
series O O O
of O O O
restaurants O O O
that O O O
would O O O
hand O O O
him O O O
the O O O
keys O O O
on O O O
off O O O
nights O O O
so O O O
he O O O
could O O O
cook O O O
tasting O O O
menus O O O
of O O O
10 O O O
courses O O O
or O O O
so. O O O
First O O O
he O O O
inhabited O O O
Fitzcarraldo O B-EST B-EST
, O O I-EST
an O O O
Italian O B-CUISINE B-CUISINE
restaurant O O O
whose O O O
combination O O O
of O O O
industrial, O O O
nautical, O O O
cinematic O O O
and O O O
Mediterranean O O B-CUISINE
elements O O O
has O O O
made O O O
it O O O
a O O O
frequent O O O
wedding O O O
site. O O O
Later O O O
he O O O
moved O O O
on O O O
to O O O
Egg O B-EST B-EST
, O O O
an O O O
austerely O O O
contemporary O O O
temple O O O
to O O O
breakfast O O O
which O O O
had O O O
begun O O O
its O O O
own O O O
life, O O O
more O O O
than O O O
a O O O
decade O O O
earlier, O O O
as O O O
a O O O
pop-up. O B-TYPE B-TYPE
He O O O
sold O O O
tickets O O O
to O O O
his O O O
Oxalis O B-EST B-EST
dinners, O O O
enough O O O
of O O O
them O O O
to O O O
get O O O
a O O O
few O O O
investors O O O
interested. O O O
With O O O
enough O O O
funding O O O
to O O O
take O O O
on O O O
a O O O
lease O O O
in O O O
Crown O B-LOC B-LOC
Heights, O I-LOC I-LOC
Oxalis O B-EST B-EST
opened O O O
in O O O
November O O O
in O O O
a O O O
former O O O
wine O B-TYPE B-TYPE
bar O I-TYPE I-TYPE
within O O O
sight O O O
of O O O
the O O O
Brooklyn O B-LOC O
Museum. O I-LOC O
Mr. O O O
Russell's O O O
vision O O O
for O O O
Oxalis O B-EST B-EST
is O O O
the O O O
one O O O
behind O O O
the O O O
bistronomie O O O
movement O O O
in O O O
France O B-LOC B-LOC
and O O O
its O O O
disciples O O O
abroad: O O O
carefully O O O
considered O O O
food O O O
served O O O
without O O O
the O O O
hoopla O O O
that O O O
drives O O O
up O O O
tabs. O O O
He O O O
slings O O O
a O O O
lot O O O
of O O O
vegetables O B-FOOD O
in O O O
Oxalis's O B-EST B-EST
four- O O O
to O O O
six-course O O O
set O O O
menus, O O O
and O O O
it's O O O
one O O O
sign O O O
of O O O
his O O O
skill O O O
that O O O
this O O O
doesn't O O O
come O O O
across O O O
as O O O
a O O O
cost-cutting O O O
measure O O O
even O O O
though O O O
it O O O
must O O O
be, O O O
at O O O
least O O O
in O O O
part O O O
-- O O O
dinner O O O
is O O O
an O O O
extremely O O O
reasonable O O O
$60. O O O
Both O O O
the O O O
price O O O
and O O O
the O O O
understated O O O
cooking O O O
style O O O
reminded O O O
me O O O
of O O O
Contra O B-EST B-EST
, O O O
which O O O
opened O O O
with O O O
a O O O
five-course, O O O
$55 O O O
menu. O O O
The O O O
last O O O
time O O O
I O O O
went O O O
I O O O
ate O O O
a O O O
dish O O O
built O O O
around O O O
spaghetti-like O B-FOOD O
strands O O O
of O O O
rutabaga O B-FOOD B-FOOD
under O O O
a O O O
warm O O O
snowdrift O O O
of O O O
whipped O B-FOOD B-FOOD
Alpine O I-FOOD I-FOOD
fontina. O I-FOOD I-FOOD
These O O O
two O O O
mild-tasting O O O
ingredients O O O
were O O O
set O O O
in O O O
motion O O O
by O O O
the O O O
force O O O
of O O O
a O O O
third, O O O
a O O O
dark O O O
and O O O
focused O O O
coffee-and-chicory O B-FOOD B-FOOD
cream O I-FOOD I-FOOD
sauce. O I-FOOD I-FOOD
This O O O
was O O O
a O O O
rutabaga O B-FOOD B-FOOD
that O O O
made O O O
me O O O
smile. O O O
Granted, O O O
I O O O
probably O O O
like O O O
rutabaga O B-FOOD B-FOOD
more O O O
than O O O
the O O O
average O O O
person, O O O
but O O O
I O O O
suspect O O O
that O O O
exposure O O O
to O O O
the O O O
rutabaga O B-FOOD B-FOOD
at O O O
Oxalis O B-EST B-EST
would O O O
make O O O
the O O O
average O O O
person O O O
realize O O O
that O O O
I'm O O O
right. O O O
Meals O O O
begin O O O
with O O O
a O O O
couple O O O
of O O O
bite-size O O O
snacks, O O O
one O O O
of O O O
which O O O
tends O O O
to O O O
be O O O
a O O O
crisp O O B-FOOD
potato O B-DISH I-FOOD
cake O I-DISH I-FOOD
dusted O O O
with O O O
bay-leaf O B-FOOD O
powder O I-FOOD O
and O O O
topped O O O
with O O O
a O O O
chip O O O
of O O O
nori. O B-FOOD B-FOOD
It O O O
looks O O O
harmless O O O
enough, O O O
but O O O
can O O O
produce O O O
powerful O O O
emotions, O O O
which O O O
are O O O
easier O O O
to O O O
understand O O O
once O O O
you O O O
know O O O
that O O O
the O O O
potatoes O B-FOOD B-FOOD
are O O O
stewed O O O
in O O O
duck O B-FOOD B-FOOD
fat O I-FOOD I-FOOD
and O O O
then O O O
deep-fried. O O O
The O O O
other O O O
snack O O O
might O O O
be O O O
some O O O
lightly O O O
dehydrated O B-DISH B-FOOD
beets O I-DISH I-FOOD
brushed O O O
with O O O
marjoram-infused O B-FOOD B-FOOD
cream, O I-FOOD I-FOOD
or O O O
tiny O O O
grilled O B-DISH B-FOOD
carrots O I-DISH I-FOOD
that O O O
you O O O
dip O O O
in O O O
chamomile O B-FOOD B-FOOD
sabayon. O I-FOOD I-FOOD
(This O O O
is O O O
one O O O
of O O O
the O O O
dishes O O O
that O O O
suggests O O O
the O O O
long O O O
shadow O O O
of O O O
Noma O B-EST B-EST
, O O O
which O O O
in O O O
its O O O
early O O O
days O O O
famously O O O
matched O O O
aged O B-FOOD B-FOOD
carrots O I-FOOD I-FOOD
with O O O
chamomile.) O B-FOOD B-FOOD
The O O O
price O O O
seems O O O
meant O O O
to O O O
encourage O O O
frequent O O O
visits, O O O
but O O O
if O O O
you O O O
return O O O
often O O O
you O O O
may O O O
experience O O O
déjà O O O
vu. O O O
At O O O
meals O O O
in O O O
December, O O O
January O O O
and O O O
February, O O O
I O O O
was O O O
always O O O
served O O O
some O O O
variation O O O
on O O O
raw O B-FOOD B-FOOD
sea O I-FOOD I-FOOD
scallops O I-FOOD I-FOOD
with O O O
daikon O B-FOOD B-FOOD
and O O O
apple O B-FOOD B-FOOD
and O O O
some O O O
version O O O
of O O O
duck O B-FOOD B-FOOD
breast, O I-FOOD I-FOOD
sweet O B-FOOD B-FOOD
potato O I-FOOD I-FOOD
and O O O
yogurt. O B-FOOD B-FOOD
The O O O
portions O O O
in O O O
both O O O
cases O O O
were O O O
restrained O O O
but O O O
the O O O
flavors O O O
were O O O
outsize. O O O
The O O O
scallops O B-FOOD B-FOOD
were O O O
cured O O O
in O O O
miso O B-FOOD B-FOOD
