-DOCSTART- -X- -X- -X-
   
Over O O O
the O O O
years, O O O
I O O O
have O O O
eaten O O O
many O O O
bowls O O O
of O O O
pasta O B-DISH B-FOOD
with O I-DISH O
clams O I-DISH B-FOOD
that O O O
have O O O
been O O O
rewired O O O
by O O O
a O O O
chef O O O
who O O O
was O O O
trying O O O
to O O O
stand O O O
out. O O O
But O O O
I O O O
had O O O
not O O O
come O O O
across O O O
one O O O
that O O O
made O O O
as O O O
much O O O
sense O O O
to O O O
me O O O
as O O O
the O O O
big, O O O
sloshing O O O
platters O O O
you O O O
get O O O
at O O O
old-line O O O
Italian-American O B-CUISINE B-CUISINE
clam O B-TYPE B-TYPE
bars O I-TYPE I-TYPE
like O O O
Randazzo's O B-EST B-EST
until O O O
tripping O O O
into O O O
a O O O
new O O O
Greenwich O B-LOC B-LOC
Village O I-LOC I-LOC
restaurant O O O
called O O O
Babs O B-EST B-EST
this O O O
summer. O O O
Mind O O O
you, O O O
virtually O O O
the O O O
only O O O
Italian O B-CUISINE B-CUISINE
thing O O O
about O O O
the O O O
tagliatelle O B-DISH B-DISH
with O I-DISH I-DISH
clams O I-DISH I-DISH
at O O O
Babs O B-EST B-EST
was O O O
the O O O
tagliatelle. O B-FOOD B-FOOD
The O O O
sauce O B-FOOD O
was O O O
a O O O
mustard O B-FOOD B-FOOD
beurre O I-FOOD I-FOOD
blanc, O I-FOOD I-FOOD
one O O O
of O O O
those O O O
French O B-CUISINE B-CUISINE
sauces O B-FOOD O
that O O O
all O O O
culinary-school O O O
students O O O
are O O O
supposed O O O
to O O O
be O O O
able O O O
to O O O
make O O O
in O O O
their O O O
sleep. O O O
Mustard O B-FOOD B-FOOD
beurre O I-FOOD I-FOOD
blanc O I-FOOD I-FOOD
is O O O
often O O O
found O O O
providing O O O
a O O O
decorous O O O
yellow O O O
veil O O O
over O O O
a O O O
chicken O B-FOOD B-FOOD
breast O I-FOOD I-FOOD
or O O O
salmon O B-FOOD B-FOOD
fillet. O I-FOOD I-FOOD
It O O O
is O O O
not O O O
normally O O O
poured O O O
over O O O
noodles. O B-FOOD B-FOOD
But, O O O
tossed O O O
with O O O
salty O O O
French O B-FOOD B-FOOD
ham O I-FOOD I-FOOD
and O O O
Manila O O O
clams O O O
smaller O O O
than O O O
a O O O
thumbprint, O O O
it O O O
made O O O
a O O O
strangely O O O
exciting O O O
bowl O O O
of O O O
pasta O O O
that O O O
was O O O
much O O O
more O O O
coherent O O O
than O O O
it O O O
sounds. O O O
Once O O O
I O O O
got O O O
to O O O
know O O O
Babs O O O
better, O O O
I O O O
understood O O O
that O O O
strange O O O
excitement O O O
is O O O
what O O O
it O O O
does O O O
best. O O O
Its O O O
chef, O O O
Efrén O O O
Hernández, O O O
has O O O
talked O O O
about O O O
Babs O O O
as O O O
a O O O
European O O O
grill, O O O
and O O O
many O O O
of O O O
the O O O
dishes O O O
are O O O
seared O O O
over O O O
hot O O O
charcoal, O O O
but O O O
he O O O
has O O O
a O O O
wider O O O
frame O O O
of O O O
reference O O O
than O O O
that. O O O
He O O O
was O O O
raised O O O
in O O O
Southern O O O
California O O O
by O O O
immigrants O O O
from O O O
Mexico, O O O
and O O O
Mexican O O O
cuisine O O O
runs O O O
through O O O
his O O O
menu O O O
like O O O
an O O O
underground O O O
stream O O O
that O O O
sometimes O O O
gurgles O O O
up O O O
to O O O
the O O O
surface. O O O
Mr. O O O
Hernández O O O
is O O O
not O O O
particularly O O O
interested O O O
in O O O
fusion, O O O
though; O O O
as O O O
far O O O
as O O O
I O O O
can O O O
tell, O O O
he O O O
likes O O O
rubbing O O O
cultures O O O
together O O O
to O O O
see O O O
what O O O
color O O O
the O O O
sparks O O O
will O O O
be. O O O
See, O O O
for O O O
example, O O O
what O O O
the O O O
menu O O O
calls O O O
divorced O O O
sea O O O
bream, O O O
a O O O
handsome O O O
dish O O O
that O O O
would O O O
be O O O
splashed O O O
around O O O
Instagram O O O
even O O O
more O O O
frequently O O O
than O O O
it O O O
already O O O
is O O O
if O O O
the O O O
dining O O O
tables O O O
were O O O
lighted O O O
by O O O
ceiling O O O
pinspots O O O
rather O O O
than O O O
disco-era O O O
chrome O O O
globes O O O
that O O O
look O O O
as O O O
if O O O
they O O O
were O O O
salvaged O O O
from O O O
Regine's O O O
. O O O
The O O O
bream O O O
is O O O
split, O O O
and O O O
one O O O
side O O O
brushed O O O
with O O O
a O O O
red O O O
sauce O O O
and O O O
the O O O
other O O O
with O O O
a O O O
green O O O
sauce, O O O
before O O O
it O O O
is O O O
grilled O O O
over O O O
charcoal. O O O
The O O O
dish O O O
is O O O
an O O O
allusion O O O
to O O O
the O O O
two-tone O O O
pescado O O O
a O O O
la O O O
talla O O O
served O O O
at O O O
Contramar O O O
in O O O
Mexico O O O
City, O O O
itself O O O
derived O O O
from O O O
huevos O O O
divorciados, O O O
a O O O
breakfast O O O
of O O O
two O O O
fried O O O
eggs O O O
beneath O O O
two O O O
contrasting O O O
salsas. O O O
In O O O
Mr. O O O
Hernández's O O O
kitchen, O O O
though, O O O
the O O O
red O O O
adobo O O O
at O O O
Contramar O O O
is O O O
replaced O O O
by O O O
a O O O
Catalan O O O
romesco, O O O
and O O O
the O O O
parsley O O O
salsa O O O
becomes O O O
a O O O
French O O O
pistou. O O O
But O O O
surely O O O
the O O O
tortilla O O O
on O O O
its O O O
own O O O
plate O O O
off O O O
to O O O
one O O O
side O O O
brings O O O
it O O O
back O O O
to O O O
Mexico? O O O
Not O O O
so O O O
fast. O O O
According O O O
to O O O
the O O O
menu, O O O
it O O O
is O O O
a O O O
taloa, O O O
a O O O
Basque O O O
cornmeal O O O
cake O O O
that O O O
cooks O O O
from O O O
Bayonne O O O
to O O O
Bilbao O O O
have O O O
been O O O
griddling O O O
for O O O
centuries. O O O
The O O O
taloa O O O
at O O O
Babs O O O
is O O O
tender, O O O
smooth O O O
and O O O
floral. O O O
Mr. O O O
Hernández O O O
has O O O
been O O O
cooking O O O
at O O O
Babs O O O
since O O O
it O O O
opened O O O
in O O O
July. O O O
He O O O
is O O O
also O O O
the O O O
chef O O O
at O O O
Mimi O O O
, O O O
a O O O
French O O O
restaurant O O O
a O O O
block O O O
away O O O
that O O O
is O O O
owned O O O
by O O O
the O O O
same O O O
people O O O
(Daniel O O O
Bennett, O O O
his O O O
brother O O O
Evan, O O O
and O O O
Louis O O O
Levy; O O O
they O O O
named O O O
Babs O O O
and O O O
Mimi O O O
after O O O
their O O O
grandmothers.) O O O
I O O O
haven't O O O
been O O O
back O O O
to O O O
Mimi O O O
since O O O
Liz O O O
Johnson O O O
was O O O
the O O O
chef O O O
. O O O
She O O O
was O O O
aiming O O O
for O O O
a O O O
style O O O
that O O O
was O O O
at O O O
once O O O
brawny O O O
and O O O
lavish, O O O
and O O O
since O O O
taking O O O
over O O O
last O O O
year O O O
Mr. O O O
Hernández O O O
has O O O
seemed O O O
to O O O
continue O O O
in O O O
that O O O
vein O O O
while O O O
bringing O O O
his O O O
far-ranging O O O
curiosity O O O
to O O O
bear. O O O
As O O O
they O O O
did O O O
at O O O
Mimi, O O O
the O O O
owners O O O
have O O O
planted O O O
a O O O
small O O O
curved O O O
bar O O O
right O O O
by O O O
the O O O
door O O O
at O O O
Babs. O O O
The O O O
cocktails O O O
stirred O O O
and O O O
shaken O O O
there O O O
are O O O
mostly O O O
recognizable O O O
relatives O O O
of O O O
classics, O O O
like O O O
a O O O
martini O O O
made O O O
with O O O
two O O O
brands O O O
of O O O
gin. O O O
There's O O O
something O O O
charmingly O O O
self-deprecating O O O
about O O O
a O O O
cocktail O O O
list O O O
that O O O
includes O O O
Mount O O O
Gay O O O
and O O O
tonic, O O O
which O O O
seasoned O O O
barflies O O O
know O O O
as O O O
one O O O
of O O O
the O O O
drinks O O O
you O O O
can O O O
safely O O O
order O O O
in O O O
dives O O O
that O O O
don't O O O
do O O O
anything O O O
else O O O
right. O O O
The O O O
wine O O O
list, O O O
meanwhile, O O O
is O O O
mostly O O O
French O O O
and O O O
sticks O O O
to O O O
the O O O
old O O O
guard; O O O
you O O O
can O O O
tell O O O
it's O O O
not O O O
trying O O O
especially O O O
hard O O O
to O O O
be O O O
cool O O O
by O O O
the O O O
way O O O
it O O O
has O O O
just O O O
one O O O
orange O O O
wine, O O O
lumped O O O
in O O O
with O O O
the O O O
sparkling O O O
wines. O O O
Only O O O
the O O O
wine O O O
geeks O O O
will O O O
wish O O O
for O O O
more, O O O
but O O O
the O O O
rest O O O
of O O O
us O O O
might O O O
wish O O O
there O O O
were O O O
as O O O
many O O O
bottles O O O
costing O O O
around O O O
$50 O O O
as O O O
there O O O
are O O O
in O O O
the O O O
$90 O O O
range. O O O
The O O O
numbers O O O
on O O O
the O O O
menu O O O
can O O O
sneak O O O
up O O O
on O O O
you, O O O
too. O O O
My O O O
$48 O O O
lobster O O O
was O O O
a O O O
small O O O
creature O O O
that O O O
couldn't O O O
have O O O
weighed O O O
much O O O
more O O O
than O O O
a O O O
pound. O O O
The O O O
server O O O
brightly O O O
suggested O O O
dunking O O O
its O O O
tomalley O O O
into O O O
the O O O
smoked O O O
potato O O O
purée, O O O
and O O O
I O O O
would O O O
have O O O
tried O O O
it O O O
if O O O
I O O O
had O O O
found O O O
any O O O
tomalley. O O O
And O O O
while O O O
I O O O
can O O O
imagine O O O
happily O O O
paying O O O
$36 O O O
for O O O
Babs's O O O
lamb O O O
chops, O O O
I'd O O O
want O O O
them O O O
to O O O
be O O O
served O O O
with O O O
something O O O
more O O O
compelling O O O
than O O O
the O O O
cold, O O O
underseasoned O O O
"Basque O O O
potato O O O
salad" O O O
into O O O
which O O O
some O O O
baby O O O
sardines O O O
had O O O
apparently O O O
disappeared O O O
without O O O
a O O O
trace. O O O
But O O O
there O O O
is O O O
nothing O O O
wrong O O O
with O O O
the O O O
charcoal-grilled O O O
swordfish O O O
with O O O
mint O O O
salsa O O O
verde, O O O
fennel O O O
and O O O
green O O O
olives, O O O
and O O O
if O O O
you O O O
ordered O O O
the O O O
chicken O O O
andouille O O O
this O O O
summer O O O
you O O O
found O O O
Mr. O O O
Hernández O O O
knocking O O O
cuisines O O O
together O O O
again, O O O
this O O O
time O O O
with O O O
a O O O
corn-and-chanterelles O O O
risotto O O O
under O O O
a O O O
slow-burning O O O
splash O O O
of O O O
Calabrian O O O
chile O O O
oil. O O O
He O O O
shows O O O
how O O O
well O O O
he O O O
can O O O
work O O O
in O O O
small O O O
strokes O O O
with O O O
a O O O
layered O O O
appetizer O O O
of O O O
raw O O O
sea O O O
scallops, O O O
sweet O O O
potato O O O
purée O O O
and O O O
trout O O O
roe, O O O
seasoned O O O
with O O O
a O O O
briny O O O
and O O O
fascinating O O O
salsa O O O
of O O O
chopped O O O
cucumbers, O O O
seaweed O O O
and O O O
fermented O O O
serrano O O O
chiles; O O O
or O O O
the O O O
fried O O O
cod O O O
cheeks, O O O
tender O O O
and O O O
crunchy O O O
over O O O
an O O O
orange O O O
slick O O O
of O O O
romesco O O O
aioli. O O O
Mr. O O O
Hernández's O O O
imagination O O O
fights O O O
against O O O
predictability. O O O
A O O O
crab O O O
salad, O O O
for O O O
instance, O O O
doesn't O O O
need O O O
to O O O
be O O O
interesting O O O
if O O O
it O O O
is O O O
fresh, O O O
but O O O
the O O O
one O O O
at O O O
Babs O O O
is O O O
both. O O O
It's O O O
seasoned O O O
with O O O
a O O O
gribiche O O O
that's O O O
full O O O
of O O O
chopped O O O
fresh O O O
dill, O O O
and O O O
then O O O
it's O O O
piled O O O
up O O O
in O O O
a O O O
big O O O
beehive O O O
on O O O
top O O O
of O O O
a O O O
smoked O O O
potato O O O
pancake. O O O
Like O O O
many O O O
small O O O
restaurants O O O
these O O O
days, O O O
Babs O O O
doesn't O O O
offer O O O
many O O O
desserts, O O O
but O O O
the O O O
ones O O O
it O O O
does O O O
are O O O
far O O O
more O O O
intriguing O O O
than O O O
average. O O O
A O O O
fine O O O
apple O O O
galette O O O
is O O O
improved O O O
by O O O
a O O O
grating O O O
of O O O
Swiss-style O O O
cheese O O O
from O O O
Edelweiss O O O
Creamery O O O
in O O O
Wisconsin O O O
and O O O
by O O O
a O O O
drizzle O O O
of O O O
20-year-old O O O
Pedro O O O
Ximénez O O O
sherry, O O O
thick O O O
as O O O
syrup O O O
and O O O
tasting O O O
like O O O
chocolate O O O
and O O O
coffee. O O O
Why O O O
sherry O O O
with O O O
Swiss O O O
cheese? O O O
I O O O
don't O O O
know, O O O
but O O O
Mr. O O O
Hernández O O O
does. O O O
Follow O O O
NYT O O O
Food O O O
on O O O
Twitter O O O
and O O O
NYT O O O
Cooking O O O
on O O O
Instagram O O O
, O O O
Facebook O O O
, O O O
YouTube O O O
and O O O
Pinterest O O O
. O O O
Get O O O
regular O O O
updates O O O
from O O O
NYT O O O
Cooking, O O O
with O O O
recipe O O O
suggestions, O O O
cooking O O O
tips O O O
and O O O
shopping O O O
advice O O O
. O O O
   
   
