-DOCSTART- -X- -X- -X-

More O O O
than O O O
a O O O
year O O O
ago, O O O
I O O O
was O O O
on O O O
the O O O
verge O O O
of O O O
reviewing O O O
Del B-EST O B-EST
Posto I-EST O I-EST
when O O O
the O O O
news O O O
intervened. O O O
The O O O
restaurant O O O
had O O O
changed O O O
significantly O O O
since O O O
the O O O
last O O O
time O O O
it O O O
had O O O
been O O O
evaluated O O O
by O O O
a O O O
Times O O O
critic: O O O
Sam O O O
Sifton O O O
promoted O O O
it O O O
from O O O
three O O O
stars O O O
to O O O
four O O O
in O O O
2010, O O O
when O O O
Mark O O O
Ladner O O O
was O O O
the O O O
executive O O O
chef O O O
and O O O
Brooks O O O
Headley O O O
was O O O
running O O O
the O O O
pastry O O O
kitchen. O O O
First, O O O
Mr. O O O
Headley O O O
had O O O
quit O O O
this O O O
stately, O O O
expensive O O O
Italian B-CUISINE O B-CUISINE
restaurant O O O
in O O O
Chelsea B-LOC O B-LOC
so O O O
he O O O
could O O O
sell O O O
fast, O O O
cheap O O O
vegetarian B-DIET O B-DIET
burgers B-FOOD O B-FOOD
. O O O
Next, O O O
Del B-EST O B-EST
Posto I-EST O I-EST
had O O O
spent O O O
about O O O
$1 O O O
million O O O
on O O O
crystal O O O
candle O O O
vases, O O O
white O O O
leather O O O
chairs O O O
and O O O
other O O O
luxurious O O O
fittings O O O
that O O O
made O O O
it O O O
even O O O
more O O O
stately O O O
and O O O
expensive. O O O
Finally, O O O
Mr. O O O
Ladner O O O
had O O O
left O O O
to O O O
sell O O O
fast, O O O
cheap O O O
pasta. B-FOOD O B-FOOD
A O O O
fresh O O O
review O O O
was O O O
clearly O O O
in O O O
order. O O O
Before O O O
I O O O
could O O O
write O O O
it, O O O
though, O O O
a O O O
number O O O
of O O O
women O O O
who O O O
had O O O
worked O O O
for O O O
Mario O O O
Batali, O O O
one O O O
of O O O
the O O O
owners, O O O
started O O O
talking O O O
about O O O
the O O O
sexual O O O
harassment O O O
and O O O
abuse O O O
that O O O
they O O O
say O O O
he O O O
had O O O
doled O O O
out. O O O
Suddenly O O O
there O O O
seemed O O O
to O O O
be O O O
more O O O
important O O O
questions O O O
than O O O
whether O O O
the O O O
braised-rabbit O O O
agnolotti O O O
were O O O
cooked O O O
al O O O
dente. O O O
Negotiations O O O
took O O O
more O O O
than O O O
a O O O
year, O O O
but O O O
Mr. O O O
Batali O O O
no O O O
longer O O O
profits O O O
from O O O
Del O O O
Posto, O O O
having O O O
sold O O O
his O O O
stake O O O
in O O O
March O O O
to O O O
a O O O
group O O O
led O O O
by O O O
his O O O
former O O O
partner, O O O
Joe O O O
Bastianich O O O
. O O O
Employees O O O
have O O O
said O O O
that O O O
Mr. O O O
Bastianich O O O
himself O O O
helped, O O O
at O O O
a O O O
minimum, O O O
to O O O
build O O O
the O O O
sexist O O O
and O O O
disrespectful O O O
environment O O O
in O O O
which O O O
Mr. O O O
Batali O O O
operated. O O O
Mr. O O O
Bastianich O O O
has O O O
apologized, O O O
saying O O O
that O O O
he O O O
had O O O
heard O O O
Mr. O O O
Batali O O O
speak O O O
inappropriately O O O
to O O O
employees, O O O
and O O O
that O O O
he O O O
should O O O
have O O O
done O O O
more O O O
to O O O
stop O O O
the O O O
sexual O O O
harassment. O O O
Some O O O
diners O O O
will O O O
stay O O O
away, O O O
feeling O O O
that O O O
Mr. O O O
Bastianich O O O
has O O O
not O O O
sufficiently O O O
atoned. O O O
I O O O
understand O O O
this, O O O
but O O O
I O O O
am O O O
also O O O
interested O O O
in O O O
the O O O
way O O O
employees O O O
may O O O
be O O O
treated O O O
at O O O
the O O O
restaurant O O O
now O O O
and O O O
in O O O
the O O O
future. O O O
Here, O O O
there O O O
is O O O
reason O O O
to O O O
hope. O O O
Among O O O
other O O O
human-resources O O O
reforms, O O O
employees O O O
can O O O
now O O O
report O O O
complaints O O O
about O O O
owners O O O
or O O O
corporate O O O
officers O O O
to O O O
an O O O
independent O O O
investigative O O O
firm O O O
with O O O
the O O O
power O O O
to O O O
refer O O O
cases O O O
to O O O
outside O O O
counsel. O O O
As O O O
part O O O
of O O O
the O O O
restructuring, O O O
Melissa O O O
Rodriguez, O O O
who O O O
has O O O
been O O O
the O O O
executive O O O
chef O O O
of O O O
Del O O O
Posto O O O
since O O O
2017, O O O
was O O O
made O O O
a O O O
partner O O O
in O O O
the O O O
restaurant, O O O
along O O O
with O O O
Jeff O O O
Katz, O O O
now O O O
the O O O
managing O O O
partner. O O O
A O O O
new O O O
pastry O O O
chef, O O O
Georgia O O O
Wodder, O O O
was O O O
appointed O O O
last O O O
spring. O O O
Del O O O
Posto O O O
is, O O O
with O O O
the O O O
possible O O O
exception O O O
of O O O
Aquavit O O O
, O O O
the O O O
grandest O O O
and O O O
most O O O
expensive O O O
restaurant O O O
in O O O
New O O O
York O O O
where O O O
women O O O
are O O O
in O O O
charge O O O
of O O O
everything O O O
you O O O
eat, O O O
starting O O O
with O O O
the O O O
miniature O O O
saffron O O O
waffle O O O
rolled O O O
like O O O
a O O O
cannoli O O O
and O O O
stuffed O O O
at O O O
one O O O
tiny O O O
end O O O
with O O O
taleggio O O O
and O O O
at O O O
the O O O
other O O O
with O O O
fennel O O O
pesto, O O O
and O O O
ending O O O
with O O O
the O O O
prosecco O O O
marshmallow O O O
tucked O O O
into O O O
the O O O
wooden O O O
drawer O O O
of O O O
a O O O
custom-made O O O
cheese O O O
grater. O O O
The O O O
cooking O O O
is O O O
more O O O
subdued O O O
now. O O O
The O O O
kitchen O O O
is O O O
not O O O
seen O O O
as O O O
a O O O
beacon O O O
of O O O
innovation O O O
the O O O
way O O O
it O O O
used O O O
to O O O
be, O O O
perhaps O O O
because O O O
Ms. O O O
Rodriguez O O O
is O O O
less O O O
interested O O O
than O O O
Mr. O O O
Ladner O O O
was O O O
in O O O
feats O O O
of O O O
technical O O O
derring-do O O O
like O O O
100-layer O O O
lasagnas O O O
. O O O
She O O O
gets O O O
her O O O
effects O O O
by O O O
following O O O
old O O O
Italian O O O
templates O O O
and O O O
putting O O O
them O O O
together O O O
so O O O
elegantly O O O
that O O O
they O O O
seem O O O
to O O O
light O O O
up O O O
from O O O
inside. O O O
There's O O O
an O O O
honesty O O O
to O O O
her O O O
approach O O O
-- O O O
she O O O
doesn't O O O
try O O O
to O O O
shoot O O O
out O O O
all O O O
the O O O
lights O O O
by O O O
supercharging O O O
dishes O O O
with O O O
fat O O O
-- O O O
but O O O
it's O O O
not O O O
the O O O
kind O O O
of O O O
peasant O O O
simplicity O O O
people O O O
usually O O O
mean O O O
when O O O
they O O O
talk O O O
about O O O
honesty O O O
in O O O
Italian O O O
food. O O O
It's O O O
a O O O
sophisticated O O O
honesty. O O O
You O O O
know O O O
chicken O O O
cacciatore, O O O
of O O O
course. O O O
Ms. O O O
Rodriguez's O O O
version O O O
is O O O
made O O O
from O O O
guinea O O O
hen O O O
breast, O O O
roasted O O O
until O O O
the O O O
skin O O O
crackles O O O
like O O O
parchment. O O O
What O O O
would O O O
be O O O
the O O O
body O O O
of O O O
the O O O
stew O O O
is O O O
now O O O
a O O O
sauce; O O O
the O O O
tomato, O O O
celery O O O
and O O O
onion O O O
in O O O
it O O O
come O O O
through O O O
distinctly. O O O
Occupying O O O
a O O O
little O O O
sidecar O O O
is O O O
a O O O
pressed O O O
puck O O O
of O O O
braised O O O
leg O O O
meat O O O
under O O O
a O O O
single, O O O
Roman-style O O O
gnocco, O O O
a O O O
small O O O
featherbed O O O
of O O O
semolina O O O
held O O O
together O O O
by O O O
eggs, O O O
milk O O O
and O O O
cheese. O O O
One O O O
side O O O
has O O O
been O O O
broiled O O O
so O O O
hard O O O
it O O O
is O O O
nearly O O O
burned, O O O
which O O O
seems O O O
like O O O
a O O O
mistake O O O
at O O O
first, O O O
but O O O
turns O O O
out O O O
to O O O
supply O O O
the O O O
bit O O O
of O O O
campfire O O O
that O O O
this O O O
hunter's O O O
stew O O O
needs. O O O
It O O O
has O O O
to O O O
be O O O
far O O O
more O O O
complicated O O O
to O O O
prepare O O O
than O O O
the O O O
cacciatore O O O
at O O O
your O O O
neighborhood O O O
Italian O O O
restaurant, O O O
but O O O
it O O O
seems O O O
simpler, O O O
pared O O O
to O O O
essentials, O O O
and O O O
wonderful O O O
in O O O
every O O O
bite. O O O
I've O O O
never O O O
seen O O O
anyone O O O
wring O O O
as O O O
much O O O
flavor O O O
out O O O
of O O O
salsify O O O
as O O O
Ms. O O O
Rodriguez O O O
does. O O O
Sliced O O O
transparently O O O
thin O O O
and O O O
fried, O O O
it O O O
makes O O O
crunchy O O O
brown O O O
chips O O O
about O O O
half O O O
the O O O
size O O O
of O O O
an O O O
M&M. O O O
These O O O
decorate O O O
the O O O
top O O O
of O O O
a O O O
grilled-salsify O O O
pudding O O O
that O O O
has O O O
the O O O
refreshing O O O
bittersweetness O O O
of O O O
one O O O
of O O O
those O O O
plant-based O O O
Italian O O O
aperitifs. O O O
If O O O
it O O O
were O O O
not O O O
garnished O O O
with O O O
streaky O O O
leaves O O O
of O O O
radicchio, O O O
it O O O
could O O O
pass O O O
for O O O
a O O O
dessert. O O O
The O O O
menu O O O
structure O O O
has O O O
not O O O
changed, O O O
although O O O
the O O O
prices O O O
have. O O O
Everything O O O
can O O O
be O O O
had O O O
à O O O
la O O O
carte. O O O
Lunch O O O
is O O O
still O O O
a O O O
relative O O O
bargain, O O O
though O O O
the O O O
price O O O
has O O O
shimmied O O O
up O O O
to O O O
$59 O O O
for O O O
three O O O
courses. O O O
For O O O
a O O O
blowout O O O
$194 O O O
dinner, O O O
the O O O
Captain's O O O
Menu O O O
yields O O O
eight O O O
courses O O O
or O O O
so. O O O
Most O O O
people, O O O
however, O O O
go O O O
with O O O
the O O O
$164, O O O
five-course O O O
Menu O O O
del O O O
Posto. O O O
The O O O
primary O O O
argument O O O
in O O O
favor O O O
of O O O
this O O O
strategy O O O
is, O O O
to O O O
me, O O O
an O O O
overwhelming O O O
one: O O O
Two O O O
of O O O
those O O O
five O O O
courses O O O
are O O O
pasta. O O O
Del O O O
Posto's O O O
pastas O O O
are O O O
worth O O O
doubling O O O
up O O O
on. O O O
They O O O
can O O O
come O O O
in O O O
many O O O
forms. O O O
Delicate O O O
conical O O O
tortellini O O O
have O O O
hidden O O O
pockets O O O
of O O O
nettles O O O
and O O O
spring O O O
peas; O O O
they O O O
are O O O
half-submerged O O O
in O O O
a O O O
light O O O
spring-vegetable O O O
brodo O O O
in O O O
which O O O
Parmigiano-Reggiano O O O
