-DOCSTART- -X- -X- -X-
   
Looking O O O
around O O O
Haenyeo's B-EST O B-EST
dining O O O
room O O O
one O O O
night O O O
in O O O
early O O O
March, O O O
I O O O
thought O O O
maybe O O O
Jenny O O O
Kwak's O O O
time O O O
has O O O
finally O O O
come. O O O
Her O O O
third O O O
restaurant, O O O
Haenyeo B-EST O B-EST
was O O O
about O O O
three O O O
months O O O
old O O O
and O O O
already O O O
filled O O O
with O O O
people O O O
who O O O
looked O O O
as O O O
if O O O
they'd O O O
been O O O
going O O O
there O O O
for O O O
years. O O O
It O O O
sits O O O
on O O O
a O O O
prime O O O
corner O O O
lot, O O O
on O O O
a O O O
stretch O O O
of O O O
Fifth B-LOC O B-LOC
Avenue I-LOC O I-LOC
in O O O
Park B-LOC O B-LOC
Slope, I-LOC O I-LOC
Brooklyn, I-LOC O I-LOC
that O O O
is O O O
rich O O O
in O O O
local O O O
minichains B-TYPE O O
serving O O O
banh B-FOOD O B-FOOD
mi, I-FOOD O I-FOOD
burritos, B-FOOD O B-FOOD
lobster B-FOOD O B-FOOD
rolls I-FOOD O I-FOOD
and O O O
so O O O
on, O O O
to O O O
take O O O
out O O O
or O O O
eat O O O
in. O O O
Intimidating O O O
restaurants O O O
don't O O O
tend O O O
to O O O
prosper O O O
here. O O O
Very O O O
few O O O
people O O O
inside O O O
Haenyeo O O O
look O O O
the O O O
least O O O
bit O O O
intimidated O O O
as O O O
they O O O
lift O O O
grilled O O O
oysters O O O
by O O O
the O O O
shell O O O
to O O O
pour O O O
the O O O
dregs O O O
of O O O
hot O O O
seaweed O O O
butter O O O
over O O O
toast; O O O
or O O O
carve O O O
wedges O O O
of O O O
zucchini-scallion O O O
pancakes O O O
fried O O O
to O O O
a O O O
dark O O O
and O O O
satisfyingly O O O
rich O O O
brown; O O O
or O O O
stir O O O
mushrooms, O O O
squid, O O O
bean O O O
sprouts, O O O
steamed O O O
spinach O O O
and O O O
cabbage O O O
kimchi O O O
with O O O
a O O O
just-cracked O O O
egg O O O
into O O O
a O O O
bibimbap O O O
whose O O O
bottom O O O
layer O O O
of O O O
rice O O O
is O O O
golden O O O
and O O O
crunchy O O O
where O O O
it O O O
meets O O O
the O O O
hot O O O
stone O O O
bowl. O O O
The O O O
customers O O O
at O O O
Haenyeo O O O
seem O O O
to O O O
have O O O
an O O O
easy O O O
familiarity O O O
with O O O
Korean O O O
food. O O O
Some O O O
of O O O
them, O O O
at O O O
least, O O O
can O O O
probably O O O
thank O O O
Ms. O O O
Kwak O O O
for O O O
that. O O O
In O O O
1992, O O O
when O O O
she O O O
began O O O
serving O O O
the O O O
cuisine O O O
in O O O
the O O O
East O O O
Village O O O
at O O O
her O O O
first O O O
restaurant, O O O
Dok O O O
Suni's, O O O
the O O O
words O O O
tteokbokki O O O
and O O O
seolleongtang O O O
and O O O
jajangmyeon O O O
did O O O
not O O O
roll O O O
off O O O
the O O O
tongues O O O
of O O O
most O O O
non-Koreans. O O O
But O O O
that's O O O
who O O O
she O O O
wanted O O O
to O O O
lure O O O
in O O O
with O O O
American O O O
music, O O O
date-night O O O
décor O O O
and O O O
Western-style O O O
service. O O O
Once O O O
she O O O
had O O O
them, O O O
she O O O
would O O O
tempt, O O O
teach, O O O
turn O O O
them O O O
on O O O
to O O O
the O O O
flavors O O O
she'd O O O
grown O O O
up O O O
with. O O O
Her O O O
mother, O O O
Myung O O O
Ja O O O
Kwak, O O O
shared O O O
cooking O O O
duties. O O O
Ms. O O O
Kwak's O O O
was O O O
not O O O
the O O O
take-it-or-leave-it O O O
approach O O O
of O O O
32nd O O O
Street, O O O
and O O O
she O O O
kept O O O
at O O O
it. O O O
She O O O
wrote O O O
"Dok O O O
Suni: O O O
Recipes O O O
From O O O
My O O O
Mother's O O O
Korean O O O
Kitchen," O O O
which O O O
was O O O
one O O O
of O O O
the O O O
few O O O
Korean O O O
cookbooks O O O
in O O O
English O O O
when O O O
it O O O
came O O O
out, O O O
in O O O
1998. O O O
At O O O
her O O O
second O O O
