-DOCSTART- -X- -X- -X-
   
Dated O O O
was O O O
the O O O
word O O O
one O O O
friend O O O
used O O O
after O O O
going O O O
to O O O
Benno B-EST B-EST O
, O O O
and O O O
if O O O
you've O O O
eaten O O O
there, O O O
too, O O O
you'll O O O
know O O O
why. O O O
It's O O O
as O O O
if O O O
the O O O
past O O O
15 O O O
years O O O
in O O O
food O O O
never O O O
happened. O O O
The O O O
menu O O O
seems O O O
to O O O
be O O O
stuck O O O
in O O O
some O O O
time O O O
between O O O
1994, O O O
when O O O
Thomas O O O
Keller O O O
bought O O O
the O O O
French B-EST B-EST O
Laundry, I-EST I-EST O
and O O O
2004, O O O
when O O O
he O O O
opened O O O
Per B-EST B-EST O
Se I-EST I-EST O
with O O O
a O O O
young O O O
Jonathan O O O
Benno O O O
leading O O O
the O O O
kitchen. O O O
The O O O
restaurant O O O
will O O O
probably O O O
be O O O
a O O O
tough O O O
sell O O O
to O O O
those O O O
diners O O O
who O O O
expect O O O
all O O O
restaurants O O O
to O O O
fall O O O
on O O O
a O O O
continuum O O O
between O O O
Noma B-EST B-EST O
and O O O
the O O O
Salt B-EST O O
Bae I-EST O O
place O O O
. O O O
But O O O
I O O O
prefer O O O
it O O O
to O O O
any O O O
number O O O
of O O O
newer, O O O
self-consciously O O O
modern O O O
restaurants, O O O
some O O O
of O O O
which O O O
are O O O
so O O O
determined O O O
to O O O
be O O O
of O O O
the O O O
moment O O O
that O O O
they O O O
might O O O
as O O O
well O O O
have O O O
a O O O
time O O O
stamp. O O O
Benno B-EST B-EST O
is O O O
not O O O
trying O O O
to O O O
be O O O
contemporary. O O O
It's O O O
trying O O O
to O O O
be O O O
delicious. O O O
And O O O
it O O O
is, O O O
from O O O
start O O O
to O O O
finish, O O O
almost O O O
without O O O
exception. O O O
Benno B-EST B-EST O
is O O O
the O O O
third O O O
of O O O
three O O O
dining O O O
operations O O O
that O O O
Mr. O O O
Benno O O O
opened O O O
last O O O
year O O O
in O O O
the O O O
Evelyn B-LOC B-LOC O
Hotel I-LOC I-LOC O
, O O O
on O O O
East B-LOC B-LOC O
27th I-LOC I-LOC O
