-DOCSTART- -X- -X- -X-
   
There O O O
isn't O O O
another O O O
bar O B-TYPE B-TYPE
in O O O
the O O O
city O O O
like O O O
the O O O
one O O O
that O O O
opened O O O
in O O O
February O O O
as O O O
part O O O
of O O O
the O O O
redesign O O O
of O O O
David O O O
Chang's O O O
Momofuku O B-EST B-EST
Ko. O I-EST I-EST
One O O O
thing O O O
that O O O
sets O O O
it O O O
apart O O O
is O O O
that O O O
it O O O
doesn't O O O
have O O O
a O O O
name. O O O
Credit-card O O O
receipts O O O
call O O O
it O O O
"Momofuku O B-EST B-EST
Ko," O I-EST I-EST
even O O O
though O O O
it O O O
operates O O O
in O O O
its O O O
own O O O
little O O O
room O O O
with O O O
its O O O
own O O O
entrance. O O O
The O O O
door, O O O
a O O O
few O O O
steps O O O
past O O O
Ko's O B-EST B-EST
along O O O
the O O O
East O B-LOC O
Village O I-LOC O
alley O O O
known O O O
as O O O
Extra O B-LOC O
Place, O I-LOC O
is O O O
marked O O O
"Ko." O B-EST B-EST
The O O O
menus O O O
don't O O O
give O O O
a O O O
name O O O
at O O O
all. O O O
They O O O
don't O O O
look O O O
much O O O
like O O O
menus, O O O
either. O O O
They're O O O
notebooks O O O
in O O O
which O O O
the O O O
items O O O
available, O O O
presented O O O
in O O O
a O O O
short O O O
à O O O
la O O O
carte O O O
list O O O
(in O O O
contrast O O O
to O O O
the O O O
hourslong O O O
tastings O O O
offered O O O
for O O O
$255 O O O
at O O O
Ko), O B-EST B-EST
are O O O
handwritten O O O
on O O O
a O O O
fresh O O O
page O O O
each O O O
day, O O O
by O O O
different O O O
employees O O O
using O O O
different O O O
pens. O O O
The O O O
date O O O
is O O O
at O O O
the O O O
top O O O
over O O O
a O O O
list O O O
of O O O
dishes O O O
that O O O
you O O O
will O O O
not O O O
find O O O
together O O O
anywhere O O O
else. O O O
Lately O O O
there O O O
has O O O
been O O O
a O O O
lucid, O O O
refreshing O O O
plate O O O
of O O O
raw O B-FOOD B-DISH
sea O I-FOOD I-DISH
scallops, O I-FOOD I-DISH
sliced O O O
cold O O O
and O O O
mixed O O O
with O O O
fresh O O O
green O B-FOOD O
shiso O I-FOOD B-FOOD
and O O O
folds O O O
of O O O
pineapple, O B-FOOD B-FOOD
red O O O
with O O O
ground O O B-FOOD
chiles. O B-FOOD I-FOOD
Lightly O O B-DISH
cured O O I-DISH
fillets O O I-DISH
of O O I-DISH
sardine O B-FOOD I-DISH
made O O O
a O O O
thrilling O O O
appearance O O O
last O O O
month O O O
in O O O
a O O O
brick-red O O O
oil O B-FOOD O
flavored O O O
with O O O
paprika, O B-FOOD B-FOOD
cayenne, O B-FOOD B-FOOD
and O O O
other O O O
components O O O
of O O O
tandoori O B-FOOD O
paste. O I-FOOD O
Both O O O
were O O O
solidly O O O
in O O O
the O O O
tradition O O O
of O O O
Momofuku O B-EST B-EST
small O O O
plates O O O
that O O O
the O O O
world O O O
has O O O
known O O O
since O O O
Mr. O O O
Chang's O O O
Ssam O B-EST B-EST
Bar O I-EST I-EST
began O O O
remixing O O O
various O O O
Asian O B-CUISINE B-CUISINE
ideas O O O
after-hours. O O O
Both O O O
were O O O
wonderful. O O O
The O O O
savory O O B-DISH
pie O B-FOOD I-DISH
stuffed O O O
with O O O
fresh-made O O O
pork O B-FOOD B-FOOD
sausage O I-FOOD I-FOOD
patties O I-FOOD I-FOOD
comes O O O
from O O O
another O O O
place O O O
entirely. O O O
You O O O
could O O O
tour O O O
the O O O
city's O O O
proudest O O O
French O B-CUISINE B-CUISINE
restaurants O O I-CUISINE
without O O O
coming O O O
across O O O
a O O O
more O O O
skillfully O O O
done O O O
puff O B-FOOD O
pastry O I-FOOD O
crust, O I-FOOD O
notched O O O
like O O O
a O O O
pinwheel O O O
and O O O
baked O O O
to O O O
a O O O
deep O O O
mahogany. O O O
The O O O
pie O B-FOOD B-DISH
costs O O O
$45 O O O
and O O O
typically O O O
serves O O O
two, O O O
sliced O O O
into O O O
half-moons. O O O
It O O O
is O O O
plated O O O
with O O O
a O O O
reduction O B-FOOD B-FOOD
sauce, O I-FOOD I-FOOD
as O O O
classical O O O
and O O O
French O B-CUISINE B-CUISINE
as O O O
it O O O
gets O O O
but O O O
with O O O
an O O O
insistent O O O
vein O O O
of O O O
acidity O O O
that O O O
somehow O O O
makes O O O
it O O O
modern. O O O
Even O O O
if O O O
you're O O O
used O O O
to O O O
the O O O
signature O O O
Momofuku O B-EST B-EST
move O O O
of O O O
white-knuckle O O O
bungee O O O
jumping O O O
from O O O
the O O O
high O O O
end O O O
to O O O
the O O O
low, O O O
certain O O O
juxtapositions O O O
may O O O
call O O O
for O O O
Dramamine. O O O
Alongside O O O
the O O O
masterly O O O
pork O B-DISH B-DISH
pie, O I-DISH I-DISH
you O O O
can O O O
find O O O
a O O O
$5 O O O
sandwich O B-FOOD B-DISH
of O O I-DISH
pickled O B-FOOD I-DISH
daikon O I-FOOD I-DISH
and O O I-DISH
cucumber O O I-DISH
sticks O O I-DISH
inside O O O
a O O O
grilled O O O
and O O O
buttered O O O
Martin's O O O
hot O O B-FOOD
dog O O I-FOOD
roll. O O I-FOOD
The O O O
pickle O O B-DISH
sandwich O O I-DISH
is O O O
just O O O
the O O O
thing O O O
to O O O
eat O O O
with O O O
the O O O
cold O O B-DISH
fried O O I-DISH
chicken O O I-DISH
that O O O
is O O O
battered O O O
three O O O
times, O O O
fried O O O
four O O O
times, O O O
brushed O O O
with O O O
a O O O
spicy O O O
mirin-yuzu O O B-FOOD
glaze O O I-FOOD
and O O O
served O O O
nearly O O O
at O O O
refrigerator O O O
temperature. O O O
I O O O
don't O O O
believe O O O
I've O O O
used O O O
that O O O
phrase O O O
approvingly O O O
in O O O
a O O O
review O O O
before, O O O
but O O O
then O O O
I O O O
don't O O O
think O O O
a O O O
restaurant O O O
has O O O
served O O O
me O O O
cold O O B-DISH
fried O O I-DISH
chicken O O I-DISH
as O O O
good O O O
as O O O
this O O O
before. O O O
By O O O
flipping O O O
through O O O
the O O O
menu O O O
pages O O O
you O O O
can O O O
pinpoint O O O
the O O O
dates O O O
when O O O
dishes O O O
were O O O
first O O O
served, O O O
and O O O
see O O O
others O O O
that O O O
came O O O
and O O O
went. O O O
The O O O
idea O O O
is O O O
for O O O
Ko's O O B-EST
executive O O O
chef, O O O
Sean O O O
Gray, O O O
to O O O
use O O O
the O O O
bar O O O
as O O O
a O O O
"field O O O
for O O O
research O O O
and O O O
development O O O
for O O O
our O O O
culinary O O O
team," O O O
according O O O
to O O O
the O O O
website. O O O
Ideas O O O
are O O O
auditioned O O O
or O O O
refined O O O
before O O O
they O O O
graduate O O O
to O O O
Ko, O O B-EST
which O O O
I O O O
gave O O O
three O O O
stars O O O
in O O O
a O O O
2015 O O O
review O O O
. O O O
Most O O O
menus, O O O
at O O O
least O O O
the O O O
ones O O O
that O O O
change O O O
over O O O
time, O O O
are O O O
works O O O
in O O O
progress, O O O
but O O O
few O O O
make O O O
that O O O
explicit O O O
the O O O
way O O O
the O O O
one O O O
at O O O
Ko's O O B-EST
bar O O I-EST
does. O O O
The O O O
cynical O O O
way O O O
to O O O
look O O O
at O O O
this O O O
is O O O
that O O O
bar O O O
customers O O O
are O O O
paying O O O
to O O O
serve O O O
as O O O
lab O O O
rats. O O O
This O O O
will O O O
not O O O
be O O O
everyone's O O O
idea O O O
of O O O
a O O O
fun O O O
night O O O
out. O O O
One O O O
recent O O O
evening, O O O
the O O O
menu O O O
was O O O
as O O O
meat-heavy O O O
as O O O
at O O O
Ssam O O B-EST
Bar O O I-EST
in O O O
the O O O
era O O O
when O O O
its O O O
menus O O O
still O O O
proclaimed, O O O
"We O O O
do O O O
not O O O
serve O O O
vegetarian-friendly O O B-DIET
items." O O O
Among O O O
the O O O
more O O O
substantial O O O
dishes O O O
that O O O
night O O O
was O O O
a O O O
mixed-meat O O B-DISH
sausage O O I-DISH
stuffed O O O
into O O O
a O O O
chicken O O B-FOOD
neck O O I-FOOD
and O O I-FOOD
grilled. O O O
One O O O
end O O O
of O O O
the O O O
neck O O O
was O O O
open. O O O
The O O O
other O O O
was O O O
still O O O
attached O O O
to O O O
the O O O
chicken's O O O
head. O O O
It O O O
was O O O
a O O O
sensational O O O
sausage, O O B-FOOD
but O O O
it O O O
did O O O
nothing O O O
to O O O
make O O O
Ko's O O B-EST
bar O O I-EST
the O O O
kind O O O
of O O O
place O O O
that O O O
you'd O O O
take O O O
your O O O
new O O O
pescatarian O O B-DIET
friend. O O I-DIET
The O O O
bar, O O O
run O O O
collaboratively O O O
by O O O
Mr. O O O
Gray O O O
and O O O
Su O O O
Wong O O O
Ruiz, O O O
the O O O
general O O O
manager, O O O
works O O O
best O O O
for O O O
diners O O O
who O O O
don't O O O
need O O O
a O O O
multitude O O O
of O O O
choices O O O
to O O O
be O O O
happy. O O O
To O O O
the O O O
extent O O O
that O O O
it O O O
resembles O O O
other O O O
places, O O O
it's O O O
probably O O O
most O O O
similar O O O
to O O O
a O O O
wine O O B-TYPE
bar, O O I-TYPE
with O O O
its O O O
tight O O O
menu, O O O
its O O O
casual O O O
drop-in-and-stay-awhile O O O
air O O O
and O O O
its O O O
carefully O O O
considered O O O
list O O O
of O O O
wines O O O
by O O O
the O O O
glass, O O O
which O O O
it O O O
shares O O O
with O O O
Ko. O O B-EST
Anyone O O O
who O O O
wants O O O
a O O O
whole O O O
bottle O O O
can O O O
order O O O
one O O O
from O O O
the O O O
full O O O
Ko O O B-EST
list, O O O
a O O O
virtual O O O
who's O O O
who O O O
of O O O
cult O O O
winemakers O O O
in O O O
certain O O O
specialties O O O
such O O O
as O O O
grower O O O
Champagne, O O B-FOOD
chenin O O B-FOOD
blanc O O I-FOOD
from O O O
the O O O
Loire O O B-LOC
Valley O O I-LOC
and O O I-LOC
Burgundy O O B-FOOD
of O O O
all O O O
stripes. O O O
On O O O
the O O O
notebook O O O
page O O O
facing O O O
the O O O
handwritten O O O
menu O O O
are O O O
two O O O
more O O O
wines O O B-FOOD
that O O O
Ambrose O O O
Chiang, O O O
the O O O
beverage O O O
director, O O O
is O O O
pouring O O O
by O O O
the O O O
glass O O O
for O O O
one O O O
day O O O
only. O O O
Recently O O O
I've O O O
lucked O O O
into O O O
a O O O
precisely O O O
shaped O O O
Côte-Rôtie O O B-DISH
from O O O
Domaine O O O
Jasmin O O O
and O O O
a O O O
Saumur O O B-DISH
from O O O
Romain O O O
Guiberteau O O O
whose O O O
self-assurance O O O
I O O O
envied. O O O
These O O O
specials O O O
can O O O
cost O O O
twice O O O
as O O O
much O O O
as O O O
the O O O
regular O O O
by-the-glass O O O
pours, O O O
which O O O
tend O O O
to O O O
fall O O O
between O O O
$15 O O O
and O O O
$25. O O O
I O O O
can't O O O
figure O O O
out O O O
why O O O
the O O O
wine-geek O O O
crowd O O O
doesn't O O O
bring O O O
tents O O O
and O O O
sleeping O O O
bags O O O
to O O O
camp O O O
out O O O
at O O O
Ko's O O B-EST
bar. O O I-EST
And O O O
I O O O
don't O O O
understand O O O
why O O O
the O O O
place O O O
is O O O
almost O O O
never O O O
crowded, O O O
despite O O O
getting O O O
a O O O
fair O O O
amount O O O
of O O O
press O O O
after O O O
it O O O
opened. O O O
The O O O
experimental O O O
nature O O O
of O O O
the O O O
menu O O O
can't O O O
be O O O
keeping O O O
people O O O
away; O O O
people O O O
expect O O O
that O O O
from O O O
Momofuku O O B-EST
restaurants O O O
. O O O
The O O O
only O O O
dish O O O
that O O O
I O O O
thought O O O
wasn't O O O
totally O O O
successful O O O
was O O O
the O O O
fried O O B-DISH
zucchini O O I-DISH
made O O O
in O O O
the O O O
style O O O
of O O O
the O O O
fried O O B-FOOD
chicken, O O I-FOOD
and O O O
I O O O
was O O O
still O O O
glad O O O
I O O O
tried O O O
it. O O O
The O O O
prices O O O
are O O O
all O O O
over O O O
the O O O
place, O O O
but O O O
a O O O
meal O O O
here O O O
doesn't O O O
need O O O
to O O O
be O O O
expensive. O O O
While O O O
you O O O
are O O O
welcome O O O
to O O O
spend O O O
$100 O O O
on O O O
a O O O
sourdough O O B-DISH
crepe O O I-DISH
with O O I-DISH
50 O O I-DISH
grams O O I-DISH
of O O I-DISH
white-sturgeon O O I-DISH
caviar, O O I-DISH
you O O O
can O O O
just O O O
get O O O
the O O O
crepe O O B-DISH
alone O O O
for O O O
$8. O O O
It O O O
is O O O
excellent: O O O
shiny O O O
with O O O
tangy O O O
cave-age O O B-FOOD
butter, O O I-FOOD
speckled O O O
with O O O
oregano O O O
cinders O O O
and O O O
crunchy O O O
from O O O
a O O O
pass O O O
over O O O
hot O O O
Japanese O O O
charcoal. O O O
The O O O
chicken, O O B-FOOD
meanwhile, O O O
is O O O
$7 O O O
a O O O
piece. O O O
The O O O
only O O O
reason O O O
I O O O
can O O O
think O O O
of O O O
for O O O
the O O O
empty O O O
seats O O O
is O O O
that O O O
the O O O
place O O O
is O O O
so O O O
hard O O O
to O O O
sum O O O
up. O O O
Try O O O
this O O O
description, O O O
then: O O O
Imagine O O O
an O O O
eccentric, O O O
highly O O O
polished O O O
David O O O
Chang O O O
restaurant O O O
that O O O
the O O O
world O O O
hasn't O O O
heard O O O
about O O O
yet. O O O
Follow O O O
NYT O O O
Food O O O
on O O O
Twitter O O O
and O O O
NYT O O O
Cooking O O O
on O O O
Instagram O O O
, O O O
Facebook O O O
and O O O
Pinterest O O O
. O O O
Get O O O
regular O O O
updates O O O
from O O O
NYT O O O
Cooking, O O O
with O O O
recipe O O O
suggestions, O O O
cooking O O O
tips O O O
and O O O
shopping O O O
advice O O O
. O O O
   
   
