-DOCSTART- -X- -X- -X-
   
Ever O O O
since O O O
Rich O O O
Torrisi O O O
and O O O
Mario O O O
Carbone O O O
began O O O
rehabilitating O O O
chicken B-DISH B-FOOD O
Parm I-DISH I-FOOD O
and O O O
Neapolitan B-DISH B-FOOD O
cookies I-DISH I-FOOD O
around O O O
2010, O O O
I've O O O
been O O O
waiting O O O
for O O O
other O O O
restaurants O O O
to O O O
carry O O O
the O O O
torch O O O
of O O O
Italian-American B-CUISINE B-CUISINE O
food O O O
boldly O O O
into O O O
the O O O
future. O O O
This O O O
is O O O
a O O O
major O O O
branch O O O
of O O O
American B-CUISINE B-CUISINE O
cuisine, O O O
too O O O
important O O O
for O O O
its O O O
fate O O O
to O O O
be O O O
left O O O
to O O O
the O O O
Olive B-EST B-EST O
Garden. I-EST I-EST O
For O O O
the O O O
most O O O
part, O O O
though, O O O
the O O O
torch O O O
has O O O
gone O O O
uncarried. O O O
I O O O
have O O O
been O O O
told O O O
that O O O
Palizzi B-EST B-EST O
Social I-EST I-EST O
Club, I-EST I-EST O
in O O O
Philadelphia, B-LOC B-LOC O
may O O O
qualify, O O O
but O O O
because O O O
Palizzi B-EST B-EST O
is O O O
a O O O
veritable O O O
club O O O
-- O O O
members O O O
and O O O
guests O O O
only, O O O
no O O O
new O O O
applications O O O
accepted O O O
-- O O O
I O O O
don't O O O
expect O O O
to O O O
eat O O O
there O O O
before O O O
the O O O
nation's O O O
tricentennial. O O O
Then O O O
in O O O
October, O O O
a O O O
place O O O
opened O O O
in O O O
the O O O
West B-LOC B-LOC O
Village I-LOC I-LOC O
that O O O
seemed O O O
to O O O
hit O O O
all O O O
the O O O
right O O O
tropes. O O O
It's O O O
called O O O
Don B-EST B-EST O
Angie I-EST I-EST O
. O O O
Two O O O
chefs O O O
share O O O
the O O O
kitchen O O O
-- O O O
Angela O O O
Rito O O O
and O O O
her O O O
husband, O O O
Scott O O O
Tacinelli O O O
-- O O O
and O O O
they O O O
make O O O
versions O O O
of O O O
chicken B-DISH B-DISH O
scarpariello I-DISH I-DISH O
, O O O
antipasto B-DISH B-DISH O
salad I-DISH I-DISH O
and O O O
braciole. B-DISH B-DISH O
The O O O
dining O O O
room O O O
brings O O O
back O O O
the O O O
high-glitz O O O
Italian B-CUISINE B-CUISINE O
restaurant O O O
décor O O O
of O O O
the O O O
1970s O O O
and O O O
'80s, O O O
the O O O
period O O O
when O O O
Formica O O O
and O O O
oil O O O
paintings O O O
of O O O
the O O O
Bay B-LOC B-LOC O
of I-LOC I-LOC O
Naples I-LOC I-LOC O
went O O O
out O O O
and O O O
mirrors O O O
with O O O
gold O O O
pinstripes O O O
came O O O
in. O O O
The O O O
floor O O O
is O O O
a O O O
black-and-white O O O
checkerboard. O O O
The O O O
bar O O O
is O O O
made O O O
of O O O
polished O O O
marble O O O
the O O O
color O O O
of O O O
beef B-DISH B-FOOD O
carpaccio. I-DISH I-FOOD O
There O O O
is O O O
a O O O
house O O O
Chianti, B-FOOD B-FOOD O
and O O O
it O O O
comes O O O
in O O O
a O O O
straw-covered O O O
bottle. O O O
There O O O
is O O O
hope O O O
for O O O
a O O O
red-sauce O B-FOOD O
renaissance, O O O
after O O O
all. O O O
Unfortunately, O O O
more O O O
or O O O
less O O O
from O O O
the O O O
day O O O
it O O O
opened, O O O
having O O O
