-DOCSTART- -X- -X- -X-
   
Shrinking O O O
modesty O O O
is O O O
not O O O
the O O O
normal O O O
attitude O O O
for O O O
restaurants O O O
with O O O
a O O O
view. O O O
The O O O
Rainbow B-EST O B-EST
Room I-EST O I-EST
had O O O
Art O O O
Deco O O O
razzmatazz O O O
and O O O
its O O O
revolving O O O
dance O O O
floor; O O O
Windows B-EST O B-EST
on I-EST O I-EST
the I-EST O I-EST
World, I-EST O I-EST
before O O O
terrorists O O O
destroyed O O O
it, O O O
served O O O
cocktails O O O
in O O O
a O O O
room O O O
named O O O
the O O O
Greatest B-EST O O
Bar I-EST O O
on I-EST O O
Earth. I-EST O O
Manhatta B-EST O B-EST
, O O O
which O O O
recently O O O
opened O O O
on O O O
the O O O
60th O O O
floor O O O
of O O O
an O O O
International B-LOC O O
Style I-LOC O O
tower O O O
downtown, O O O
doesn't O O O
follow O O O
their O O O
lead. O O O
It O O O
is O O O
the O O O
least O O O
show-offy O O O
skyscraper O O O
restaurant O O O
you've O O O
ever O O O
seen. O O O
The O O O
whole O O O
operation O O O
is O O O
very O O O
orderly O O O
and O O O
well O O O
behaved, O O O
apart O O O
from O O O
its O O O
refusal O O O
to O O O
spell O O O
its O O O
own O O O
name O O O
correctly. O O O
(The O O O
reference O O O
is O O O
to O O O
the O O O
Lenni O O O
Lenape O O O
name O O O
Manahatta, B-LOC O O
or O O O
Mannahatta, B-LOC O O
meaning O O O
"island O O O
of O O O
many O O O
hills," O O O
but O O O
without O O O
the O O O
second O O O
"a" O O O
the O O O
name O O O
just O O O
looks O O O
incomplete. O O O
It's O O O
like O O O
a O O O
child O O O
named O O O
Henr.) O O O
A O O O
dedicated O O O
door O O O
around O O O
the O O O
corner O O O
from O O O
the O O O
building's O O O
main O O O
entrance O O O
brings O O O
you O O O
into O O O
a O O O
foyer O O O
that, O O O
with O O O
its O O O
sleek O O O
chairs O O O
and O O O
coffee O O O
tables, O O O
looks O O O
like O O O
the O O O
lobby O O O
of O O O
one O O O
of O O O
those O O O
1960s O O O
white-brick O O O
apartment O O O
buildings O O O
in O O O
the O O O
East O O O
40s O O O
and O O O
50s. O O O
When O O O
you O O O
get O O O
out O O O
of O O O
