-DOCSTART- -X- -X- -X-
   
Earlier O O O
this O O O
year O O O
Henry, B-EST O B-EST
a O O O
new O O O
restaurant O O O
in O O O
the O O O
lobby O O O
of O O O
the O O O
Life B-LOC O B-LOC
Hotel I-LOC O I-LOC
on O O O
West B-LOC O B-LOC
31st I-LOC O I-LOC
Street, I-LOC O I-LOC
quietly O O O
died. O O O
You O O O
wouldn't O O O
know O O O
it O O O
to O O O
look O O O
around O O O
the O O O
place O O O
on O O O
any O O O
recent O O O
night O O O
at O O O
8, O O O
when O O O
a O O O
seamless O O O
playlist O O O
of O O O
hip-hop O O O
and O O O
R&B O O O
unspools O O O
as O O O
servers O O O
carry O O O
stacked O O O
beef B-DISH O B-FOOD
ribs I-DISH O I-FOOD
to O O O
what O O O
seems O O O
like O O O
every O O O
third O O O
table. O O O
What O O O
changed? O O O
In O O O
August, O O O
the O O O
chef O O O
Joseph O O O
Johnson O O O
, O O O
better O O O
known O O O
as O O O
JJ, O O O
was O O O
made O O O
a O O O
partner O O O
and O O O
assumed O O O
control O O O
of O O O
the O O O
kitchen. O O O
What O O O
he O O O
has O O O
done O O O
is O O O
less O O O
a O O O
makeover O O O
than O O O
a O O O
takeover; O O O
his O O O
imprint O O O
radiates O O O
out O O O
from O O O
his O O O
Afrocentric B-CUISINE O O
menu O O O
to O O O
animate O O O
the O O O
whole O O O
enterprise. O O O
The O O O
playlist, O O O
which O O O
can O O O
run O O O
from O O O
noon O O O
until O O O
8 O O O
the O O O
next O O O
morning O O O
without O O O
repeating O O O
a O O O
track, O O O
is O O O
his. O O O
Mr. O O O
Johnson's O O O
initials O O O
now O O O
hang O O O
in O O O
the O O O
front O O O
window, O O O
flooding O O O
the O O O
nearby O O O
tables O O O
with O O O
pink O O O
neon. O O O
The O O O
initials O O O
have O O O
migrated O O O
to O O O
the O O O
restaurant's O O O
website O O O
as O O O
well, O O O
where O O O
its O O O
name O O O
is O O O
now O O O
given O O O
as O O O
Henry B-EST O B-EST
at I-EST O I-EST
Life I-EST O I-EST
Hotel I-EST O I-EST
by I-EST O I-EST
JJ I-EST O I-EST
. O O O
These O O O
are O O O
not O O O
subtle O O O
gestures, O O O
but O O O
subtlety O O O
has O O O
rarely O O O
saved O O O
a O O O
restaurant O O O
on O O O
the O O O
brink O O O
of O O O
failure. O O O
Mr. O O O
Johnson O O O
has O O O
been O O O
busy O O O
hiring O O O
new O O O
employees O O O
for O O O
the O O O
front O O O
and O O O
back O O O
of O O O
the O O O
house, O O O
and O O O
the O O O
racial O O O
mix O O O
he O O O
has O O O
already O O O
achieved O O O
is O O O
as O O O
impressive O O O
as O O O
it O O O
is O O O
rare. O O O
Diversifying O O O
a O O O
restaurant's O O O
service O O O
staff O O O
is O O O
one O O O
of O O O
the O O O
surest O O O
ways O O O
to O O O
diversify O O O
the O O O
audience, O O O
and O O O
on O O O
many O O O
nights O O O
brown O O O
faces O O O
and O O O
white O O O
faces, O O O
topknots O O O
and O O O
braids, O O O
headscarves O O O
and O O O
headbands, O O O
sit O O O
side O O O
by O O O
side, O O O
giving O O O
Henry B-EST O B-EST
more O O O
the O O O
appearance O O O
of O O O
a O O O
restaurant O O O
in O O O
Harlem B-LOC O B-LOC
than O O O
of O O O
one O O O
just O O O
off O O O
Herald B-LOC O B-LOC
Square. I-LOC O I-LOC
It O O O
was O O O
in O O O
Harlem, B-LOC O B-LOC
as O O O
chef O O O
de O O O
cuisine O O O
at O O O
a O O O
slinky O O O
neighborhood O O O
hangout O O O
called O O O
the O O O
Cecil B-EST O B-EST
and O O O
the O O O
history-drenched O O O
jazz B-TYPE O O
supper I-TYPE O O
club I-TYPE O O
Minton's B-EST O B-EST
, O O O
that O O O
Mr. O O O
Johnson O O O
made O O O
his O O O
name. O O O
Fleshing O O O
out O O O
a O O O
notion O O O
suggested O O O
by O O O
Alexander O O O
Smalls, O O O
the O O O
consulting O O O
chef O O O
in O O O
both O O O
places, O O O
Mr. O O O
Johnson O O O
explored O O O
the O O O
African O O O
diaspora, O O O
the O O O
imprint O O O
that O O O
Africans O O O
have O O O
put O O O
on O O O
cooking O O O
around O O O
the O O O
world. O O O
He O O O
does O O O
something O O O
similar O O O
at O O O
Henry, O O B-EST
although O O O
his O O O
view O O O
has O O O
grown O O O
to O O O
embrace O O O
flavors O O O
from, O O O
say, O O O
India B-LOC O B-EST
and O O O
Southeast B-LOC O B-EST
Asia I-LOC O I-EST
that O O O
turn O O O
up O O O
in O O O
Africa B-LOC O B-EST
and O O O
in O O O
diasporic O O O
countries O O O
like O O O
Jamaica B-LOC O B-EST
and O O O
Barbados. B-LOC O B-EST
He O O O
calls O O O
the O O O
menu O O O
at O O O
Henry O O B-EST
"Pan-African." B-CUISINE O B-CUISINE
[Read O O O
about O O O
some O O O
of O O O
the O O O
best O O O
new O O O
restaurants O O O
in O O O
New B-LOC O O
York I-LOC O O
City I-LOC O O
(for O O O
now).] O O O
This O O O
is O O O
a O O O
big O O O
story O O O
-- O O O
too O O O
big O O O
to O O O
be O O O
told O O O
in O O O
full O O O
by O O O
one O O O
restaurant, O O O
or O O O
two O O O
for O O O
that O O O
matter. O O O
But O O O
it's O O O
an O O O
important O O O
story, O O O
and O O O
it O O O
certainly O O O
beats O O O
Henry's B-EST O B-EST
original O O O
idea O O O
of O O O
tying O O O
the O O O
restaurant O O O
to O O O
the O O O
history O O O
of O O O
Life O O O
magazine, O O O
which O O O
was O O O
once O O O
published O O O
in O O O
the O O O
same O O O
building, O O O
and O O O
to O O O
Henry O O O
Luce O O O
, O O O
who O O O
bought O O O
it O O O
in O O O
1936, O O O
then O O O
radically O O O
remade O O O
it O O O
and O O O
moved O O O
it O O O
to O O O
other O O O
quarters. O O O
This O O O
concept O O O
was O O O
so O O O
wispy O O O
that O O O
Henry's B-EST O B-EST
first O O O
chef, O O O
Michael O O O
Vignola, O O O
resorted O O O
to O O O
an O O O
all-things-to-all-people O O O
menu O O O
of O O O
foie B-DISH O B-DISH
gras I-DISH O I-DISH
sliders I-DISH O I-DISH
and O O O
meatball O O O
pizza. O O O
Just O O O
how O O O
vast O O O
Mr. O O O
Johnson's O O O
scope O O O
has O O O
become O O O
will O O O
be O O O
clear O O O
by O O O
the O O O
end O O O
of O O O
the O O O
appetizer O O O
course. O O O
(Here O O O
I O O O
am O O O
assuming O O O
that O O O
you O O O
have O O O
chosen O O O
a O O O
traditional O O O
two- O O O
or O O O
three-course O O O
meal O O O
rather O O O
than O O O
eating O O O
all O O O
15 O O O
items O O O
on O O O
the O O O
menu, O O O
in O O O
full O O O
and O O O
in O O O
order; O O O
this O O O
route O O O
costs O O O
$390 O O O
and O O O
is O O O
called O O O
"It O O O
Was O O O
All O O O
a O O O
Dream," O O O
after O O O
a O O O
Notorious O O O
B.I.G. O O O
lyric.) O O O
There O O O
are O O O
littleneck O O O
clams, O O O
battered O O O
with O O O
rice O O O
flour O O O
and O O O
crunchy O O O
with O O O
shaved O O O
fennel O O O
and O O O
Asian O O O
pear. O O O
All O O O
of O O O
this O O O
is O O O
dotted O O O
with O O O
a O O O
tangerine-colored O O O
fluff O O O
of O O O
piri-piri O O O
sauce O O O
that O O O
is O O O
less O O O
ferociously O O O
spicy O O O
than O O O
the O O O
scalding O O O
piri-piris O O O
of O O O
Angola, O O O
Mozambique O O O
or O O O
South O O O
Africa. O O O
You O O O
are O O O
welcome O O O
to O O O
get O O O
a O O O
half-dozen, O O O
but O O O
at O O O
my O O O
table O O O
a O O O
full O O O
dozen O O O
went O O O
quickly. O O O
Benne O O O
seeds, O O O
the O O O
heirloom O O O
variety O O O
of O O O
sesame O O O
brought O O O
to O O O
North O O O
America O O O
on O O O
slave O O O
ships, O O O
add O O O
a O O O
flavor O O O
that O O O
is O O O
something O O O
like O O O
toasted O O O
almonds O O O
mixed O O O
with O O O
coffee O O O
beans O O O
to O O O
tuna O O O
tartare. O O O
The O O O
tuna O O O
