-DOCSTART- -X- -X- -X-
   
You O O O
will O O O
find O O O
Kawi B-EST O B-EST
, O O O
the O O O
latest O O O
Momofuku B-EST O B-EST
restaurant, O O O
on O O O
the O O O
fifth O O O
floor O O O
of O O O
20 B-LOC O B-LOC
Hudson I-LOC O I-LOC
Yards, I-LOC O I-LOC
assuming O O O
you O O O
stay O O O
determined O O O
and O O O
swallow O O O
back O O O
the O O O
urge O O O
to O O O
run O O O
for O O O
the O O O
exits O O O
that O O O
may O O O
grip O O O
you O O O
as O O O
you O O O
negotiate O O O
escalators O O O
that O O O
don't O O O
connect O O O
to O O O
one O O O
another, O O O
elevators O O O
that O O O
are O O O
hidden O O O
out O O O
of O O O
sight O O O
like O O O
somebody's O O O
crazy O O O
grandfather O O O
and O O O
shiny O O O
retail O O O
windows O O O
that O O O
seem O O O
to O O O
be O O O
trying O O O
to O O O
provoke O O O
a O O O
class O O O
war. O O O
By O O O
the O O O
time O O O
people O O O
reach O O O
Kawi B-EST O B-EST
they O O O
tend O O O
to O O O
look O O O
rattled; O O O
New O O O
Yorkers O O O
who O O O
will O O O
easily O O O
weave O O O
their O O O
way O O O
around O O O
broken O O O
sidewalks, O O O
potholes, O O O
garbage O O O
piles O O O
and O O O
al O O O
fresco O O O
rat O O O
conventions O O O
come O O O
undone O O O
when O O O
faced O O O
with O O O
the O O O
interior O O O
of O O O
a O O O
shopping O O O
mall. O O O
Kawi, B-EST O B-EST
now O O O
two O O O
months O O O
old, O O O
can O O O
be O O O
disorienting O O O
in O O O
its O O O
own O O O
way, O O O
but O O O
at O O O
least O O O
you O O O
can O O O
have O O O
a O O O
seat O O O
and O O O
a O O O
drink O O O
while O O O
you O O O
get O O O
your O O O
bearings. O O O
Space O O O
there O O O
is O O O
used, O O O
or O O O
not O O O
used, O O O
the O O O
way O O O
it O O O
is O O O
in O O O
Las B-LOC O B-LOC
Vegas. I-LOC O I-LOC
There's O O O
a O O O
very O O O
long O O O
bar O O O
behind O O O
a O O O
line O O O
of O O O
black, O O O
geometric O O O
bar O O O
stools O O O
receding O O O
toward O O O
the O O O
vanishing O O O
point; O O O
low O O O
lounge O O O
tables; O O O
taller, O O O
square O O O
wood O O O
tables; O O O
round O O O
wood O O O
tables; O O O
black-leather O O O
booths; O O O
red-leather O O O
booths; O O O
red-leather O O O
banquettes; O O O
and O O O
a O O O
row O O O
of O O O
chairs O O O
facing O O O
a O O O
kitchen O O O
counter. O O O
Between O O O
all O O O
this O O O
furniture O O O
are O O O
aisles O O O
wide O O O
enough O O O
for O O O
a O O O
Zamboni. O O O
All O O O
those O O O
seats O O O
have O O O
backs, O O O
too. O O O
Kawi B-EST O B-EST
is O O O
loaded O O O
with O O O
the O O O
comforts O O O
and O O O
accommodations O O O
that O O O
critics, O O O
including O O O
me, O O O
were O O O
begging O O O
Mr. O O O
Chang O O O
to O O O
pay O O O
more O O O
attention O O O
to O O O
as O O O
recently O O O
as O O O
the O O O
opening O O O
of O O O
Nishi B-EST O B-EST
three O O O
years O O O
ago. O O O
Has O O O
anybody O O O
complained O O O
before O O O
that O O O
a O O O
David O O O
Chang O O O
restaurant O O O
was O O O
too O O O
quiet? O O O
They're O O O
saying O O O
it O O O
about O O O
Kawi. B-EST O B-EST
If O O O
there O O O
is O O O
anybody O O O
left O O O
who O O O
still O O O
thinks O O O
of O O O
Mr. O O O
Chang O O O
as O O O
a O O O
downtown O O O
punk, O O O
Kawi B-EST O B-EST
will O O O
clear O O O
up O O O
that O O O
misconception. O O O
The O O O
early O O O
Momofuku B-EST O B-EST
restaurants O O O
were O O O
skateboards; O O O
Kawi B-EST O B-EST
is O O I-EST
a O O O
minivan O O O
with O O O
sliding O O O
doors, O O O
armrests, O O O
cupholders O O O
and O O O
Don O O O
Henley O O O
on O O O
the O O O
stereo. O O O
The O O O
ride O O O
may O O O
not O O O
be O O O
as O O O
fast, O O O
but O O O
it's O O O
a O O O
lot O O O
smoother. O O O
Kawi B-EST O B-EST
is O O O
also O O O
the O O O
first O O O
Momofuku B-EST O B-EST
restaurant O O O
in O O O
New B-LOC O B-LOC
York I-LOC O I-LOC
to I-LOC O O
address O O O
Korean B-CUISINE O B-CUISINE
cuisine O O O
head O O O
on O O O
and O O O
at O O O
length. O O O
Majordomo B-EST O B-EST
, O O O
which O O O
opened O O O
in O O O
Los B-LOC O B-LOC
Angeles I-LOC O I-LOC
last O O O
year, O O O
is O O O
at O O O
least O O O
half O O O
Korean, B-CUISINE O B-CUISINE
but O O O
the O O O
menu O O O
is O O O
loaded O O O
up O O O
with O O O
other O O O
stuff, O O O
a O O O
lot O O O
of O O O
which O O O
is O O O
big O O O
and O O O
showy O O O
and O O O
seemingly O O O
designed O O O
to O O O
dazzle O O O
the O O O
high O O O
rollers. O O O
It O O O
can O O O
be O O O
hard O O O
to O O O
remember O O O
you're O O O
eating O O O
galbi-jjim B-DISH O B-DISH
after I-DISH O O
a O O O
server O O O
buries O O O
it O O O
beneath O O O
a O O O
tableside O O O
avalanche O O O
of O O O
shaved O O O
raclette. B-FOOD O O
Eunjo O O O
Park, O O O
Kawi's B-EST O O
executive O O O
chef, O O O
avoids O O O
this O O O
type O O O
of O O O
distraction. O O O
This O O O
is O O O
lucky, O O O
because O O O
she O O O
makes O O O
food O O O
that O O O
you O O O
want O O O
to O O O
concentrate O O O
on. O O O
Before O O O
joining O O O
the O O O
Momofuku B-EST O O
stable, O O O
she O O O
worked O O O
in O O O
the O O O
formal O O O
and O O O
highly O O O
fastidious O O O
kitchens O O O
of O O O
Daniel O O O
, O O O
Le B-EST O O
Bec-Fin I-EST O O
and O O O
Per B-EST O O
Se I-EST O O
. O O O
She O O O
later O O O
returned O O O
to O O O
South B-LOC O O
Korea, I-LOC O O
where O O O
she O O O
had O O O
lived O O O
until O O O
she O O O
was O O O
12, O O O
for O O O
advanced O O O
studies O O O
at O O O
the O O O
Seoul B-LOC O O
restaurant O O O
Gaon B-EST O O
and O O O
at O O O
the O O O
kitchen O O O
of O O O
the O O O
Chunjinam B-EST O O
hermitage, O O O
presided O O O
over O O O
by O O O
Jeong O O O
Kwan O O O
, O O O
certainly O O O
the O O O
most O O O
celebrated O O O
cooking O O O
Zen O O O
nun O O O
in O O O
her O O O
country. O O O
A O O O
strong O O O
interest O O O
in O O O
tradition O O O
marks O O O
Ms. O O O
Park's O O O
food O O O
at O O O
Kawi. B-EST O O
Her O O O
dishes O O O
are O O O
set O O O
apart O O O
from O O O
versions O O O
you O O O
may O O O
have O O O
had O O O
before O O O
by O O O
the O O O
exactitude O O O
of O O O
the O O O
technique O O O
and O O O
the O O O
quality O O O
of O O O
the O O O
ingredients. O O O
One O O O
section O O O
of O O O
her O O O
menu O O O
is O O O
turned O O O
over O O O
to O O O
kimbap, B-FOOD O O
those O O O
wide, O O O
nori-wrapped B-FOOD O O
sushi B-FOOD O O
rolls I-FOOD O O
often O O O
spotted O O O
at O O O
salad O O O
bars, O O O
languishing O O O
under O O O
plastic O O O
wrap. O O O
Most O O O
kimbap B-FOOD O O
is O O O
designed O O O
to O O O
be O O O
portable, O O O
filling O O O
and O O O
inexpensive. O O O
Ms. O O O
Park's O O O
kimbap, B-FOOD O O
on O O O
the O O O
other O O O
hand, O O O
is O O O
built O O O
for O O O
pleasure. O O O
She O O O
has O O O
a O O O
pickled B-DISH O O
vegetable I-DISH O O
kimbap I-DISH O O
on O O O
the O O O
lunch O O O
menu O O O
that O O O
is O O O
truly O O O
exciting; O O O
you O O O
are O O O
meant O O O
to O O O
dip O O O
it O O O
in O O O
a O O O
dark O O O
liquid O O O
that O O O
tastes O O O
a O O O
bit O O O
like O O O
soy B-FOOD O O
sauce I-FOOD O O
but O O O
is O O O
made O O O
with O O O
beets. B-FOOD O O
The O O O
dinner O O O
menu O O O
brings O O O
kimbap B-DISH O O
filled I-DISH O O
with I-DISH O O
chives, I-DISH O O
