-DOCSTART- -X- -X- -X-
   
How O O O
clam B-FOOD O B-DISH
pizza, I-FOOD O I-DISH
with O O O
all O O O
its O O O
charms, O O O
remained O O O
trapped O O O
in O O O
New B-LOC O B-LOC
Haven I-LOC O I-LOC
for O O O
most O O O
of O O O
a O O O
century O O O
is O O O
a O O O
mystery O O O
that O O O
may O O O
never O O O
be O O O
unraveled. O O O
At O O O
least O O O
it O O O
has O O O
escaped O O O
now. O O O
For O O O
the O O O
past O O O
decade O O O
or O O O
so, O O O
Frank B-EST O B-EST
Pepe I-EST O I-EST
Pizzeria I-EST O I-EST
Napoletana I-EST O I-EST
, O O O
the O O O
93-year-old O O O
establishment O O O
said O O O
to O O O
have O O O
invented O O O
the O O O
regional O O O
delicacy, O O O
has O O O
been O O O
exporting O O O
it O O O
to O O O
its O O O
other O O O
branches O O O
in O O O
Connecticut, B-LOC O B-LOC
New B-LOC O B-LOC
York, I-LOC O I-LOC
Massachusetts B-LOC O B-LOC
and O O O
Rhode B-LOC O B-LOC
Island. I-LOC O I-LOC
There O O O
is O O O
also O O O
a O O O
small O O O
cult O O O
of O O O
the O O O
clam B-FOOD O B-DISH
pie I-FOOD O I-DISH
among O O O
New B-LOC O O
York I-LOC O O
pizzaioli. O O O
It O O O
has O O O
become O O O
a O O O
fixture O O O
at O O O
Lombardi's B-EST O B-EST
and O O O
some O O O
Staten B-LOC O B-LOC
Island I-LOC O I-LOC
pizzerias, B-TYPE O B-TYPE
as O O O
well O O O
as O O O
inspiring O O O
lovingly O O O
considered O O O
tributes O O O
at O O O
Pasquale B-EST O B-EST
Jones I-EST O I-EST
, O O O
Motorino B-EST O B-EST
and O O I-EST
the B-EST O I-EST
Clam I-EST O I-EST
. O O O
I O O O
have O O O
eaten O O O
most O O O
of O O O
them, O O O
and O O O
happily, O O O
but O O O
on O O O
a O O O
recent O O O
trip O O O
to O O O
Connecticut B-LOC O B-LOC
I O O O
was O O O
led O O O
to O O O
what O O O
I O O O
now O O O
realize O O O
is O O O
the O O O
clam B-FOOD O B-DISH
pie I-FOOD O I-DISH
against O O O
which O O O
all O O O
others O O O
should O O O
be O O O
measured. O O O
It O O O
is O O O
baked O O O
at O O O
Zuppardi's B-EST O B-EST
Apizza I-EST O I-EST
in O O O
the O O O
city O O O
of O O O
West B-LOC O B-LOC
Haven. I-LOC O I-LOC
Unlike O O O
the O O O
coal O O O
ovens O O O
used O O O
to O O O
fire O O O
New B-LOC O B-LOC
Haven's I-LOC O I-LOC
more O O O
famous O O O
"abeetz," B-FOOD O O
to O O O
use O O O
the O O O
Connecticut-Neapolitan O O O
dialect, O O O
the O O O
ovens O O O
at O O O
Zuppardi's O O B-LOC
are O O O
fired O O O
by O O O
gas. O O O
As O O O
a O O O
result, O O O
Zuppardi's B-EST O B-LOC
pies B-FOOD O O
are O O O
not O O O
nearly O O O
as O O O
blackened O O O
as O O O
the O O O
ones O O O
from O O O
Pepe's, B-EST O B-LOC
but O O O
the O O O
crust B-FOOD O O
still O O O
bulges O O O
with O O O
air O O O
pockets O O O
and O O O
emerges O O O
with O O O
a O O O
pleasingly O O O
dry, O O O
thin O O O
and O O O
crackery O O O
crunch. O O O
[ O O O
Learn O O O
how O O O
to O O O
make O O O
pizza B-FOOD O O
at O O O
home O O O
with O O O
this O O O
guide O O O
from O O O
NYT O O O
Cooking. O O O
] O O O
Zuppardi's B-EST O B-LOC
tops O O O
its O O O
clam B-FOOD O B-DISH
pizza I-FOOD O I-DISH
(market O O O
price, O O O
typically O O O
$32.45 O O O
for O O O
a O O O
medium O O O
pie) B-FOOD O O
with O O O
fresh O O B-FOOD
garlic, B-FOOD O I-FOOD
olive B-FOOD O B-FOOD
oil, I-FOOD O I-FOOD
dried B-FOOD O B-FOOD
oregano, I-FOOD O I-FOOD
cracked B-FOOD O B-FOOD
red I-FOOD O I-FOOD
pepper I-FOOD O I-FOOD
and O O O
littlenecks. B-FOOD O B-FOOD
Smaller O O O
clams B-FOOD O B-FOOD
may O O O
be O O O
opaque O O O
when O O O
they O O O
reach O O O
the O O O
table. O O O
Larger O O O
specimens O O O
will O O O
be O O O
just O O O
warmed O O O
through. O O O
All O O O
will O O O
taste O O O
as O O O
if O O O
they O O O
had O O O
just O O O
been O O O
shucked, O O O
as O O O
in O O O
fact O O O
they O O O
were. O O O
Opening O O O
clams B-FOOD O B-FOOD
to O O O
order O O O
means O O O
that O O O
the O O O
clam B-DISH O B-DISH
pizza I-DISH O I-DISH
takes O O O
longer O O O
than O O O
Zuppardi's B-EST O B-EST
other O O O
specialties, O O O
like O O O
the O O O
plain B-DISH O B-DISH
pie I-DISH O I-DISH
(tomato B-FOOD O B-FOOD
sauce, I-FOOD O I-FOOD
grated B-FOOD O B-FOOD
cheese, I-FOOD O I-FOOD
no O O O
mozzarella), B-FOOD O O
itself O O O
worth O O O
a O O O
detour O O O
from O O O
Interstate B-LOC O O
95, I-LOC O O
which O O O
rumbles O O O
by O O O
about O O O
a O O O
cherrystone's O O O
throw O O O
away. O O O
Zuppardi's B-EST O B-EST
Apizza, I-EST O I-EST
179 B-LOC O O
Union I-LOC O O
Avenue I-LOC O O
(Main I-LOC O O
Street), I-LOC O O
West I-LOC O O
Haven, I-LOC O O
Conn.; I-LOC O O
203-934-1949; O O O
zuppardisapizza.com O O O
. O O O
Follow O O O
NYT O O O
Food O O O
on O O O
Twitter O O O
and O O O
NYT O O O
Cooking O O O
on O O O
Instagram O O O
, O O O
Facebook O O O
, O O O
YouTube O O O
and O O O
Pinterest O O O
. O O O
Get O O O
regular O O O
updates O O O
from O O O
NYT O O O
Cooking, O O O
with O O O
recipe O O O
suggestions, O O O
cooking O O O
tips O O O
and O O O
shopping O O O
advice O O O
. O O O
   
   
