-DOCSTART- -X- -X- -X-
   
Can O O O
anybody O O O
who O O O
has O O O
to O O O
think O O O
about O O O
the O O O
price O O O
of O O O
groceries O O O
still O O O
keep O O O
up O O O
with O O O
the O O O
sushi B-FOOD B-FOOD O
scene O O O
in O O O
New B-LOC B-LOC O
York? I-LOC I-LOC O
Just O O O
in O O O
the O O O
past O O O
year O O O
we've O O O
gotten O O O
at O O O
least O O O
five O O O
omakase-only B-EST B-TYPE O
sanctuaries O O O
-- O O O
Sushi B-EST B-EST O
Noz, I-EST I-EST O
Sushi B-EST B-EST O
Amane, I-EST I-EST O
Noda, B-EST B-EST O
Shoji B-EST B-EST O
at O I-EST O
69 B-LOC I-EST O
Leonard I-LOC I-EST O
Street I-LOC I-EST O
and O O O
Ichimura B-EST B-EST O
at I-EST I-EST O
Uchu I-EST I-EST O
-- O O O
where O O O
the O O O
price O O O
of O O O
a O O O
meal, O O O
before O O O
drinks O O O
and O O O
tax, O O O
is O O O
somewhere O O O
between O O O
$250 O O O
and O O O
$300. O O O
If O O O
you O O O
were O O O
already O O O
inclined O O O
to O O O
think O O O
that O O O
the O O O
Japanese B-CUISINE B-CUISINE O
seafood B-FOOD B-FOOD O
game, O O O
like O O O
so O O O
many O O O
other O O O
things O O O
in O O O
Manhattan, B-LOC B-LOC O
is O O O
rigged O O O
in O O O
favor O O O
of O O O
the O O O
robber O O O
barons, O O O
these O O O
restaurants O O O
won't O O O
change O O O
your O O O
mind. O O O
But O O O
the O O O
next O O O
time O O O
you O O O
despair O O O
of O O O
ever O O O
tasting O O O
another O O O
slice O O O
of O O O
yellowtail, B-FOOD B-FOOD O
I'd O O O
suggest O O O
dropping O O O
into O O O
an O O O
izakaya B-TYPE B-TYPE O
called O O O
Wokuni B-EST B-EST O
for O O O
lunch O O O
or O O O
dinner. O O O
A O O O
short O O O
detour O O O
from O O O
Grand B-LOC B-LOC O
Central I-LOC I-LOC O
Terminal, I-LOC I-LOC O
it O O O
has O O O
been O O O
in O O O
business O O O
since O O O
October. O O O
So O O O
far O O O
it O O O
has O O O
not O O O
drawn O O O
