-DOCSTART- -X- -X- -X-
   
I O O O
was O O O
drinking O O O
gin B-FOOD B-FOOD O
and O O O
pineapple O O O
juice O O O
at O O O
the O O O
bar O O O
of O O O
Gabriel O O O
Stulman's O O O
newest O O O
restaurant, O O O
Simon O O O
& O O O
the O O O
Whale O O O
, O O O
and O O O
tasting O O O
folds O O O
of O O O
tongue O O O
pastrami O O O
laid O O O
over O O O
caramelized O O O
cauliflower, O O O
a O O O
combination O O O
that O O O
paid O O O
off O O O
against O O O
long O O O
odds, O O O
when O O O
applause O O O
broke O O O
out O O O
by O O O
the O O O
entrance. O O O
I O O O
hadn't O O O
heard O O O
anyone O O O
drop O O O
a O O O
glass O O O
or O O O
sing O O O
"Happy O O O
Birthday," O O O
so O O O
I O O O
asked O O O
the O O O
woman O O O
next O O O
to O O O
me, O O O
who O O O
had O O O
eaten O O O
there O O O
three O O O
or O O O
four O O O
times O O O
already, O O O
if O O O
she O O O
knew O O O
what O O O
the O O O
sudden O O O
ovation O O O
was O O O
about. O O O
"Have O O O
you O O O
been O O O
to O O O
Gabe's O O O
other O O O
places?" O O O
she O O O
asked. O O O
"They O O O
like O O O
to O O O
clap O O O
for O O O
people." O O O
I O O O
hadn't O O O
noticed O O O
that, O O O
but O O O
there O O O
were O O O
other O O O
Stulman O O O
touches O O O
that O O O
had O O O
been O O O
transferred O O O
from O O O
Bar O O O
Sardine, O O O
Jeffrey's O O O
Grocery O O O
, O O O
Fedora O O O
and O O O
Joseph O O O
Leonard O O O
to O O O
Simon O O O
& O O O
the O O O
Whale O O O
when O O O
it O O O
opened O O O
in O O O
February. O O O
Case O O O
studies O O O
in O O O
how O O O
to O O O
maximize O O O
miniature O O O
spaces, O O O
they O O O
are O O O
intimate O O O
neighborhood O O O
hangouts O O O
with O O O
elevator-size O O O
kitchens O O O
where O O O
the O O O
food O O O
and O O O
cocktails O O O
are O O O
more O O O
interesting O O O
than O O O
ought O O O
to O O O
be O O O
achievable O O O
under O O O
such O O O
conditions. O O O
It's O O O
a O O O
genre O O O
Mr. O O O
Stulman O O O
understands O O O
as O O O
well O O O
as O O O
anybody O O O
in O O O
the O O O
city. O O O
With O O O
76 O O O
seats O O O
in O O O
the O O O
new O O O
Freehand O O O
hotel O O O
on O O O
East O O O
23rd O O O
Street, O O O
Simon O O O
& O O O
the O O O
Whale O O O
isn't O O O
one O O O
of O O O
those. O O O
It's O O O
an O O O
Army O O O
mess O O O
hall O O O
by O O O
the O O O
standards O O O
of O O O
Mr. O O O
Stulman's O O O
Happy O O O
Cooking O O O
Hospitality O O O
group. O O O
But O O O
the O O O
design O O O
