-DOCSTART- -X- -X- -X-
   
One O O O
of O O O
the O O O
ways O O O
people O O O
pretend O O O
to O O O
be O O O
sophisticated O O O
about O O O
restaurants O O O
these O O O
days O O O
is O O O
by O O O
claiming O O O
that O O O
the O O O
New B-LOC B-LOC O
York I-LOC I-LOC O
City I-LOC I-LOC O
dining O O O
scene O O O
has O O O
lost O O O
its O O O
edge. O O O
The O O O
sheer O O O
number O O O
of O O O
restaurants O O O
in O O O
the O O O
city O O O
-- O O O
about O O O
27,000, O O O
according O O O
to O O O
the O O O
health O O O
inspectors O O O
-- O O O
makes O O O
the O O O
argument O O O
absurd. O O O
How O O O
many O O O
of O O O
them O O O
are O O O
slipping? O O O
All O O O
of O O O
them? O O O
Just O O O
the O O O
first O O O
20,000 O O O
or O O O
so? O O O
In O O O
reality, O O O
people O O O
who O O O
gripe O O O
about O O O
the O O O
state O O O
of O O O
New B-LOC B-LOC O
York I-LOC I-LOC O
restaurants I-LOC O O
are O O O
usually O O O
talking O O O
about O O O
a O O O
sliver O O O
of O O O
a O O O
slice O O O
of O O O
a O O O
fraction, O O O
probably O O O
around O O O
50 O O O
places O O O
whose O O O
names O O O
are O O O
in O O O
steady O O O
circulation, O O O
with O O O
the O O O
newest O O O
weighing O O O
most O O O
heavily O O O
in O O O
the O O O
results. O O O
The O O O
number O O O
of O O O
really O O O
good O O O
ones O O O
is O O O
higher O O O
than O O O
anyone O O O
can O O O
count. O O O
Places O O O
that O O O
other O O O
cities O O O
would O O O
brag O O O
about O O O
get O O O
lost O O O
in O O O
the O O O
crowd O O O
here. O O O
The O O O
chef O O O
Günther O O O
Seeger, O O O
for O O O
instance, O O O
was O O O
a O O O
national O O O
star O O O
when O O O
he O O O
cooked O O O
in O O O
Atlanta. B-LOC B-LOC O
The O O O
tasting-menu O O O
restaurant O O O
he O O O
opened O O O
in O O O
the O O O
West B-LOC B-LOC O
Village I-LOC I-LOC O
three O O O
years O O O
ago O O O
should O O O
have O O O
been O O O
a O O O
major O O O
destination, O O O
especially O O O
after O O O
he O O O
dropped O O O
the O O O
prices. O O O
Mr. O O O
Seeger O O O
can O O O
make O O O
ingredients O O O
bend O O O
to O O O
his O O O
will O O O
almost O O O
without O O O
touching O O O
them. O O O
His O O O
cooking O O O
outshone O O O
that O O O
of O O O
some O O O
of O O O
the O O O
city's O O O
more O O O
famous O O O
chefs, O O O
who O O O
whip O O O
their O O O
ingredients O O O
harder O O O
with O O O
far O O O
less O O O
payoff. O O O
Yet O O O
he O O O
struggled O O O
to O O O
put O O O
Günther B-EST B-EST O
Seeger I-EST I-EST O
NY I-EST I-EST O
on O O O
the O O O
map. O O O
I O O O
reviewed O O O
it, O O O
but O O O
some O O O
other O O O
critics O O O
didn't, O O O
and O O O
by O O O
the O O O
time O O O
it O O O
closed, O O O
last O O O
month, O O O
Chris O O O
Crowley O O O
of O O O
Grub B-EST O O
Street I-EST O O
wrote I-EST O O
, O O O
"it O O O
wasn't O O O
a O O O
restaurant O O O
you O O O
heard O O O
a O O O
lot O O O
of O O O
food O O O
geeks O O O
talk O O O
about." O O O
Mr. O O O
Seeger O O O
complained O O O
to O O O
one O O O
acquaintance O O O
that O O O
he O O O
couldn't O O O
even O O O
get O O O
on O O O
a O O O
list O O O
of O O O
New B-LOC B-LOC O
York's I-LOC I-LOC O
100 O O O
best O O O
restaurants. O O O
Of O O O
course, O O O
good O O O
restaurants O O O
fail O O O
everywhere, O O O
but O O O
it's O O O
hard O O O
to O O O
imagine O O O
Mr. O O O
Seeger O O O
vanishing O O O
into O O O
the O O O
crowd O B-LOC O
in O I-LOC O
San B-LOC I-LOC O
Francisco, I-LOC I-LOC O
Chicago B-LOC B-LOC O
or O O O
Los B-LOC B-LOC O
Angeles. I-LOC I-LOC O
Considered O O O
and O O O
rejected, O O O
maybe. O O O
But O O O
overlooked? O O O
Not O O O
likely. O O O
I'm O O O
not O O O
sure O O O
that O O O
any O O O
words O O O
of O O O
mine O O O
could O O O
have O O O
persuaded O O O
the O O O
city O O O
to O O O
cuddle O O O
up O O O
to O O O
Mr. O O O
Seeger, O O O
who O O O
isn't O O O
particularly O O O
cuddly. O O O
But O O O
I O O O
wish O O O
I'd O O O
found O O O
ways O O O
to O O O
remind O O O
New O O O
Yorkers O O O
that O O O
his O O O
breathtakingly O O O
pure O O O
cooking O O O
was O O O
there O O O
to O O O
be O O O
enjoyed O O O
while O O O
that O O O
was O O O
still O O O
true. O O O
Which O O O
brings O O O
