-DOCSTART- -X- -X- -X-
   
It O O O
is O O O
a O O O
safe O O O
guess O O O
that O O O
the O O O
Eastern O O O
European O O O
Jews O O O
who O O O
brought O O O
the O O O
bialy O B-FOOD B-FOOD
from O O O
Bialystok O B-LOC B-LOC
to O O O
New O B-LOC B-LOC
York O I-LOC I-LOC
City, O I-LOC I-LOC
piecing O O O
back O O O
together O O O
the O O O
recipe O O O
for O O O
this O O O
plain O O O
but O O O
beguiling O O O
dimpled O O O
roll O B-FOOD B-FOOD
in O O O
their O O O
new O O O
world O O O
after O O O
fleeing O O O
their O O O
old O O O
one, O O O
did O O O
not O O O
do O O O
it O O O
so O O O
that O O O
one O O O
day O O O
it O O O
could O O O
be O O O
sliced O O O
open O O O
and O O O
stuffed O O O
with O O O
a O O O
New O B-LOC B-LOC
Jersey O I-LOC I-LOC
pork O B-FOOD B-FOOD
sausage O I-FOOD I-FOOD
that O O O
comes O O O
in O O O
a O O O
cloth O O O
sack. O O O
To O O O
be O O O
fair, O O O
this O O O
was O O O
not O O O
the O O O
original O O O
plan O O O
at O O O
Shelsky's O B-EST B-EST
Brooklyn O I-EST I-EST
Bagels O I-EST I-EST
, O O O
either. O O O
The O O O
idea O O O
was O O O
to O O O
serve O O O
pork O B-DISH B-DISH
roll, O I-DISH I-DISH
egg O I-DISH I-DISH
and O I-DISH I-DISH
cheese O I-DISH I-DISH
sandwiches O I-DISH I-DISH
on O O O
a O O O
kaiser O B-FOOD B-FOOD
roll O I-FOOD I-FOOD
or O O O
one O O O
of O O O
the O O O
bakery's O O O
palm-size, O O O
hand-rolled O O O
bagels. O O O
Peter O O O
Shelsky, O O O
the O O O
bakery's O O O
owner, O O O
grew O O O
up O O O
in O O O
Manhattan, O O O
but O O O
he O O O
knew O O O
that O O O
some O O O
good O O O
things O O O
come O O O
from O O O
New O O O
Jersey, O O O
particularly O O O
pork O O O
roll, O O O
which O O O
he O O O
wanted O O O
to O O O
sell O O O
in O O O
the O O O
mornings. O O O
Also O O O
known O O O
as O O O
Taylor O O O
ham, O O O
pork O O O
roll O O O
is O O O
a O O O
cured, O O O
smoked O O O
and O O O
cooked O O O
meat O O O
product O O O
that O O O
has O O O
the O O O
tightly O O O
pebbled O O O
appearance O O O
of O O O
engineered O O O
stone, O O O
like O O O
a O O O
Corian O O O
countertop O O O
made O O O
of O O O
flesh. O O O
Pressing O O O
sliced O O O
pork O O O
roll O O O
on O O O
a O O O
hot O O O
griddle O O O
intensifies O O O
its O O O
saltiness O O O
while O O O
giving O O O
it O O O
a O O O
hint O O O
of O O O
a O O O
crust O O O
that O O O
contrasts O O O
attractively O O O
with O O O
the O O O
slightly O O O
spongy O O O
interior. O O O
Griddled O O O
pork O O O
roll, O O O
combined O O O
with O O O
a O O O
cooked O O O
egg O O O
and O O O
a O O O
slice O O O
of O O O
American O O O
cheese, O O O
is O O O
eaten O O O
across O O O
New O O O
Jersey O O O
as O O O
a O O O
breakfast O O O
sandwich. O O O
Usually O O O
it O O O
is O O O
found O O O
on O O O
a O O O
kaiser O O O
roll. O O O
Sometimes O O O
it O O O
is O O O
seen O O O
on O O O
a O O O
bagel. O O O
But O O O
some O O O
Shelsky's O O O
customers O O O
requested O O O
it O O O
on O O O
a O O O
freshly O O O
baked O O O
bialy, O O O
and O O O
others O O O
followed, O O O
and O O O
now O O O
pork O O O
roll O O O
sandwiches O O O
made O O O
on O O O
bialys O O O
are O O O
nearly O O O
as O O O
popular O O O
as O O O
the O O O
ones O O O
made O O O
on O O O
rolls, O O O
with O O O
bagels O O O
a O O O
distant O O O
third. O O O
The O O O
bialy O O O
might O O O
have O O O
been O O O
custom-made O O O
for O O O
the O O O
job, O O O
particularly O O O
the O O O
ones O O O
at O O O
Shelsky's, O O O
which O O O
are O O O
baked O O O
to O O O
a O O O
darker O O O
brown, O O O
their O O O
thumbprint O O O
divots O O O
filled O O O
with O O O
a O O O
more O O O
robustly O O O
caramelized O O O
onion O O O
confit, O O O
than O O O
garden-variety O O O
bialys. O O O
Both O O O
traits O O O
are O O O
intensified O O O
if O O O
you O O O
have O O O
the O O O
bialy O O O
thoroughly O O O
toasted, O O O
as O O O
the O O O
person O O O
behind O O O
the O O O
counter O O O
will O O O
almost O O O
certainly O O O
recommend. O O O
Follow O O O
NYT O O O
Food O O O
on O O O
Twitter O O O
and O O O
NYT O O O
Cooking O O O
on O O O
Instagram O O O
, O O O
Facebook O O O
and O O O
Pinterest O O O
. O O O
Get O O O
regular O O O
updates O O O
from O O O
NYT O O O
Cooking, O O O
with O O O
recipe O O O
suggestions, O O O
cooking O O O
tips O O O
and O O O
shopping O O O
advice O O O
. O O O
   
   
