-DOCSTART- -X- -X- -X-
   
I'm O O O
starting O O O
to O O O
think O O O
the O O O
American O O O
cult O O O
of O O O
chef O O O
worship O O O
may O O O
really O O O
be O O O
on O O O
the O O O
way O O O
out. O O O
At O O O
the O O O
very O O O
least, O O O
it O O O
has O O O
paused O O O
to O O O
catch O O O
its O O O
breath. O O O
Since O O O
the O O O
seven-story O O O
food O O O
court O O O
in O O O
Hudson B-LOC O B-LOC
Yards I-LOC O I-LOC
was O O O
unveiled O O O
last O O O
month, O O O
the O O O
public O O O
reaction O O O
has O O O
been O O O
somewhere O O O
between O O O
shrug O O O
and O O O
ugh. O O O
Attitudes O O O
may O O O
improve O O O
as O O O
visitors O O O
eat O O O
their O O O
way O O O
to O O O
the O O O
top O O O
floor. O O O
So O O O
far, O O O
though, O O O
the O O O
response O O O
hasn't O O O
come O O O
close O O O
to O O O
matching O O O
the O O O
greeting O O O
bestowed O O O
on O O O
the O O O
restaurants O O O
at O O O
Time B-FOOD O B-LOC
Warner I-FOOD O I-LOC
Center I-FOOD O I-LOC
in O O O
2004, O O O
even O O O
though O O O
the O O O
project O O O
represents O O O
the O O O
same O O O
basic O O O
idea O O O
executed O O O
by O O O
the O O O
same O O O
developer O O O
with O O O
at O O O
least O O O
one O O O
of O O O
the O O O
same O O O
chefs, O O O
Thomas O O O
Keller O O O
. O O O
Even O O O
more O O O
striking O O O
has O O O
been O O O
the O O O
low-key O O O
reception O O O
to O O O
Rocco O O O
DiSpirito's O O O
return. O O O
Late O O O
last O O O
year O O O
Mr. O O O
DiSpirito O O O
took O O O
over O O O
the O O O
kitchen O O O
at O O O
Standard B-EST O B-EST
Grill I-EST O I-EST
in O O O
the O O O
meatpacking B-LOC O B-LOC
district. I-LOC O I-LOC
At O O O
one O O O
point, O O O
when O O O
he O O O
was O O O
the O O O
chef O O O
at O O O
both O O O
Union B-EST O B-EST
Pacific I-EST O I-EST
and O O O
Rocco's B-EST O B-EST
on I-EST O I-EST
22nd I-EST O I-EST
while O O O
starring O O O
in O O O
a O O O
television O O O
show, O O O
he O O O
was O O O
arguably O O O
the O O O
most O O O
famous O O O
chef O O O
in O O O
the O O O
country. O O O
Then O O O
both O O O
places O O O
closed, O O O
and O O O
the O O O
show O O O
was O O O
canceled. O O O
Mr. O O O
DiSpirito O O O
has O O O
not O O O
been O O O
in O O O
charge O O O
of O O O
a O O O
restaurant O O O
since O O O
George O O O
W. O O O
Bush O O O
was O O O
in O O O
the O O O
White O O O
House. O O O
For O O O
that O O O
matter, O O O
it O O O
has O O O
been O O O
some O O O
years O O O
since O O O
Standard B-EST O B-EST
Grill I-EST O I-EST
itself O O O
has O O O
done O O O
anything O O O
noteworthy. O O O
In O O O
2009, O O O
when O O O
it O O O
was O O O
new O O O
and O O O
Dan O O O
Silverman O O O
was O O O
the O O O
chef, O O O
I O O O
reviewed O O O
it, O O O
gave O O O
it O O O
one O O O
star O O O
and O O O
then O O O
lost O O O
track O O O
of O O O
it. O O O
In O O O
other O O O
words, O O O
the O O O
selection O O O
of O O O
Mr. O O O
DiSpirito O O O
did O O O
not O O O
just O O O
come O O O
out O O O
of O O O
left O O O
field. O O O
It O O O
came O O O
from O O O
the O O O
weeds O O O
across O O O
the O O O
street O O O
from O O O
the O O O
parking O O O
lot O O O
behind O O O
left O O O
field. O O O
For O O O
surprise O O O
value O O O
alone, O O O
it O O O
should O O O
have O O O
been O O O
one O O O
of O O O
the O O O
year's O O O
most O O O
buzzed-about O O O
news O O O
items. O O O
But O O O
the O O O
trumpets O O O
have O O O
been O O O
muted, O O O
and O O O
the O O O
back O O O
handsprings O O O
seem O O O
to O O O
lack O O O
a O O O
certain O O O
bounce. O O O
This, O O O
at O O O
least, O O O
is O O O
the O O O
view O O O
from O O O
outside O O O
the O O O
restaurant. O O O
Once O O O
you're O O O
sitting O O O
at O O O
one O O O
of O O O
the O O O
tables O O O
-- O O O
newly O O O
topped O O O
with O O O
leather O O O
pads O O O
in O O O
a O O O
major O O O
retrofitting O O O
that O O O
has O O O
made O O O
the O O O
dining O O O
room O O O
look O O O
like O O O
an O O O
expensive O O O
cabaret, O O O
blue O O O
velvet O O O
and O O O
all O O O
-- O O O
you O O O
will O O O
hear O O O
quite O O O
a O O O
lot O O O
of O O O
talk O O O
about O O O
Mr. O O O
DiSpirito, O O O
or O O O
as O O O
they O O O
call O O O
him O O O
here, O O O
Chef O O O
Rocco. O O O
Chef O O O
Rocco, O O O
you O O O
learn, O O O
conceived O O O
each O O O
dish O O O
on O O O
the O O O
menu O O O
so O O O
that O O O
it O O O
can O O O
be O O O
eaten O O O
by O O O
one O O O
person O O O
or O O O
shared O O O
with O O O
others. O O O
No, O O O
I O O O
didn't O O O
believe O O O
it O O O
at O O O
first, O O O
either, O O O
but O O O
apparently O O O
it's O O O
true: O O O
Rocco O O O
DiSpirito O O O
invented O O O
food. O O O
There O O O
is O O O
also O O O
something O O O
that O O O
servers O O O
call O O O
Chef B-DISH O B-DISH
Rocco's I-DISH O I-DISH
Game I-DISH O I-DISH
Changing I-DISH O I-DISH
Toast, I-DISH O I-DISH
although O O O
sometimes O O O
they O O O
shorten O O O
it O O O
to O O O
Rocco's B-DISH O B-DISH
Game I-DISH O I-DISH
Changing I-DISH O I-DISH
or O O O
simply O O O
Game B-DISH O B-DISH
Changing, I-DISH O I-DISH
as O O O
in O O O
"Here's O O O
a O O O
little O O O
more O O O
Game B-DISH O B-DISH
Changing I-DISH O I-DISH
for O O O
you." O O O
The O O O
item O O O
in O O O
question O O O
is O O O
a O O O
toasted, O O O
cracker-thin O O O
slice O O O
of O O O
bread B-FOOD O B-FOOD
made O O O
of O O O
nuts, B-FOOD O B-FOOD
oats, B-FOOD O B-FOOD
seeds B-FOOD O B-FOOD
and O O O
psyllium-seed B-FOOD O B-FOOD
husks I-FOOD O I-FOOD
held O O O
together O O O
without O O O
benefit O O O
of O O O
wheat B-FOOD O O
flour. I-FOOD O O
Like O O O
nearly O O O
everything O O O
on O O O
the O O O
menu, O O O
it O O O
is O O O
free B-DIET O O
of I-DIET O O
gluten. I-DIET O O
Being O O O
mostly O O O
made O O O
of O O O
browned B-FOOD O B-FOOD
nuts, I-FOOD O I-FOOD
it O O O
is O O O
also O O O
delicious. O O O
Whether O O O
it O O O
is O O O
truly O O O
Rocco's O O O
is O O O
up O O O
for O O O
debate. O O O
It O O O
seems O O O
to O O O
strongly O O O
resemble O O O
the O O O
Life-Changing B-DISH O B-DISH
Loaf I-DISH O I-DISH
of I-DISH O I-DISH
Bread I-DISH O I-DISH
recipe O O O
that O O O
Sarah O O O
Britton O O O
published O O O
on O O O
her O O O
blog, O O O
"My O O O
New O O O
Roots," O O O
in O O O
2013, O O O
and O O O
that O O O
appeared O O O
on O O O
another O O O
blog O O O
two O O O
years O O O
later, O O O
with O O O
minor O O O
changes, O O O
as O O O
Game B-DISH O B-DISH
Changing I-DISH O I-DISH
Nut I-DISH O I-DISH
& I-DISH O I-DISH
Seed I-DISH O I-DISH
Bread I-DISH O I-DISH
. O O O
It's O O O
one O O O
of O O O
the O O O
items O O O
that O O O
reflect O O O
Mr. O O O
DiSpirito's O O O
recent O O O
obsession O O O
with O O O
nutrient-dense O O O
dietary O O O
supplements O O O
, O O O
although O O O
the O O O
way O O O
it O O O
keeps O O O
coming O O O
up O O O
in O O O
the O O O
servers' O O O
patter O O O
makes O O O
you O O O
wonder O O O
if O O O
Mr. O O O
