-DOCSTART- -X- -X- -X-
   
There O O O
is O O O
a O O O
good O O O
case O O O
to O O O
be O O O
made O O O
for O O O
not O O O
reviewing O O O
the O O O
newly O O O
relocated O O O
Four B-EST B-EST O
Seasons I-EST I-EST O
Restaurant I-EST I-EST O
at O O O
all O O O
but O O O
just O O O
leaving O O O
it O O O
on O O O
the O O O
slush O O O
pile, O O O
and O O O
that O O O
case O O O
can O O O
be O O O
found O O O
in O O O
court O O O
records O O O
involving O O O
Julian O O O
Niccolini. O O O
Mr. O O O
Niccolini O O O
has O O O
operated O O O
the O O O
restaurant O O O
with O O O
Alex O O O
von O O O
Bidder O O O
since O O O
the O O O
mid-1990s, O O O
first O O O
at O O O
its O O O
original O O O
home O O O
in O O O
the O O O
Seagram B-LOC B-LOC O
Building I-LOC I-LOC O
and O O O
now, O O O
after O O O
a O O O
two-year O O O
hiatus, O O O
in O O O
a O O O
smaller O O O
berth O O O
on O O O
the O O O
other O O O
side O O O
of O O O
Park B-LOC B-LOC O
Avenue. I-LOC I-LOC O
Over O O O
that O O O
time, O O O
he O O O
has O O O
frequently O O O
been O O O
celebrated O O O
for O O O
his O O O
charm. O O O
Less O O O
frequently, O O O
he O O O
has O O O
been O O O
a O O O
defendant O O O
in O O O
civil O O O
and O O O
criminal O O O
actions O O O
arising O O O
from O O O
things O O O
he O O O
was O O O
accused O O O
of O O O
having O O O
done O O O
to O O O
women O O O
inside O O O
the O O O
restaurant. O O O
In O O O
1991, O O O
one O O O
of O O O
his O O O
waitresses O O O
sued O O O
Mr. O O O
Niccolini O O O
and O O O
the O O O
Four O B-EST O
Seasons O I-EST O
, O O O
citing O O O
sexual O O O
harassment. O O O
She O O O
claimed O O O
that O O O
for O O O
more O O O
than O O O
three O O O
years O O O
he O O O
had O O O
repeatedly O O O
rubbed O O O
up O O O
against O O O
her, O O O
told O O O
her O O O
in O O O
vulgar O O O
terms O O O
about O O O
his O O O
sexual O O O
urges O O O
and O O O
called O O O
her O O O
"slut," O O O
"lesbian" O O O
and O O O
other O O O
things. O O O
Mr. O O O
Niccolini O O O
denied O O O
the O O O
charges. O O O
In O O O
2014, O O O
a O O O
former O O O
assistant O O O
manager O O O
filed O O O
suit O O O
against O O O
Mr. O O O
Niccolini O O O
, O O O
Mr. O O O
von O O O
Bidder O O O
and O O O
the O O O
Four O B-EST O
Seasons, O I-EST O
alleging O O O
discrimination. O O O
The O O O
ex-manager O O O
said O O O
that O O O
after O O O
she O O O
returned O O O
from O O O
a O O O
maternity O O O
leave, O O O
the O O O
restaurant O O O
made O O O
it O O O
difficult O O O
for O O O
her O O O
to O O O
pump O O O
breast B-FOOD O O
milk I-FOOD O O
during O O O
work O O O
hours O O O
and, O O O
about O O O
three O O O
months O O O
later, O O O
fired O O O
her O O O
and O O O
replaced O O O
her O O O
with O O O
a O O O
man. O O O
In O O O
a O O O
response O O O
filed O O O
with O O O
the O O O
court, O O O
the O O O
defendants O O O
denied O O O
the O O O
allegations. O O O
Both O O O
suits O O O
were O O O
settled O O O
under O O O
terms O O O
that O O O
have O O O
not O O O
been O O O
divulged. O O O
In O O O
2015, O O O
Mr. O O O
Niccolini O O O
was O O O
arrested O O O
on O O O
a O O O
felony O O O
charge O O O
of O O O
sexual O O O
abuse. O O O
According O O O
to O O O
a O O O
prosecutor, O O O
he O O O
had O O O
attacked O O O
a O O O
woman O O O
at O O O
the O O O
Four B-EST B-EST O
Seasons I-EST I-EST O
bar I-EST O O
"with O O O
such O O O
force O O O
that O O O
he O O O
ripped O O O
her O O O
bra O O O
open O O O
and O O O
caused O O O
significant O O O
scratch O O O
marks O O O
on O O O
her O O O
back O O O
and O O O
bruising O O O
on O O O
her O O O
hip." O O O
After O O O
pleading O O O
guilty O O O
the O O O
following O O O
year O O O
to O O O
a O O O
reduced O O O
charge O O O
of O O O
misdemeanor O O O
assault, O O O
Mr. O O O
Niccolini O O O
was O O O
given O O O
a O O O
"conditional O O O
discharge," O O O
avoiding O O O
jail. O O O
I O O O
know O O O
people O O O
who O O O
will O O O
never O O O
eat O O O
at O O O
the O O O
Four B-EST B-EST O
Seasons I-EST I-EST O
because O O O
they O O O
don't O O O
want O O O
to O O O
give O O O
Mr. O O O
Niccolini O O O
their O O O
money. O O O
I O O O
understand O O O
this. O O O
I O O O
also O O O
know O O O
people O O O
in O O O
the O O O
food O O O
media O O O
who O O O
think O O O
the O O O
Four B-EST B-EST O
Seasons I-EST I-EST O
should O O O
not O O O
get O O O
any O O O
coverage O O O
as O O O
long O O O
as O O O
Mr. O O O
Niccolini O O O
owns O O O
a O O O
piece O O O
of O O O
it. O O O
I O O O
understand O O O
this, O O O
too, O O O
but O O O
it's O O O
not O O O
my O O O
view. O O O
[Julian O O O
Niccolini O O O
has O O O
since O O O
been O O O
forced O O O
to O O O
resign O O O
from O O O
the O O O
restaurant.] O O O
Their O O O
stance O O O
rests, O O O
I O O O
think, O O O
on O O O
the O O O
idea O O O
that O O O
writing O O O
about O O O
powerful O O O
men O O O
who O O O
have O O O
been O O O
accused O O O
of O O O
abusing O O O
women O O O
amounts O O O
to O O O
condoning O O O
the O O O
abuse O O O
and O O O
helping O O O
the O O O
abusers O O O
stay O O O
in O O O
power. O O O
While O O O
it's O O O
true O O O
that O O O
media O O O
attention O O O
is O O O
often O O O
like O O O
oxygen O O O
to O O O
restaurants, O O O
critics O O O
have O O O
the O O O
power O O O
to O O O
tell O O O
a O O O
story O O O
other O O O
than O O O
the O O O
one O O O
the O O O
restaurant O O O
is O O O
pushing. O O O
Even O O O
when O O O
we're O O O
not O O O
writing O O O
a O O O
pan, O O O
a O O O
fair O O O
assessment O O O
often O O O
requires O O O
weaving O O O
shining O O O
threads O O O
with O O O
ugly O O O
ones. O O O
The O O O
ugliest O O O
threads O O O
at O O O
the O O O
Four B-EST B-EST O
Seasons I-EST I-EST O
happen O O O
to O O O
be O O O
ugly O O O
enough O O O
to O O O
make O O O
many O O O
people O O O
stay O O O
away. O O O
But O O O
there O O O
is O O O
beauty O O O
in O O O
the O O O
fabric, O O O
too. O O O
The O O O
Four B-EST B-EST O
Seasons I-EST I-EST O
has O O O
been O O O
a O O O
significant O O O
force O O O
in O O O
dining: O O O
a O O O
pioneer O O O
in O O O
championing O O O
American B-CUISINE B-CUISINE O
ingredients O O O
and O O O
wine; B-FOOD B-FOOD O
an O O O
innovator O O O
in O O O
bringing O O O
contemporary O O O
design O O O
into O O O
the O O O
restaurant O O O
world; O O O
a O O O
cultivator O O O
of O O O
an O O O
eclectic O O O
scene O O O
that O O O
treated O O O
political O O O
power, O O O
financial O O O
success O O O
and O O O
creative O O O
talent O O O
as O O O
coequal O O O
branches O O O
of O O O
a O O O
high O O O
society O O O
that O O O
was O O O
peculiar O O O
to O O O
New B-LOC B-LOC O
York. I-LOC I-LOC O
Most O O O
of O O O
this O O O
happened O O O
some O O O
time O O O
ago. O O O
In O O O
its O O O
last O O O
years O O O
in O O O
the O O O
Seagram B-LOC B-LOC O
Building, I-LOC I-LOC O
the O O O
Four B-EST B-EST O
Seasons I-EST I-EST O
had O O O
become O O O
a O O O
shabby O O O
but O O O
lovely O O O
museum O O O
of O O O
midcentury O O O
architecture O O O
and O O O
design, O O O
with O O O
martinis O B-FOOD O
that O O O
I O O O
didn't O O O
mind O O O
overpaying O O O
for O O O
and O O O
food O O O
that O O O
I O O O
did. O O O
I O O O
was O O O
curious O O O
about O O O
its O O O
new O O O
incarnation, O O O
which O O O
opened O O O
in O O O
August, O O O
and O O O
curiosity O O O
is O O O
as O O O
good O O O
a O O O
reason O O O
as O O O
any O O O
for O O O
a O O O
critic O O O
to O O O
swing O O O
into O O O
action. O O O
If O O O
I O O O
were O O O
writing O O O
the O O O
next O O O
chapter O O O
in O O O
a O O O
long O O O
history, O O O
I'd O O O
mention O O O
how O O O
gracefully O O O
Diego O O O
Garcia O O O
has O O O
grown O O O
into O O O
his O O O
new O O O
job O O O
as O O O
the O O O
restaurant's O O O
chef. O O O
I O O O
enjoyed O O O
Mr. O O O
Garcia's O O O
fish B-FOOD B-TYPE O
cookery O I-TYPE O
at O O O
his O O O
last O O O
restaurant, O O O
a O O O
small, O O O
bare-bones O O O
place O O O
in O O O
Hell's B-LOC B-LOC O
Kitchen I-LOC I-LOC O
called O O O
Gloria B-EST B-EST O
, O O O
but O O O
he O O O
seemed O O O
limited O O O
by O O O
the O O O
kitchen's O O O
size. O O O
He O O O
works O O O
on O O O
a O O O
grander O O O
scale O O O
now, O O O
with O O O
more O O O
expensive O O O
ingredients O O O
and O O O
more O O O
delicate O O O
treatments O O O
that O O O
still O O O
betray O O O
his O O O
creative O O O
streak. O O O
He O O O
roasts O O O
duck B-FOOD B-FOOD O
because O O O
the O O O
Four B-EST B-EST O
Seasons I-EST I-EST O
is O O O
famous O O O
for O O O
it, O O O
and O O O
makes O O O
fresh O O O
pasta B-FOOD B-FOOD O
and O O O
risotto B-DISH B-FOOD O
because O O O
the O O O
captains O O O
in O O O
their O O O
black O O O
jackets O O O
need O O O
some O O O
place O O O
to O O O
shave O O O
all O O O
those O O O
white B-FOOD B-FOOD O
truffles. I-FOOD I-FOOD O
For O O O
all O O O
intents O O O
and O O O
purposes, O O O
though, O O O
he O O O
has O O O
turned O O O
the O O O
Four B-EST B-EST O
Seasons I-EST I-EST O
into O O O
a O O O
seafood B-TYPE B-TYPE O
restaurant, O I-TYPE O
and O O O
a O O O
very O O O
good O O O
one. O O O
It's O O O
not O O O
hard O O O
to O O O
believe O O O
he O O O
was O O O
once O O O
a O O O
sous-chef O O O
at O O O
Le B-EST B-EST O
Bernardin I-EST I-EST O
when O O O
you O O O
taste, O O O
say, O O O
the O O O
raw B-FOOD B-FOOD O
scallop I-FOOD I-FOOD O
slivers O O O
in O O O
citrus B-FOOD B-FOOD O
juices, I-FOOD I-FOOD O
elegantly O O O
equipped O O O
with O O O
tart O O O
apple B-FOOD B-FOOD O
and O O O
caviar, B-FOOD B-FOOD O
or O O O
the O O O
intensely O O O
smooth O O O
chowder B-DISH B-FOOD O
of O O O
tiny, O O O
just-cooked O O O
clams B-FOOD B-FOOD O
in O O O
a O O O
New B-CUISINE B-LOC O
England-style I-CUISINE I-LOC O
cream B-FOOD B-FOOD O
broth I-FOOD I-FOOD O
that's O O O
pale O O O
yellow O O O
with O O O
butterfat. B-FOOD B-FOOD O
He O O O
knows O O O
when O O O
to O O O
show O O O
restraint O O O
and O O O
when O O O
to O O O
go O O O
all O O O
in, O O O
taking O O O
sea-urchin B-DISH B-FOOD O
ravioli I-DISH I-FOOD O
that O O O
are O O O
already O O O
head-spinningly O O O
rich O O O
and O O O
draping O O O
lobes O O O
of O O O
sea B-FOOD B-FOOD O
urchin I-FOOD I-FOOD O
over O O O
them. O O O
Some O O O
of O O O
the O O O
cooking O O O
is O O O
boring O O O
in O O O
the O O O
right O O O
way. O O O
I O O O
don't O O O
want O O O
surprises O O O
in O O O
Dover B-DISH B-DISH O
sole I-DISH I-DISH O
à I-DISH I-DISH O
la I-DISH I-DISH O
meunière, I-DISH I-DISH O
and O O O
I O O O
didn't O O O
get O O O
any. O O O
It O O O
was O O O
flawless. O O O
The O O O
duck B-FOOD B-FOOD O
will O O O
surprise O O O
only O O O
people O O O
who O O O
don't O O O
know O O O
that O O O
duck B-FOOD B-FOOD O
meat I-FOOD I-FOOD O
cooked O O O
to O O O
well-done O O O
bastes O O O
in O O O
its O O O
own O O O
fat O B-FOOD O
until O O O
it O O O
is O O O
almost O O O
a O O O
warm O O O
confit. B-FOOD O O
Other O O O
dishes O O O
were O O O
boring O O O
in O O O
the O O O
usual O O O
sense. O O O
The O O O
mustard B-FOOD B-FOOD O
sauce I-FOOD I-FOOD O
poured O O O
around O O O
the O O O
golden O O O
crab B-DISH B-FOOD O
cake I-DISH I-FOOD O
tasted O O O
like O O O
cream B-FOOD B-FOOD O
that O O O
was O O O
shown O O O
a O O O
picture O O O
of O O O
a O O O
mustard O B-FOOD O
jar. O O O
The O O O
chapter O O O
would O O O
also O O O
depict O O O
the O O O
return O O O
of O O O
Bill O O O
Yosses. O O O
Anybody O O O
who O O O
ate O O O
his O O O
desserts O O O
before O O O
he O O O
disappeared O O O
into O O O
the O O O
White O O O
House O O O
won't O O O
be O O O
surprised O O O
by O O O
how O O O
good O O O
they O O O
are O O O
here. O O O
They O O O
do O O O
have O O O
a O O O
slight O O O
Rip O O O
Van O O O
Winkle O O O
quality, O O O
suggesting O O O
that O O O
Mr. O O O
Yosses O O O
allowed O O O
several O O O
new O O O
waves O O O
in O O O
pastry B-FOOD B-FOOD O
to O O O
pass O O O
him O O O
by, O O O
but O O O
that's O O O
no O O O
criticism. O O O
He O O O
makes O O O
a O O O
better O O O
baba B-DISH B-FOOD O
au I-DISH I-FOOD O
rhum I-DISH I-FOOD O
than O O O
almost O O O
anyone O O O
in O O O
town, O O O
his O O O
chocolate B-DISH B-FOOD O
tart I-DISH I-FOOD O
with I-DISH O O
a I-DISH O O
salted I-DISH O O
stripe I-DISH O O
of I-DISH O O
caramel I-DISH B-FOOD O
is O O O
both O O O
powerful O O O
and O O O
precise, O O O
and O O O
his O O O
hazelnut B-DISH B-FOOD O
financier I-DISH I-FOOD O
balanced O O O
over O O O
roasted B-FOOD B-FOOD O
pears I-FOOD I-FOOD O
is O O O
more O O O
delicious O O O
than O O O
almost O O O
any O O O
almond B-DISH B-FOOD O
financier I-DISH I-FOOD O
you O O O
can O O O
find. O O O
He O O O
has O O O
even O O O
improved O O O
the O O O
restaurant's O O O
signature, O O O
the O O O
Kate O O O
Pierson O O O
beehive O O O
of O O O
cotton B-DISH B-FOOD O
candy I-DISH I-FOOD O
that O O O
sails O O O
out O O O
to O O O
the O O O
tables O O O
of O O O
valued O O O
guests. O O O
(Apparently O O O
I've O O O
joined O O O
that O O O
club.) O O O
This O O O
being O O O
the O O O
Four B-EST B-EST O
Seasons, I-EST I-EST O
the O O O
history O O O
would O O O
have O O O
to O O O
mention O O O
the O O O
new O O O
restaurant's O O O
interior. O O O
It O O O
reminded O O O
me O O O
of O O O
the O O O
old O O O
Philip O O O
Johnson O O O
dining O O O
rooms O O O
without O O O
making O O O
me O O O
sad O O O
to O O O
be O O O
here O O O
instead O O O
of O O O
there, O O O
a O O O
trick O O O
I O O O
had O O O
thought O O O
was O O O
impossible. O O O
The O O O
bronze O O O
bead O O O
curtains O O O
have O O O
transformed O O O
into O O O
strings O O O
of O O O
gilded O O O
glass O O O
baubles; O O O
the O O O
flatware O O O
and O O O
glasses O O O
pay O O O
homage O O O
to O O O
the O O O
vintage O O O
designs O O O
used O O O
at O O O
the O O O
original O O O
restaurant; O O O
and O O O
the O O O
bar O O O
is O O O
once O O O
again O O O
a O O O
four-sided O O O
island O O O
in O O O
the O O O
middle O O O
of O O O
a O O O
lounge. O O O
For O O O
the O O O
first O O O
time O O O
you O O O
can O O O
eat O O O
a O O O
real O O O
meal O O O
there, O O O
while O O O
you O O O
watch O O O
the O O O
Grand O B-LOC O
Central-bound O I-LOC O
commuters O O O
outside O O O
and O O O
the O O O
cotton O B-FOOD O
candy-bound O I-FOOD O
regulars O O O
inside, O O O
generally O O O
a O O O
mature O O O
group O O O
in O O O
tightly O O O
knotted O O O
ties O O O
or O O O
heels O O O
that O O O
echo O O O
down O O O
the O O O
corridor O O O
to O O O
the O O O
dining O O O
room O O O
like O O O
the O O O
ticking O O O
of O O O
a O O O
grandfather O O O
clock. O O O
All O O O
of O O O
this O O O
and O O O
a O O O
generous O O O
budget O O O
(the O O O
prices O O O
are O O O
as O O O
exclusionary O O O
as O O O
ever) O O O
could O O O
make O O O
for O O O
a O O O
few O O O
hours O O O
of O O O
celebratory O O O
sightseeing O O O
of O O O
a O O O
kind O O O
that O O O
is O O O
quickly O O O
disappearing O O O
from O O O
the O O O
city. O O O
The O O O
Four B-DISH B-EST O
Seasons I-DISH I-EST O
offers O O O
an O O O
escape O O O
from O O O
the O O O
outside O O O
world. O O O
Escaping O O O
from O O O
what's O O O
inside, O O O
however, O O O
takes O O O
a O O O
mental O O O
effort O O O
that O O O
is O O O
beyond O O O
me O O O
and O O O
will O O O
probably O O O
be O O O
beyond O O O
many O O O
others O O O
as O O O
well, O O O
whether O O O
Mr. O O O
Niccolini O O O
is O O O
in O O O
sight O O O
or O O O
not. O O O
During O O O
my O O O
three O O O
meals, O O O
I O O O
never O O O
saw O O O
him. O O O
Restaurants, O O O
even O O O
grand O O O
ones O O O
like O O O
the O O O
Four B-DISH B-EST O
Seasons, I-DISH I-EST O
are O O O
intimate O O O
places; O O O
eating O O O
is O O O
an O O O
act O O O
that O O O
requires O O O
trust O O O
and O O O
a O O O
sense O O O
of O O O
safety. O O O
We O O O
want O O O
to O O O
get O O O
up O O O
from O O O
the O O O
table O O O
feeling O O O
restored O O O
on O O O
all O O O
fronts O O O
except O O O
the O O O
financial O O O
one. O O O
Mr. O O O
Niccolini's O O O
actions O O O
have O O O
done O O O
serious O O O
damage O O O
to O O O
his O O O
power O O O
to O O O
provide O O O
that O O O
feeling, O O O
even O O O
as O O O
he O O O
and O O O
Mr. O O O
von O O O
Bidder O O O
have O O O
made O O O
the O O O
restaurant O O O
better O O O
than O O O
it O O O
has O O O
been O O O
in O O O
years. O O O
This O O O
review O O O
will O O O
not O O O
be O O O
tied O O O
up O O O
with O O O
a O O O
bow. O O O
All O O O
I O O O
have O O O
are O O O
threads. O O O
Follow O O O
NYT O O O
Food O O O
on O O O
Twitter O O O
and O O O
NYT O O O
Cooking O O O
on O O O
Instagram O O O
, O O O
Facebook O O O
and O O O
Pinterest O O O
. O O O
Get O O O
regular O O O
updates O O O
from O O O
NYT O O O
Cooking, O O O
with O O O
recipe O O O
suggestions, O O O
cooking O O O
tips O O O
and O O O
shopping O O O
advice O O O
. O O O
   
   
