-DOCSTART- -X- -X- -X-
   
There O O O
are O O O
no O O O
roving O O O
carts O O O
loaded O O O
with O O O
bamboo O O O
steamer O O O
baskets O O O
at O O O
the O O O
new O O O
Chinese O B-CUISINE B-CUISINE
restaurant O O O
Hutong O B-EST B-EST
, O O O
no O O O
menu O O O
cards O O O
to O O O
be O O O
stamped O O O
each O O O
time O O O
you O O O
take O O O
a O O O
dish O O O
of O O O
har O B-DISH B-DISH
gow O I-DISH I-DISH
or O O O
turnip O B-DISH B-DISH
cake. O I-DISH I-DISH
In O O O
fact, O O O
dim O B-FOOD O
sum O I-FOOD O
is O O O
only O O O
a O O O
small O O O
portion O O O
of O O O
what O O O
the O O O
menu O O O
offers O O O
at O O O
Hutong, O B-EST B-EST
which O O O
opened O O O
in O O O
Midtown O B-LOC B-LOC
in O O O
July. O O O
But O O O
you O O O
would O O O
do O O O
well O O O
to O O O
make O O O
it O O O
a O O O
large O O O
portion O O O
of O O O
what O O O
you O O O
order, O O O
because O O O
only O O O
one O O O
or O O O
two O O O
other O O O
restaurants O O O
in O O O
town O O O
can O O O
plausibly O O O
claim O O O
to O O O
make O O O
dim O B-FOOD O
sum O I-FOOD O
that O O O
rivals O O O
Hutong's. O B-EST B-EST
Where O O O
else O O O
will O O O
you O O O
find O O O
cooks O O O
who O O O
have O O O
the O O O
dexterity O O O
to O O O
make O O O
Wagyu-beef O B-DISH B-DISH
mille-feuilles O I-DISH I-DISH
whose O O O
flaky O O O
layers O O O
of O O O
pastry O B-FOOD O
overlap O O O
each O O O
other O O O
by O O O
only O O O
a O O O
few O O O
millimeters, O O O
like O O O
the O O O
feathers O O O
on O O O
a O O O
songbird's O O O
wing? O O O
Who O O O
can O O O
craft O O O
steamed O B-FOOD B-DISH
buns O I-FOOD I-DISH
that O O O
look O O O
just O O O
like O O O
shiitake O B-FOOD B-FOOD
mushrooms, O I-FOOD I-FOOD
which O O O
happen O O O
to O O O
be O O O
the O O O
chief O O O
ingredient O O O
in O O O
their O O O
filling? O O O
Or O O O
who O O O
knows O O O
the O O O
secret O O O
that O O O
allows O O O
the O O O
crunchy, O O O
chewy, O O O
charcoal-black O O O
mini-footballs O O B-DISH
stuffed O O I-DISH
with O O I-DISH
pork O B-FOOD I-DISH
(in O O O
what O O O
is O O O
known O O O
in O O O
Sichuan O B-CUISINE B-LOC
as O O O
"fish-fragrant" O B-FOOD O
seasoning) O O O
to O O O
sparkle O O O
as O O O
if O O O
diamond O O O
chips O O O
had O O O
been O O O
kneaded O O O
into O O O
the O O O
dough? O B-FOOD B-FOOD
There O O O
is O O O
real O O O
skill O O O
in O O O
the O O O
kitchen O O O
at O O O
Hutong. O B-EST B-EST
You O O O
see O O O
it O O O
most O O O
clearly O O O
in O O O
the O O O
dim O B-FOOD O
sum, O I-FOOD O
but O O O
much O O O
of O O O
the O O O
other O O O
cooking O O O
evinces O O O
the O O O
kind O O O
of O O O
discipline, O O O
precision O O O
and O O O
technical O O O
mastery O O O
that O O O
has O O O
rarely O O O
been O O O
seen O O O
in O O O
this O O O
city O O O
over O O O
the O O O
past O O O
few O O O
decades, O O O
to O O O
the O O O
dismay O O O
of O O O
eaters O O O
who O O O
know O O O
what O O O
Chinese O B-CUISINE B-CUISINE
food O O O
is O O O
capable O O O
of. O O O
"While O O O
expensive O O O
French O B-CUISINE B-CUISINE
restaurants O O O
in O O O
New O B-LOC O
York O I-LOC O
can O O O
hold O O O
their O O O
own O O O
against O O O
many O O O
places O O O
in O O O
Paris, O B-LOC O
if O O O
you O O O
want O O O
to O O O
move O O O
beyond O O O
steamed O B-FOOD B-FOOD
dumplings O I-FOOD I-FOOD
and O O O
stir-fries O O O
to O O O
experience O O O
the O O O
complexity O O O
of O O O
Chinese O O O
banquet O O O
cuisine, O O O
the O O O
possibilities O O O
grow O O O
dimmer O O O
each O O O
year," O O O
Ruth O O O
Reichl O O O
wrote O O O
in O O O
The O O O
New O O O
York O O O
Times O O O
in O O O
1998. O O O
She O O O
gave O O O
reasons O O O
for O O O
the O O O
poor O O O
showing, O O O
including O O O
talented O O O
chefs O O O
being O O O
paid O O O
more O O O
in O O O
Hong O O O
Kong O O O
and O O O
China. O O O
That O O O
is O O O
as O O O
true O O O
as O O O
it O O O
was O O O
21 O O O
years O O O
ago, O O O
but O O O
what O O O
has O O O
changed O O O
is O O O
the O O O
rise O O O
of O O O
global O O O
Chinese O O O
restaurant O O O
groups, O O O
from O O O
the O O O
disappointing O O O
duck O O O
specialist O O O
DaDong O O O
to O O O
the O O O
surprisingly O O O
solid O O O
Hao O O O
Noodle O O O
outposts O O O
and, O O O
now, O O O
to O O O
Hutong. O O O
The O O O
original O O O
Hutong O O O
opened O O O
in O O O
2003 O O O
on O O O
the O O O
28th O O O
floor O O O
of O O O
a O O O
glass O O O
tower O O O
overlooking O O O
the O O O
Hong O O O
Kong O O O
harbor, O O O
but O O O
the O O O
dining O O O
room O O O
tries O O O
to O O O
conjure O O O
the O O O
atmosphere O O O
of O O O
Beijing's O O O
vanishing O O O
premodern O O O
alleys, O O O
or O O O
hutongs, O O O
by O O O
means O O O
of O O O
red O O O
paper O O O
lanterns, O O O
carved O O O
wooden O O O
doors O O O
and O O O
birdcages. O O O
The O O O
Manhattan O O O
branch O O O
makes O O O
a O O O
different O O O
impression. O O O
The O O O
entrance O O O
is O O O
on O O O
the O O O
east O O O
side O O O
of O O O
the O O O
circular O O O
driveway O O O
below O O O
the O O O
Bloomberg O O O
Building O O O
between O O O
East O O O
58th O O O
and O O O
59th O O O
Streets. O O O
Turn O O O
right O O O
and O O O
you O O O
are O O O
in O O O
a O O O
narrow O O O
hallway O O O
between O O O
two O O O
soaring O O O
glass O O O
stacks O O O
of O O O
wine O O O
bottles, O O O
every O O O
one O O O
of O O O
them O O O
for O O O
decorative O O O
purposes O O O
only. O O O
Turn O O O
left O O O
and O O O
you O O O
are O O O
in O O O
a O O O
glittering, O O O
soaring, O O O
hard-edge O O O
dining O O O
room. O O O
The O O O
inspiration O O O
seems O O O
to O O O
be O O O
Art O O O
Deco O O O
with O O O
a O O O
pinch O O O
of O O O
cocaine; O O O
the O O O
blue O O O
leather O O O
banquettes, O O O
beveled O O O
mirrors O O O
and O O O
chandeliers O O O
of O O O
mirror-polished O O O
steel O O O
could O O O
come O O O
from O O O
the O O O
set O O O
of O O O
a O O O
nightclub O O O
in O O O
some O O O
cross O O O
between O O O
" O O O
Scarface O O O
" O O O
and O O O
"Gentlemen O O O
Prefer O O O
Blondes." O O O
A O O O
guest O O O
who O O O
has O O O
lived O O O
in O O O
China O O O
allowed O O O
his O O O
eyes O O O
to O O O
adjust O O O
to O O O
the O O O
glinting O O O
light O O O
as O O O
he O O O
looked O O O
toward O O O
the O O O
ceiling, O O O
which O O O
seemed O O O
to O O O
be O O O
far O O O
away. O O O
"It's O O O
very O O O
… O O O
yin," O O O
he O O O
said. O O O
Hutong O O O
is O O O
ostensibly O O O
a O O O
Northern O O O
Chinese O O O
restaurant. O O O
This O O O
is O O O
more O O O
apparent O O O
in O O O
Hong O O O
Kong O O O
than O O O
in O O O
Manhattan, O O O
where O O O
the O O O
menu O O O
has O O O
been O O O
pruned O O O
to O O O
about O O O
half O O O
the O O O
size. O O O
Lamb, O O O
a O O O
mainstay O O O
in O O O
the O O O
northern O O O
provinces, O O O
was O O O
represented O O O
in O O O
August O O O
by O O O
a O O O
single O O O
dish, O O O
cumin-speckled O O O
ribs O O O
roasted O O O
languorously O O O
to O O O
a O O O
mind-altering O O O
tenderness. O O O
By O O O
the O O O
time O O O
of O O O
my O O O
last O O O
visit, O O O
lamb O O O
had O O O
ambled O O O
off O O O
the O O O
menu O O O
entirely. O O O
The O O O
most O O O
famous O O O
preparation O O O
from O O O
northern O O O
China, O O O
Peking O O O
duck, O O O
arrived O O O
at O O O
my O O O
table O O O
worse O O O
for O O O
wear O O O
and O O O
tear, O O O
carved O O O
haphazardly, O O O
with O O O
blobs O O O
of O O O
unmelted O O O
fat O O O
clinging O O O
to O O O
limp O O O
skin. O O O
The O O O
second O O O
course, O O O
a O O O
dark-meat O O O
stir-fry O O O
to O O O
be O O O
folded O O O
in O O O
iceberg O O O
lettuce, O O O
was O O O
more O O O
skillfully O O O
done, O O O
but O O O
the O O O
sting O O O
of O O O
paying O O O
$84 O O O
for O O O
a O O O
whole O O O
duck O O O
with O O O
uncrisp O O O
skin O O O
lingered. O O O
Much O O O
of O O O
what O O O
hasn't O O O
been O O O
trimmed O O O
from O O O
the O O O
Hong O O O
Kong O O O
menu O O O
comes O O O
from O O O
Sichuan. O O O
So O O O
does O O O
Fei O O O
Wang, O O O
the O O O
executive O O O
chef O O O
of O O O
the O O O
New O O O
York O O O
branch, O O O
and O O O
a O O O
native O O O
of O O O
Chengdu. O O O
Most O O O
recently O O O
seen O O O
running O O O
the O O O
kitchen O O O
of O O O
the O O O
Hutong O O O
in O O O
London, O O O
Mr. O O O
Wang O O O
weaves O O O
chiles O O O
-- O O O
fresh, O O O
dried, O O O
roasted, O O O
pickled, O O O
name O O O
it O O O
-- O O O
into O O O
nearly O O O
everything. O O O
In O O O
the O O O
dish O O O
known O O O
as O O O
Red O O O
Lantern, O O O
the O O O
whole O O O
dried O O O
peppers O O O
the O O O
size O O O
of O O O
cherries O O O
are O O O
mostly O O O
decorative; O O O
fried O O O
soft-shell O O O
crabs O O O
are O O O
buried O O O
under O O O
the O O O
chiles O O O
in O O O
a O O O
pan O O O
with O O O
an O O O
arcing O O O
bamboo O O O
handle, O O O
like O O O
jelly O O O
beans O O O
in O O O
the O O O
plastic O O O
grass O O O
of O O O
an O O O
Easter O O O
basket. O O O
The O O O
ground O O O
spices O O O
on O O O
the O O O
crabs' O O O
shatteringly O O O
brittle O O O
crust O O O
-- O O O
lightly O O O
sweet O O O
and O O O
more O O O
aromatic O O O
than O O O
searingly O O O
hot O O O
-- O O O
may O O O
remind O O O
you O O O
of O O O
a O O O
Chinese O O O
rice-cracker O O O
snack O O O
you O O O
grew O O O
up O O O
on, O O O
or O O O
it O O O
may O O O
make O O O
you O O O
think O O O
of O O O
Old O O O
Bay. O O O
Fermented O O O
chiles O O O
provide O O O
an O O O
electric O O O
buzz, O O O
and O O O
a O O O
modicum O O O
of O O O
heat, O O O
to O O O
the O O O
steamed O O O
halibut O O O
that O O O
arrives O O O
boxed O O O
up O O O
inside O O O
a O O O
red O O O
bell O O O
pepper O O O
and O O O
sitting O O O
on O O O
a O O O
nest O O O
of O O O
rice O O O
noodles. O O O
(The O O O
pepper O O O
opens O O O
into O O O
a O O O
six-pointed O O O
star O O O
that O O O
gives O O O
the O O O
dish O O O
its O O O
name, O O O
halibut O O O
red O O O
star O O O
noodles.) O O O
Kou O O O
shui O O O
chicken O O O
is O O O
nearly O O O
submerged O O O
in O O O
an O O O
orange O O O
lake O O O
of O O O
excellent O O O
chile O O O
oil, O O O
although O O O
the O O O
adroit O O O
way O O O
the O O O
oil O O O
is O O O
balanced O O O
by O O O
rice O O O
vinegar, O O O
sesame O O O
oil, O O O
soy O O O
sauce, O O O
ginger O O O
and O O O
other O O O
flavors O O O
is O O O
what O O O
gives O O O
Hutong O O O
one O O O
of O O O
the O O O
city's O O O
most O O O
impressive O O O
versions O O O
of O O O
this O O O
traditional O O O
cold O O O
dish. O O O
If O O O
Hutong O O O
has O O O
another O O O
appetizer O O O
that O O O
equals O O O
it, O O O
I O O O
haven't O O O
found O O O
it O O O
yet. O O O
I O O O
did, O O O
however, O O O
have O O O
a O O O
cryptic O O O
encounter O O O
with O O O
a O O O
log-cabin O O O
stack O O O
of O O O
okra O O O
doused O O O
in O O O
a O O O
sweet O O O
wasabi O O O
sauce, O O O
and O O O
an O O O
inconclusive O O O
rendezvous O O O
with O O O
some O O O
steamed O O O
asparagus O O O
stalks O O O
whose O O O
tips O O O
were O O O
enrobed O O O
in O O O
white O O O
sesame O O O
sauce; O O O
it O O O
was O O O
as O O O
if O O O
somebody O O O
had O O O
tried O O O
to O O O
replicate O O O
strawberries O O O
dipped O O O
in O O O
white O O O
chocolate O O O
without O O O
access O O O
to O O O
strawberries O O O
or O O O
white O O O
chocolate. O O O
You O O O
could O O O
attempt O O O
to O O O
unknot O O O
these O O O
mysteries. O O O
Then O O O
again, O O O
you O O O
could O O O
simply O O O
begin O O O
your O O O
meal O O O
with O O O
dim O O O
sum. O O O
And O O O
then, O O O
after O O O
picking O O O
your O O O
way O O O
through O O O
the O O O
chile-besotted O O O
main O O O
courses, O O O
you O O O
could O O O
end O O O
it O O O
that O O O
way, O O O
too. O O O
There O O O
is O O O
a O O O
dessert O O O
that O O O
mimics O O O
the O O O
shape O O O
of O O O
a O O O
steamed O O O
bun, O O O
pleated O O O
and O O O
twisted O O O
into O O O
a O O O
pucker O O O
at O O O
the O O O
top. O O O
It O O O
is O O O
made O O O
of O O O
white O O O
chocolate, O O O
the O O O
wrapper O O O
on O O O
this O O O
trompe O O O
l'oeil O O O
bao, O O O
and O O O
filled O O O
with O O O
white O O O
sesame O O O
cream O O O
and O O O
a O O O
core O O O
of O O O
bittersweet O O O
salted O O O
caramel. O O O
Alongside O O O
it O O O
is O O O
a O O O
single O O O
scoop O O O
of O O O
ice O O O
cream O O O
made O O O
from O O O
lightly O O O
sweetened O O O
soy O O O
milk. O O O
The O O O
soy O O O
milk O O O
is O O O
extremely O O O
fresh. O O O
I O O O
don't O O O
mean O O O
that O O O
the O O O
carton O O O
won't O O O
expire O O O
for O O O
another O O O
three O O O
weeks; O O O
I O O O
mean O O O
that O O O
somebody O O O
in O O O
the O O O
kitchen O O O
was O O O
squeezing O O O
the O O O
soybeans O O O
shortly O O O
before O O O
the O O O
ice O O O
cream O O O
was O O O
frozen. O O O
This O O O
is O O O
a O O O
snack O O O
from O O O
a O O O
Chinese O O O
childhood, O O O
bread O O O
and O O O
a O O O
glass O O O
of O O O
milk, O O O
and O O O
it O O O
would O O O
be O O O
hard, O O O
after O O O
several O O O
courses O O O
of O O O
spice, O O O
to O O O
think O O O
of O O O
anything O O O
more O O O
welcome. O O O
Follow O O O
NYT O O O
Food O O O
on O O O
Twitter O O O
and O O O
NYT O O O
Cooking O O O
on O O O
Instagram O O O
, O O O
Facebook O O O
, O O O
YouTube O O O
and O O O
Pinterest O O O
. O O O
Get O O O
regular O O O
updates O O O
from O O O
NYT O O O
Cooking, O O O
with O O O
recipe O O O
suggestions, O O O
cooking O O O
tips O O O
and O O O
shopping O O O
advice O O O
. O O O
   
