-DOCSTART- -X- -X- -X-
   
New B-LOC B-LOC O
York I-LOC I-LOC O
used O O O
to O O O
be O O O
a O O O
one-mole O B-FOOD O
town, O O O
and O O O
that O O O
was O O O
mole B-DISH B-FOOD O
poblano. I-DISH I-FOOD O
A O O O
chocolate-colored, O B-FOOD O
bittersweet O O O
agglomeration O O O
of O O O
two O O O
dozen O O O
or O O O
so O O O
ingredients, O O O
it O O O
comes, O O O
like O O O
most O O O
of O O O
the O O O
city's O O O
Mexican O O O
immigrants, O O O
from O O O
the O O O
state O O O
of O O O
Puebla. B-LOC B-LOC O
Typically O O O
simmered O O O
with O O O
chicken, B-FOOD B-FOOD O
mole B-DISH B-FOOD O
poblano I-DISH I-FOOD O
was O O O
a O O O
staple O O O
of O O O
takeout B-TYPE B-TYPE O
joints I-TYPE I-TYPE O
and O O O
lunch B-TYPE B-TYPE O
counters I-TYPE I-TYPE O
and O O O
restaurants O O O
before O O O
anyone O O O
took O O O
Mexican B-CUISINE B-CUISINE O
food O O O
in O O O
New B-LOC B-LOC O
York I-LOC I-LOC O
seriously. O O O
All O O O
the O O O
other O O O
moles B-FOOD B-FOOD O
-- O O O
Oaxaca's B-LOC B-EST O
mole B-DISH B-DISH O
verde, I-DISH I-DISH O
say, O O O
which O O O
gets O O O
its O O O
green O O O
color O O O
from O O O
pumpkin B-FOOD B-FOOD O
seeds, I-FOOD I-FOOD O
tomatillos B-FOOD B-FOOD O
and O O O
fresh B-FOOD O O
herbs I-FOOD B-FOOD O
-- O O O
were O O O
about O O O
as O O O
rare O O O
as O O O
a O O O
mandarin O O O
duck O O O
in O O O
Central O O O
Park. O O O
In O O O
recent O O O
years, O O O
as O O O
these O O O
once-exotic O O O
species O O O
have O O O
become O O O
regular O O O
features O O O
of O O O
the O O O
menus O O O
at O O O
Cosme O O O
, O O O
Empellón O O O
, O O O
Claro O O O
and O O O
other O O O
restaurants, O O O
mole O O O
poblano O O O
has O O O
become O O O
something O O O
like O O O
the O O O
pigeon O O O
of O O O
Mexican O O O
sauces, O O O
too O O O
common O O O
and O O O
familiar O O O
to O O O
be O O O
worth O O O
noticing. O O O
If O O O
you O O O
share O O O
this O O O
low O O O
view O O O
of O O O
mole O O O
poblano, O O O
you O O O
owe O O O
it O O O
to O O O
yourself O O O
to O O O
have O O O
the O O O
one O O O
at O O O
Casa O O O
Enrique O O O
. O O O
The O O O
chef, O O O
Cosme O O O
Aguilar, O O O
calls O O O
it O O O
mole O O O
de O O O
Piaxtla, O O O
after O O O
the O O O
Pueblan O O O
town O O O
where O O O
his O O O
father O O O
grew O O O
up, O O O
and O O O
as O O O
a O O O
reminder O O O
that O O O
there O O O
is O O O
not O O O
just O O O
one O O O
mole O O O
poblano O O O
but O O O
many. O O O
Some O O O
have O O O
apple O O O
in O O O
addition O O O
to O O O
raisins. O O O
Some O O O
are O O O
thickened O O O
with O O O
animal O O O
crackers. O O O
Mr. O O O
Aguilar O O O
remembers O O O
that O O O
in O O O
his O O O
childhood O O O
home, O O O
plantains O O O
were O O O
allowed O O O
to O O O
hang O O O
until O O O
they O O O
were O O O
black O O O
before O O O
they O O O
could O O O
be O O O
pounded O O O
into O O O
mole. O O O
Maybe O O O
this O O O
explains O O O
the O O O
particular O O O
sweetness O O O
of O O O
Casa O O O
Enrique's O O O
version, O O O
which O O O
is O O O
not O O O
the O O O
candy-bar O O O
sweetness O O O
of O O O
some. O O O
It's O O O
deep O O O
and O O O
complicated. O O O
The O O O
character O O O
of O O O
this O O O
mole O O O
de O O O
Piaxtla O O O
unfurls O O O
as O O O
you O O O
eat, O O O
whether O O O
the O O O
sauce O O O
has O O O
been O O O
soaked O O O
into O O O
enchiladas O O O
filled O O O
with O O O
chicken O O O
or O O O
simply O O O
pooled O O O
on O O O
a O O O
plate O O O
over O O O
and O O O
under O O O
a O O O
quartered O O O
chicken O O O
and O O O
yellow O O O
rice O O O
cooked O O O
with O O O
peas. O O O
Mr. O O O
Aguilar O O O
has O O O
been O O O
frying, O O O
blending O O O
and O O O
stirring O O O
mole O O O
de O O O
Piaxtla O O O
since O O O
Casa O O O
Enrique O O O
opened O O O
in O O O
2012, O O O
just O O O
off O O O
Vernon O O O
Boulevard, O O O
in O O O
Long O O O
Island O O O
City, O O O
Queens. O O O
In O O O
fact, O O O
he O O O
has O O O
barely O O O
changed O O O
his O O O
menu O O O
since O O O
our O O O
Hungry O O O
City O O O
critic, O O O
Ligaya O O O
Mishan, O O O
reviewed O O O
it O O O
the O O O
next O O O
year. O O O
Mr. O O O
Aguilar O O O
says O O O
he O O O
is O O O
emulating O O O
the O O O
restaurants O O O
he O O O
likes O O O
best O O O
in O O O
Mexico, O O O
ones O O O
whose O O O
kitchens O O O
make O O O
the O O O
same O O O
dishes O O O
year O O O
in O O O
and O O O
year O O O
out. O O O
Whether O O O
despite O O O
this O O O
or O O O
because O O O
of O O O
it, O O O
the O O O
restaurant O O O
seems O O O
to O O O
have O O O
improved O O O
in O O O
subtle O O O
ways. O O O
Acoustic O O O
panels O O O
tacked O O O
to O O O
the O O O
ceiling O O O
make O O O
conversation O O O
easier. O O O
Servers, O O O
always O O O
welcoming, O O O
have O O O
become O O O
experts O O O
at O O O
anticipating O O O
the O O O
meal's O O O
ebb O O O
and O O O
flow. O O O
They'll O O O
step O O O
in O O O
just O O O
when O O O
you're O O O
ready O O O
for O O O
a O O O
fresh O O O
drink, O O O
maybe O O O
a O O O
margarita O O O
with O O O
some O O O
tamarind O O O
this O O O
time O O O
to O O O
offset O O O
the O O O
raw-sugar O O O
syrup. O O O
They'll O O O
gauge O O O
the O O O
precise O O O
moment O O O
when O O O
you're O O O
ready O O O
to O O O
have O O O
dinner O O O
plates O O O
cleared O O O
to O O O
make O O O
room O O O
for O O O
dessert. O O O
Or O O O
they'll O O O
break O O O
away O O O
from O O O
your O O O
table O O O
just O O O
long O O O
enough O O O
to O O O
join O O O
in O O O
a O O O
full-throated O O O
singing O O O
of O O O
"Happy O O O
Birthday" O O O
around O O O
a O O O
slice O O O
of O O O
tres O O O
leches O O O
cake O O O
with O O O
a O O O
candle O O O
stuck O O O
in O O O
it O O O
on O O O
the O O O
other O O O
side O O O
of O O O
the O O O
room. O O O
This O O O
may O O O
happen O O O
three O O O
or O O O
four O O O
times O O O
a O O O
night, O O O
probably O O O
not O O O
because O O O
Casa O O O
Enrique O O O
looks O O O
particularly O O O
festive O O O
-- O O O
from O O O
floor O O O
to O O O
ceiling, O O O
it's O O O
done O O O
almost O O O
entirely O O O
in O O O
white O O O
-- O O O
but, O O O
I'd O O O
guess, O O O
because O O O
regulars O O O
know O O O
it O O O
regularly O O O
outperforms O O O
any O O O
number O O O
of O O O
other O O O
restaurants O O O
that O O O
might O O O
seem O O O
to O O O
be O O O
more O O O
special O O O
on O O O
the O O O
surface O O O
but O O O
aren't, O O O
really. O O O
Also, O O O
the O O O
tres O O O
leches O O O
cake, O O O
if O O O
not O O O
as O O O
soggy O O O
with O O O
condensed O O O
milk O O O
as O O O
it O O O
could O O O
be, O O O
is O O O
still O O O
pretty O O O
good, O O O
though O O O
I O O O
think O O O
the O O O
flan O O O
is O O O
almost O O O
mandatory, O O O
and O O O
it, O O O
too, O O O
is O O O
a O O O
perfectly O O O
credible O O O
birthday-candle O O O
holder. O O O
Although O O O
the O O O
guacamole O O O
is O O O
freshly O O O
mashed O O O
and O O O
pleasingly O O O
minimalist, O O O
I O O O
tend O O O
to O O O
skip O O O
it O O O
as O O O
long O O O
as O O O
the O O O
people O O O
I'm O O O
with O O O
don't O O O
mind. O O O
Instead O O O
I'll O O O
head O O O
straight O O O
for O O O
the O O O
two-bite O O O
sopecitos O O O
topped O O O
with O O O
refried O O O
beans O O O
and O O O
loose O O O
chorizo, O O O
or O O O
the O O O
albondigas O O O
in O O O
cumin-laced O O O
chipotle O O O
sauce, O O O
each O O O
of O O O
the O O O
three O O O
meatballs O O O
stuffed O O O
with O O O
hard-cooked O O O
eggs. O O O
The O O O
best O O O
Mexican O O O
seafood O O O
dishes O O O
often O O O
come O O O
from O O O
restaurants O O O
that O O O
specialize O O O
in O O O
them. O O O
Mr. O O O
Aguilar, O O O
though, O O O
seems O O O
equally O O O
at O O O
home O O O
with O O O
fish O O O
and O O O
meat. O O O
The O O O
market O O O
fish O O O
offered O O O
as O O O
a O O O
main O O O
course O O O
-- O O O
lately O O O
a O O O
black O O O
sea O O O
bass O O O
-- O O O
has O O O
always O O O
been O O O
seared O O O
to O O O
a O O O
crisp O O O
on O O O
the O O O
skin O O O
side. O O O
Still, O O O
in O O O
all O O O
these O O O
years O O O
I've O O O
never O O O
been O O O
convinced O O O
that O O O
the O O O
corn O O O
under O O O
it O O O
compares O O O
to O O O
the O O O
best O O O
street-corner O O O
esquites, O O O
or O O O
that O O O
it O O O
and O O O
the O O O
fish O O O
really O O O
add O O O
up O O O
to O O O
a O O O
whole O O O
dish. O O O
The O O O
seafood O O O
appetizers, O O O
on O O O
the O O O
other O O O
hand, O O O
are O O O
some O O O
of O O O
my O O O
favorite O O O
things O O O
at O O O
Casa O O O
Enrique: O O O
the O O O
delicately O O O
fried O O O
oysters O O O
sitting O O O
in O O O
a O O O
mayonnaise O O O
that O O O
gets O O O
its O O O
tangerine O O O
color O O O
from O O O
ground O O O
chiles; O O O
the O O O
ceviche, O O O
freshly O O O
tossed O O O
with O O O
lime O O O
and O O O
herbs; O O O
the O O O
crab O O O
tostadas, O O O
loaded O O O
with O O O
a O O O
thin O O O
slice O O O
or O O O
two O O O
of O O O
Serrano O O O
chile, O O O
chopped O O O
tomato, O O O
leaves O O O
of O O O
cilantro, O O O
smooth O O O
avocado O O O
salsa O O O
and O O O
a O O O
spoonful O O O
of O O O
crab O O O
meat, O O O
pure O O O
and O O O
clean; O O O
and O O O
the O O O
shrimp O O O
cocktail, O O O
which O O O
gets O O O
its O O O
roundness O O O
and O O O
slight O O O
richness, O O O
I O O O
think, O O O
from O O O
orange O O O
soda, O O O
just O O O
the O O O
way O O O
you'd O O O
hope. O O O
Mr. O O O
Aguilar O O O
is O O O
not O O O
one O O O
of O O O
those O O O
chefs O O O
who O O O
set O O O
up O O O
masa O O O
factories O O O
in O O O
their O O O
basements. O O O
Casa O O O
Enrique's O O O
corn O O O
tortillas O O O
do O O O
not O O O
have O O O
the O O O
pretty O O O
floral O O O
aromas O O O
of O O O
Cosme's, O O O
or O O O
the O O O
sweet, O O O
focused O O O
corn O O O
flavor O O O
you O O O
taste O O O
in O O O
Claro's. O O O
But O O O
they O O O
are O O O
better O O O
than O O O
you'd O O O
find O O O
almost O O O
anywhere O O O
else O O O
in O O O
New O O O
York. O O O
They O O O
give O O O
a O O O
boost O O O
to O O O
the O O O
tacos, O O O
made O O O
with O O O
braised O O O
tongue O O O
or O O O
brisket; O O O
crumbled O O O
chorizo; O O O
or O O O
fried, O O O
battered O O O
fish, O O O
and O O O
they O O O
are O O O
especially O O O
delicious O O O
soaked O O O
in O O O
salsa O O O
verde O O O
and O O O
wrapped O O O
around O O O
roasted O O O
poblanos O O O
in O O O
cream O O O
to O O O
make O O O
enchiladas O O O
Doña O O O
Blanca. O O O
And O O O
while O O O
Cosme's O O O
more O O O
modern O O O
approach O O O
has O O O
soaked O O O
up O O O
more O O O
media O O O
attention, O O O
I've O O O
encountered O O O
more O O O
bloops O O O
and O O O
wobbles O O O
eating O O O
there O O O
than O O O
I O O O
have O O O
exploring O O O
the O O O
far O O O
more O O O
traditional O O O
menu O O O
at O O O
Casa O O O
Enrique. O O O
It O O O
isn't O O O
necessarily O O O
the O O O
more O O O
interesting O O O
restaurant, O O O
but O O O
it's O O O
the O O O
one O O O
where O O O
I'm O O O
more O O O
confident O O O
that O O O
if O O O
I O O O
went O O O
there O O O
tonight, O O O
everything O O O
would O O O
taste O O O
exactly O O O
the O O O
way O O O
it O O O
was O O O
supposed O O O
to. O O O
The O O O
pozole O O O
will O O O
be O O O
dark O O O
and O O O
intense, O O O
though O O O
not O O O
especially O O O
spicy, O O O
with O O O
tender O O O
strands O O O
of O O O
pork O O O
in O O O
the O O O
broth O O O
and O O O
all O O O
the O O O
usual O O O
mix-ins O O O
waiting O O O
on O O O
the O O O
side. O O O
The O O O
pork O O O
ribs O O O
will O O O
be O O O
slowly O O O
braised, O O O
in O O O
the O O O
style O O O
of O O O
Chiapas, O O O
in O O O
a O O O
thick O O O
cooked O O O
salsa O O O
built O O O
on O O O
a O O O
foundation O O O
of O O O
guajillo O O O
chiles. O O O
These O O O
ribs O O O
are O O O
not O O O
to O O O
be O O O
confused O O O
with O O O
the O O O
baby O O O
back O O O
ribs, O O O
cooked O O O
in O O O
an O O O
even O O O
thicker, O O O
creamier O O O
pipian O O O
rojo, O O O
that O O O
sometimes O O O
turn O O O
up O O O
as O O O
a O O O
daily O O O
special. O O O
Best O O O
of O O O
all, O O O
perhaps, O O O
will O O O
be O O O
the O O O
chamorro O O O
de O O O
borrego, O O O
or O O O
lamb O O O
shank O O O
stewed O O O
with O O O
chickpeas; O O O
it O O O
will O O O
be O O O
very O O O
tender O O O
and O O O
very O O O
flavorful O O O
in O O O
its O O O
rough O O O
sauce O O O
of O O O
pulla O O O
chiles O O O
with O O O
crushed O O O
guaje O O O
seeds. O O O
The O O O
name O O O
of O O O
that O O O
sauce O O O
is O O O
huaxmole, O O O
or O O O
sometimes O O O
guaxmole, O O O
or O O O
even O O O
mole O O O
de O O O
guaje. O O O
Yes, O O O
it's O O O
a O O O
mole, O O O
and O O O
one O O O
that O O O
rarely O O O
flies O O O
as O O O
far O O O
north O O O
as O O O
New O O O
York O O O
City. O O O
At O O O
Casa O O O
Enrique, O O O
it O O O
has O O O
found O O O
a O O O
permanent O O O
perch. O O O
Follow O O O
NYT O O O
Food O O O
on O O O
Twitter O O O
and O O O
NYT O O O
Cooking O O O
on O O O
Instagram O O O
, O O O
Facebook O O O
and O O O
Pinterest O O O
. O O O
Get O O O
regular O O O
updates O O O
from O O O
NYT O O O
Cooking, O O O
with O O O
recipe O O O
suggestions, O O O
cooking O O O
tips O O O
and O O O
shopping O O O
advice O O O
. O O O
   
   
